name;professions
i₃-li₂-an-dul₃;{'nubanda[overseer]', 'šabra[administrator]', 'ensik[ruler]'}
i₃-li₂-aš-ra-ni;{'šabra[administrator]'}
i₃-li₂-aš₂-ra-ni;{'niŋba[gift]'}
i₃-li₂-ba-ni;{'lu[person]'}
i₃-li₂-be-li₂;{'sukkal[secretary]'}
i₃-li₂-dan;{'nubanda[overseer]'}
i₃-li₂-gešimmar;{'dumu[child]'}
i₃-li₂-iš-ba-ba;{'MAR.TU[westerner]'}
i₃-li₂-ma-al-ki;{'nubanda[overseer]', 'PN'}
i₃-li₂-mah-ri;{'kurušda[fattener]'}
i₃-li₂-mah-ri₂;{'X'}
i₃-li₂-mu;{'kurušda[fattener]'}
i₃-li₂-tab-ba;{'nubanda[overseer]'}
i₃-li₂-{d}da-gan;{'lu[person]'}
i₃-lum-{d}suen;{'muhaldim[cook]'}
i₃-sa₆-ga;{'GN'}
i₃-u₃-[ša]-na#-ag₂;{'X'}
i₃-u₃-ša;{'dumu[child]'}
i₃-u₃-ša-na-ag₂;{'dumu[child]', 'X'}
ka-gaz;{'suhub[boots]'}
ka-li;{'ašag[field]'}
ka-u₂-ka;{'nar[musician]'}
kal-bi-si;{'agaʾus[soldier]'}
kal-i₃-li₂;{'dumu[child]', 'lu[person]'}
kal-la;{'kugdim[smith]', 'dubsar[scribe]', 'a[water]', 'šabra[administrator]', 'kurušda[fattener]', 'dumu[child]', 'sukkal[secretary]', 'nubanda[overseer]', 'muhaldim[cook]'}
kal-la-mu;{'dumu[child]', 'ensik[ruler]'}
kal-la-mu#;{'ensik[ruler]'}
kal-la-mu#?;{'dumu[child]'}
kal-{d}amar-{d}suen;{'dumu[child]'}
kal-{d}šul-gi;{'idu[doorkeeper]', 'nubanda[overseer]', 'ragaba[rider]', 'sipad[shepherd]'}
kal-šu-gu;{'kuš[official]'}
kalam-he₂-na-gi;{'PN'}
kar;{'us[follow]'}
kas₃-pi-ša;{'šagia[cup-bearer]'}
kas₃-pu-[ša];{'šagia[cup-bearer]'}
kas₃-pu-ša;{'šagia[cup-bearer]'}
kas₃?-pu-ša;{'šagia[cup-bearer]'}
ka₅#-a-mu;{'MAR.TU[westerner]'}
ka₅-a-<mu>;{'nukirik[gardener]'}
ka₅-a-mu;{'kurušda[fattener]', 'itud[moon]', 'PN'}
ka₅-a-mu#;{'u'}
ki-a-x;{'egal[palace]'}
ki-da-ni;{'lu[person]'}
ki-gam-dingir;{'lu[person]'}
ki-ir-bi-ba#;{'dumu[child]'}
ki-ir-na-mi;{'X'}
ki-iz-zi;{'lu[person]'}
ki-ma-ma;{'sukkal[secretary]'}
ki-ma-ni;{'PN'}
ki-na-at-nu-[nu?];{'emeda[nursemaid]'}
ki-na-ša-sal;{'u'}
ki-ri-ib-ul-me;{'lu[person]'}
ki-ri₂-bu-ul-me;{'lu[person]'}
ki-ri₂-ib-ul-me;{'lu[person]'}
ki-sa₆-mu;{'u'}
ki-tuš-lu₂;{'nubanda[overseer]', 'X'}
ki-{d}suen;{'eʾudsakar[building]', 'e[house]', 'itud[moon]', 'u', 'usakar[moon]', 'X', 'eʾud[week]'}
ki-{d}suen#;{'X'}
ki-{d}utu-ga;{'ak[do]'}
kin-gi₄;{'niga[fattened]'}
ku-ba-ba-e;{'azu[doctor]'}
ku-ba-bi₂-a;{'PN'}
ku-ba-tum;{'nin[lady]', 'lukur[priestess]'}
ku-ba-tum-e;{'PN'}
ku-da-num₂;{'nubanda[overseer]', 'sukkal[secretary]'}
ku-e-la-ak;{'kurušda[fattener]'}
ku-li;{'PN'}
ku-na-ma#-tum;{'MAR.TU[westerner]'}
ku-ru-ub-er₃-ra;{'nubanda[overseer]'}
ku-ru-ub-e₂-a;{'dumu[child]', 'muhaldim[cook]'}
ku-un-si-ma-tum;{'u'}
ku-un-ši-ma-tum;{'egia[bride]'}
ku-u₃;{'nubanda[overseer]'}
ku-zu-zu;{'lu[person]'}
kur-bi-la#-ak;{'ki[place]'}
kur-bi-la-ak;{'muhaldim[cook]', 'AN', 'ragaba[rider]', 'lu[person]', 'PN'}
kur-ti#-lum#?;{'u'}
kur-ti-lum;{'engar[farmer]', 'ragaba[rider]', 'lu[person]'}
ku₃-ga-ni;{'ŋar[place]'}
ku₃-sa₆-mu;{'damgar[merchant]'}
ku₃-{d}nanna;{'damgar[merchant]', 'šabra[administrator]', 'dumu[child]', 'ensik[ruler]', 'sukkal[secretary]', 'muhaldim[cook]'}
ku₃-{d}nin-gal;{'šabra[administrator]', 'sukkal[secretary]'}
ku₃-{d}nin-ur₄-ra;{'dubsar[scribe]'}
ku₃-{d}šara₂;{'ensik[ruler]'}
ku₃?-gi-li;{'nagada[herdsman]'}
ku₅-da;{'MAR.TU[westerner]'}
ku₅-da-mu;{'azu[doctor]', 'šabra[administrator]'}
la#-na#;{'kurušda[fattener]'}
la-[na;{'kurušda[fattener]'}
la-[na];{'kurušda[fattener]'}
la-a-a;{'kul[collect]'}
la-a-la-a;{'sukkal[secretary]'}
la-ab-ti-il;{'MAR.TU[westerner]'}
la-ba;{'u'}
la-ba-na-am-zi;{'lu[person]'}
la-e-ri-hu-um;{'MAR.TU[westerner]'}
la-gi-ip;{'lu[person]', 'u', 'šagia[cup-bearer]', 'dumu[child]', 'sukkal[secretary]', 'X'}
la-gi-pu-[um];{'lu[person]'}
la-gi-pu-um;{'nubanda[overseer]', 'lu[person]', 'sukkal[secretary]'}
la-la-a;{'engar[farmer]', 'nubanda[overseer]', 'kul[collect]'}
la-la-mu;{'sukkal[secretary]'}
la-ma-ha-ar;{'šagia[cup-bearer]', 'dubsar[scribe]', 'PN', 'gugal[inspector]'}
la-ma-har;{'šagia[cup-bearer]', 'nubanda[overseer]', 'dubsar[scribe]'}
la-ma-zum;{'X'}
la-ma-ša;{'sukkal[secretary]'}
la-muš;{'lu[person]'}
la-na;{'kurušda[fattener]'}
la-na#;{'kurušda[fattener]'}
la-na];{'kurušda[fattener]'}
la-ni;{'en[priest]', 'sukkalmah[official]'}
la-ni?;{'u[and]'}
la-si₂-ma-nu-um;{'MAR.TU[westerner]'}
la-tu?-ra-ma;{'ragaba[rider]'}
la-u₃-ma-nu-um;{'MAR.TU[westerner]'}
la-ze₂-em-a-nu-um;{'MAR.TU[westerner]'}
li#-<bur>-{d}šul-gi;{'ragaba[rider]'}
li#-ša#-nu-um;{'ensik[ruler]'}
li-[ba-nu-uk]-ša-ba-aš;{'ensik[ruler]'}
li-ba-[nu]-uk-ša-ba-aš;{'ensik[ruler]'}
li-ba-an-<aš>-gu-bi;{'lu[person]'}
li-ba-an-aš-gu-[bi];{'lu[person]'}
li-ba-an-aš-gu-bi;{'lu[person]'}
li-ba-na-aš-gu-bi;{'lu[person]'}
li-ba-nu#-ug-ša-ba-aš;{'ensik[ruler]'}
li-ba-nu-aš-gu-bi;{'lu[person]'}
li-ba-nu-ug-[ša]-ba-aš;{'ensik[ruler]'}
li-ba-nu-ug-ša-ba-aš;{'ensik[ruler]'}
li-ba-nu-uk-ša-ba-aš;{'ensik[ruler]', 'lu[person]'}
li-bur;{'PN'}
li-bur-be-li₂;{'šagia[cup-bearer]', 'dubsar[scribe]'}
li-bur-gu?;{'ragaba[rider]'}
li-bur-{d}šul-gi;{'dubsar[scribe]', 'ragaba[rider]'}
li-im-ni-li-ik-hi-li-ik;{'MAR.TU[westerner]'}
li-pa₂-an-aš-ku₈-pi₂;{'lu[person]'}
li-pa₂-nu-uk-ša-pa₂-aš;{'ensik[ruler]'}
li-pi₂-i₃-sa;{'kurušda[fattener]'}
li-ša-num₂;{'ensik[ruler]'}
lil₂-lil₂-ri;{'gub[stand]'}
lu-lu-ba-a;{'nubanda[overseer]'}
lu-lu-bu-um;{'ara[times]', 'hulu[bad]'}
lu-ma-nu-um;{'MAR.TU[westerner]'}
lu-ze₂-um;{'MAR.TU[westerner]'}
lugal;{'PN'}
lugal#-a₂-zi-da;{'šabra[administrator]'}
lugal#-ezem;{'sukkal[secretary]'}
lugal#-inim-gi-na;{'sukkal[secretary]'}
lugal#-nam₂-mah#;{'dubsar[scribe]'}
lugal#-ša₃-la₂;{'dubsar[scribe]'}
lugal#?-[...];{'FN'}
lugal-...;{'sipad[shepherd]'}
lugal-KU;{'unud[cowherd]'}
lugal-ama-na;{'nubanda[overseer]'}
lugal-amar-ku₃;{'dubsar[scribe]', 'unud[cowherd]', 'dumu[child]', 'u', 'PN'}
lugal-amar-ku₃-ta#;{'PN'}
lugal-an-dul₃;{'ragaba[rider]'}
lugal-an-dul₃#;{'ragaba[rider]'}
lugal-an-dul₃?;{'AN'}
lugal-an-na-ab-tum₂;{'dam[spouse]'}
lugal-an-ne₂;{'damgar[merchant]'}
lugal-a₂-[zi-da];{'šabra[administrator]'}
lugal-a₂-[zi]-da#;{'šabra[administrator]'}
lugal-a₂-zi#-da;{'FN', 'šabra[administrator]'}
lugal-a₂-zi-da;{'AN', 'bisaŋdubak[archivist]', 'igi[face]', 'ŋiri[foot]', 'ugula[overseer]', 'u', 'šabra[administrator]', 'PN', 'FN', 'sukkal[secretary]', 'dubsarmah[official]'}
lugal-a₂-zi-da#;{'dubsar[scribe]'}
lugal-banda₃-še₃;{'sukkal[secretary]'}
lugal-banda₃?-x;{'kurušda[fattener]'}
lugal-dab₅;{'unud[cowherd]'}
lugal-dub-sar;{'dikud[judge]'}
lugal-dumu-gi₇;{'FN'}
lugal-dur₂-du₁₀;{'min[two]'}
lugal-e-gir₂;{'gaz[kill]'}
lugal-engar;{'lu[person]'}
lugal-engar-du₁₀;{'mu[year]', 'šabra[administrator]'}
lugal-engar-zi;{'sukkal[secretary]'}
lugal-ezem;{'nagada[herdsman]', 'AN', 'lu[person]', 'dubsar[scribe]', 'damgar[merchant]', 'šabra[administrator]', 'PN', 'sipad[shepherd]', 'šagia[cup-bearer]', 'dumu[child]', 'nubanda[overseer]', 'X', 'kuš[official]'}
lugal-e₂-[mah-e];{'MAR.TU[westerner]'}
lugal-e₂-mah-[x];{'MAR.TU[westerner]'}
lugal-e₂-mah-e;{'šeš[brother]'}
lugal-gaba;{'nubanda[overseer]'}
lugal-gub-ba-ni;{'mu[year]'}
lugal-he₂-gal₂;{'PN', 'dumu[child]', 'lu[person]', 'guzala[official]', 'sipad[shepherd]'}
lugal-he₂-gal₂#;{'unud[cowherd]'}
lugal-ibila;{'kurušda[fattener]'}
lugal-igi-du;{'lu[person]'}
lugal-igi-huš;{'dumu[child]'}
lugal-im-ri-a;{'dubsar[scribe]'}
lugal-inim#-[gi]-na#;{'sukkal[secretary]'}
lugal-inim-gi#-na#;{'dumu[child]'}
lugal-inim-gi-na;{'šabra[administrator]', 'FN', 'dumu[child]', 'sukkal[secretary]', 'kaš[runner]', 'X'}
lugal-inim-gi-na#?;{'sukkal[secretary]'}
lugal-iti!-da;{'guzala[official]'}
lugal-iti-da;{'dubsar[scribe]', 'PN', 'sukkal[secretary]', 'u', 'guzala[official]'}
lugal-i₃-di₃;{'šabra[administrator]'}
lugal-i₃-mah;{'šagia[cup-bearer]', 'idu[doorkeeper]', 'kuš[official]'}
lugal-i₃-sa₆;{'dubsar[scribe]'}
lugal-ka-še₃;{'gabari[copy]'}
lugal-ki-ag₂;{'nagar[carpenter]'}
lugal-ku₃-zu;{'dubsar[scribe]', 'AN', 'lu[person]', 'ensik[ruler]', 'šabra[administrator]'}
lugal-ku₃]-zu;{'ensik[ruler]'}
lugal-ma₂-gur₈-[re];{'unud[cowherd]', 'ensik[ruler]'}
lugal-ma₂-gur₈-re;{'šagia[cup-bearer]', 'unud[cowherd]', 'nubanda[overseer]', 'šabra[administrator]', 'sukkal[secretary]'}
lugal-me#-[lam₂];{'kuš[official]'}
lugal-me-e₃-a;{'nagada[herdsman]'}
lugal-me-lam₂;{'sukkal[secretary]', 'ensik[ruler]', 'PN'}
lugal-me-lam₂#;{'sukkal[secretary]', 'PN'}
lugal-mu;{'e[house]', 'X', 'kaš[beer]'}
lugal-mu-ma-ag₂;{'ugula[overseer]'}
lugal-nam-tar-re;{'sukkal[secretary]'}
lugal-nam₂-mah;{'dubsar[scribe]', 'kurušda[fattener]'}
lugal-nesag-e#;{'lu[person]'}
lugal-ni-mah;{'šagia[cup-bearer]'}
lugal-nig₂-lagar-e;{'ugula[overseer]'}
lugal-nig₂-si-sa₂-e;{'dumu[child]'}
lugal-nir-gal₂;{'u', 'šabra[administrator]'}
lugal-pa-<e₃>;{'šabra[administrator]'}
lugal-pa-e₃;{'FN', 'u', 'ensik[ruler]'}
lugal-pa-e₃#;{'ensik[ruler]'}
lugal-ra;{'gabari[copy]', 'kaš[beer]', 'us[follow]'}
lugal-sa₆-ga;{'FN'}
lugal-si-gar;{'unud[cowherd]'}
lugal-si-sa₂;{'muhaldim[cook]'}
lugal-siskur;{'u'}
lugal-ti-da;{'dubsar[scribe]'}
lugal-ur₃-ra-ni-ke₄;{'e[leave]'}
lugal-ušur₃;{'unud[cowherd]'}
lugal-ušur₄;{'šabra[administrator]'}
lugal-ušur₄?;{'dumu[child]'}
lugal-u₄;{'su[flesh]'}
lugal-u₄-su₃-[še₃;{'AN'}
lugal-za₃-e₃;{'nubanda[overseer]'}
lugal-za₃-ge-si;{'engar[farmer]'}
lugal-zi-da;{'kuš[official]'}
lugal-zi-mu;{'sipad[shepherd]'}
lugal-{d}nanna;{'šabra[administrator]'}
lugal-{d}utu;{'n'}
lugal-ša₃#?-[...];{'dumu[child]'}
lugal-ša₃-la₂;{'agaʾus[soldier]', 'gala[singer]', 'kuš[official]'}
lugal-šuba-zi;{'sukkal[secretary]'}
lugal]-a₂-zi-da;{'šabra[administrator]'}
lugal]-ku₃-ga-ni;{'muhaldim[cook]'}
lum-[ma;{'šabra[administrator]'}
lum-ma;{'šabra[administrator]'}
lu₂#-[x;{'u'}
lu₂#-[{d}nin-gir₂-su;{'kurušda[fattener]'}
lu₂#-bi-mu;{'unud[cowherd]'}
lu₂#-dingir-ra;{'dumu[child]'}
lu₂#-dingir-ra#;{'unud[cowherd]'}
lu₂#-du₁₀-ga;{'FN'}
lu₂#-giri₁₇-zal!;{'dumu[child]'}
lu₂#-sa₆#-ga#;{'šabra[administrator]'}
lu₂#-u₁₈-um;{'u[grass]', 'niga[fattened]'}
lu₂#-x;{'PN'}
lu₂#-{d}en-lil₂-la₂;{'idu[doorkeeper]'}
lu₂#-{d}nanna;{'šagia[cup-bearer]', 'dumu[child]'}
lu₂#-{d}nin-šubur;{'šabra[administrator]'}
lu₂#-{d}utu;{'u'}
lu₂#-{d}šara₂;{'šagia[cup-bearer]'}
lu₂#?-giri₁₇-zal;{'u'}
lu₂-[...;{'dubsar[scribe]', 'PN'}
lu₂-[...];{'šagia[cup-bearer]', 'nagada[herdsman]', 'n', 'e[house]', 'lu[person]'}
lu₂-[u₁₈-um;{'AN'}
lu₂-[{d}nin-gir₂-su;{'kurušda[fattener]'}
lu₂-[{d}nin-gir₂]-su;{'kurušda[fattener]'}
lu₂-[ša-lim];{'dubsar[scribe]'}
lu₂-ama-na;{'dikud[judge]'}
lu₂-an-dul₃;{'ragaba[rider]'}
lu₂-a₂-a;{'MAR.TU[westerner]'}
lu₂-bala-sa₆#-ga;{'šabra[administrator]'}
lu₂-bala-sa₆#-ga#;{'ensik[ruler]'}
lu₂-bala-sa₆-[ga];{'šabra[administrator]'}
lu₂-bala-sa₆-ga;{'galamah[singer]', 'unud[cowherd]', 'šabra[administrator]', 'dikud[judge]', 'dumu[child]', 'ensik[ruler]', 'sukkal[secretary]', 'nubanda[overseer]', 'kuš[official]'}
lu₂-bala-ša₃-ga;{'sukkal[secretary]'}
lu₂-banda₃{da};{'gi[thicket]'}
lu₂-bi-mu;{'engar[farmer]', 'šabra[administrator]'}
lu₂-da#!-ga#?;{'u'}
lu₂-da-[x;{'u'}
lu₂-da-gi-a;{'PN'}
lu₂-dingir-[ra;{'PN'}
lu₂-dingir-[ra];{'dubsar[scribe]'}
lu₂-dingir-[x];{'dumu[child]'}
lu₂-dingir-ra;{'lu[person]', 'dubsar[scribe]', 'unud[cowherd]', 'šabra[administrator]', 'PN', 'engar[farmer]', 'idu[doorkeeper]', 'FN', 'dumu[child]', 'dikud[judge]', 'ensik[ruler]', 'sukkal[secretary]', 'mu[year]', 'šagia[cup-bearer]', 'X'}
lu₂-dingir-ra-[ta;{'PN'}
lu₂-du₁₀-ga;{'šabra[administrator]', 'PN', 'šagia[cup-bearer]', 'dumu[child]', 'išib[priest]', 'X', 'muhaldim[cook]', 'kuš[official]'}
lu₂-du₁₀-ga-mu;{'šagia[cup-bearer]'}
lu₂-e₂-a;{'MAR.TU[westerner]'}
lu₂-gi-na;{'dumu[child]', 'šabra[administrator]', 'kuš[official]'}
lu₂-giri₁₇#-zal;{'nar[musician]'}
lu₂-giri₁₇-zal;{'nagada[herdsman]', 'dumu[child]'}
lu₂-gir₂-nun{ki};{'idu[doorkeeper]'}
lu₂-gu-e₂;{'AN'}
lu₂-gu-la;{'nubanda[overseer]', 'dikud[judge]'}
lu₂-gu-la#?;{'GN'}
lu₂-iri;{'dubsar[scribe]'}
lu₂-iri-ki;{'kaguruk[supervisor]'}
lu₂-kar-zi-da;{'dubsar[scribe]'}
lu₂-ma-nu-um;{'MAR.TU[westerner]'}
lu₂-ma₂-gan;{'AN'}
lu₂-ma₂-gan-na;{'lu[person]'}
lu₂-ma₂-gur₈-re;{'sukkal[secretary]'}
lu₂-me-lam₂;{'nagada[herdsman]', 'PN'}
lu₂-sa₆;{'dubsar[scribe]'}
lu₂-sa₆-[ga];{'šabra[administrator]', 'PN'}
lu₂-sa₆-ga;{'lu[person]', 'dubsar[scribe]', 'unud[cowherd]', 'damgar[merchant]', 'šabra[administrator]', 'PN', 'FN', 'dumu[child]', 'sukkal[secretary]', 'muhaldim[cook]'}
lu₂-sa₆-i₃-zu;{'lungak[brewer]', 'FN'}
lu₂-sukkal;{'šagia[cup-bearer]'}
lu₂-sukkal-an-ka;{'malah[sailor]', 'lu[person]'}
lu₂-ti-ti;{'sukkal[secretary]'}
lu₂-unu{ki};{'lu[person]'}
lu₂-uru₁₁;{'ragaba[rider]'}
lu₂-uru₁₁{ki};{'kaguruk[supervisor]', 'dubsar[scribe]', 'unud[cowherd]', 'ragaba[rider]', 'sukkal[secretary]', 'muhaldim[cook]'}
lu₂-u₁₈!-um;{'niga[fattened]'}
lu₂-u₁₈-um;{'u[grass]', 'ŋešdu[breeder]', 'u', 'niga[fattened]'}
lu₂-u₁₈-um];{'niga[fattened]'}
lu₂-u₁₈]-um;{'niga[fattened]'}
lu₂-x;{'AN', 'u'}
lu₂-x-[...];{'dumu[child]'}
lu₂-x-x;{'MAR.TU[westerner]'}
lu₂-zabala₃;{'sipad[shepherd]'}
lu₂-{d}[...];{'mu[year]'}
lu₂-{d}[nanna];{'dubsar[scribe]'}
lu₂-{d}[nanše];{'dubsar[scribe]'}
lu₂-{d}[nin-gir₂]-su;{'kurušda[fattener]'}
lu₂-{d}[x;{'AN'}
lu₂-{d}asar-lu₂-hi;{'šabra[administrator]'}
lu₂-{d}ba-ba₆;{'nagada[herdsman]', 'AN', 'dubsar[scribe]', 'unud[cowherd]', 'dumu[child]', 'za[bead]', 'šutur[unmng]'}
lu₂-{d}da#-mu;{'sukkal[secretary]'}
lu₂-{d}da-mu;{'PN', 'kurušda[fattener]', 'nubanda[overseer]', 'sukkal[secretary]'}
lu₂-{d}da-mu!?;{'sukkal[secretary]'}
lu₂-{d}dumu-zi-da;{'nagada[herdsman]'}
lu₂-{d}eb-gal;{'dikud[judge]'}
lu₂-{d}en-ki;{'dumu[child]', 'sukkal[secretary]'}
lu₂-{d}en-lil₂;{'AN'}
lu₂-{d}en-lil₂-la₂;{'damgar[merchant]', 'lu[person]'}
lu₂-{d}geš-bar-e₃;{'engar[farmer]'}
lu₂-{d}inanna;{'šukud[fisherman]', 'nagada[herdsman]', 'u', 'engar[farmer]', 'kurušda[fattener]', 'dumu[child]', 'sukkal[secretary]', 'muhaldim[cook]'}
lu₂-{d}iškur;{'dubsar[scribe]'}
lu₂-{d}ma-lik;{'gin[firm]'}
lu₂-{d}nanna;{'šabra[administrator]', 'PN', 'dumu[child]', 'dikud[judge]', 'abgal[sage]', 'nubanda[overseer]', 'šakkanak[general]', 'X', 'kugdim[smith]', 'ugula[overseer]', 'u', 'FN', 'nar[musician]', 'kul[collect]', 'azu[doctor]', 'sukkal[secretary]', 'nukirik[gardener]', 'šarrabdu[administrator]', 'dubsar[scribe]', 'GN', 'damgar[merchant]', 'min[two]', 'šuʾi[barber]', 'sipad[shepherd]', 'šagia[cup-bearer]', 'agaʾus[soldier]', 'kuš[official]'}
lu₂-{d}nanna#;{'nubanda[overseer]', 'dikud[judge]', 'šabra[administrator]'}
lu₂-{d}nanna#?;{'nagada[herdsman]'}
lu₂-{d}nanše;{'dubsar[scribe]'}
lu₂-{d}nin#-šubur;{'dubsar[scribe]'}
lu₂-{d}nin-[gir₂-su];{'kurušda[fattener]'}
lu₂-{d}nin-[gir₂]-su;{'kurušda[fattener]'}
lu₂-{d}nin-gir₂-[su;{'kurušda[fattener]'}
lu₂-{d}nin-gir₂-su;{'nagada[herdsman]', 'lu[person]', 'šabra[administrator]', 'PN', 'kurušda[fattener]', 'dumu[child]'}
lu₂-{d}nin-sun₂;{'unud[cowherd]'}
lu₂-{d}nin-šubur;{'santanak[gardener]', 'dubsar[scribe]', 'unud[cowherd]', 'šabra[administrator]', 'PN', 'mu[year]', 'dumu[child]', 'nubanda[overseer]'}
lu₂-{d}nin-šubur-ra;{'en[cvne]'}
lu₂-{d}suen;{'ŋar[place]', 'lu[person]', 'šeš[brother]', 'dubsar[scribe]', 'damgar[merchant]', 'agaʾus[soldier]', 'sukkal[secretary]', 'nubanda[overseer]'}
lu₂-{d}utu;{'dubsar[scribe]', 'šakkanak[general]', 'sipad[shepherd]'}
lu₂-{d}x;{'u'}
lu₂-{d}šara₂;{'lu[person]', 'unud[cowherd]', 'šabra[administrator]', 'mu[year]', 'dumu[child]', 'ensik[ruler]'}
lu₂-{d}šara₂-ka;{'ŋar[place]'}
lu₂-{d}šu-x;{'AN'}
lu₂-{d}šu-{d}suen;{'dumu[child]'}
lu₂-{d}šul-gi;{'FN'}
lu₂-{d}šul-gi-ra;{'FN', 'bisaŋdubak[archivist]'}
lu₂-{geš}gigir?;{'dumu[child]'}
lu₂-ša-lim;{'gardu[soldier]', 'lu[person]', 'dubsar[scribe]', 'PN', 'nubanda[overseer]', 'X', 'ud[sun]'}
lu₂?-[...];{'u'}
lu₂?-dingir-ra;{'PN'}
lu₂]-{d}en-ki;{'sukkal[secretary]'}
lu₂]-ša-lim;{'dubsar[scribe]'}
ma#-ar#-hu#-ni#;{'lu[person]'}
ma#-na-a#?;{'nubanda[overseer]'}
ma-[šu;{'u'}
ma-an-gi;{'nita[male]'}
ma-an-nu-um-i₃-li₂;{'kuš[official]'}
ma-an-za-tum;{'TN'}
ma-ar-hu-ni;{'lu[person]'}
ma-at-gi₄-gi₄;{'galamah[singer]'}
ma-at-i₃-li₂;{'u', 'u[and]', 'mu[year]', 'ragaba[rider]', 'sukkal[secretary]', 'nubanda[overseer]'}
ma-az-gar₃-tum;{'kugsig[gold]'}
ma-aš₂;{'lu[person]'}
ma-di₃-na-ad;{'MAR.TU[westerner]'}
ma-lu-lu;{'mu[year]'}
ma-ma-a;{'lu[person]'}
ma-ma-keš₂;{'egia[bride]'}
ma-na-a;{'nubanda[overseer]'}
ma-na-ma-tum;{'MAR.TU[westerner]'}
ma-ni-il;{'MAR.TU[westerner]'}
ma-nu-ma-nu-um;{'lu[person]'}
ma-num₂#-[ki-{d}]šul-gi;{'dubsar[scribe]'}
ma-num₂#-ki-{d}šul#-gi#;{'šarrabdu[administrator]'}
ma-num₂-ki-{d}šul-gi;{'šarrabdu[administrator]', 'dubsar[scribe]'}
ma-num₂{ki}-{d}šul-gi;{'dubsar[scribe]'}
ma-num₂{um}-ki-{d}šul-<gi>;{'dubsar[scribe]'}
ma-x;{'AN'}
ma-šum;{'šagia[cup-bearer]', 'agaʾus[soldier]', 'ragaba[rider]', 'dubsar[scribe]', 'sukkal[secretary]'}
ma-šum#;{'AN'}
mah-ha-[ni-bi];{'zir[break]'}
mar-da-ba-nu-um;{'MAR.TU[westerner]'}
mar-hu-ni;{'lu[person]'}
mar₂-da;{'PN'}
mar₂-da-mu;{'AN'}
maš-gal;{'niga[fattened]'}
maš-gu-la;{'uddatuš[jester]', 'kuš[official]'}
maš-sa₆-sa₆;{'šagia[cup-bearer]'}
maš-tur;{'šagia[cup-bearer]'}
ma₂-sa₆-sa₆;{'šagia[cup-bearer]'}
me#-{d}ištaran;{'dumumunus[daughter]', 'FN'}
me-eš₁₈-dar;{'dumu[child]'}
me-gu-um;{'ensik[ruler]'}
me-nigar{gar};{'X'}
me-ra-ah-{d}šul-gi;{'dumu[child]'}
me-{d}ištaran;{'dumumunus[daughter]', 'FN', 'ud[sun]'}
me-{d}ištaran!;{'dumumunus[daughter]'}
me-{d}ištaran#;{'eʾud[week]'}
me-{d}ištaran-e;{'X'}
me-{d}ištaran-na;{'kaš[beer]'}
me-{d}nanna?;{'sukkal[secretary]'}
me-{d}šul-gi;{'dumumunus[daughter]'}
me-ša#-[nu-nu?];{'X'}
mi-da-a;{'lu[person]'}
mi-da-nu-um;{'MAR.TU[westerner]'}
mi-gir-{d}nin-lil₂-tum;{'egia[bride]'}
mi-id-gur₈;{'kuš[official]'}
mi-ki-a;{'FN'}
mu-da-nu-um;{'MAR.TU[westerner]'}
mu-ra-u₂-e;{'sukkal[secretary]'}
mu-ri-na-ba;{'ŋiri[foot]'}
mu-ru-wa;{'sukkal[secretary]'}
mu-ur₂-ti-ga-ba;{'nubanda[overseer]'}
mu-x-x;{'PN'}
mu-ša;{'sig[clear]'}
mu-šu?-hur-da;{'lu[person]'}
mun-gazi;{'numun[seed]'}
muš-da-nu-um;{'MAR.TU[westerner]'}
muš-lah₅;{'DN'}
mu₆-ha-a;{'nubanda[overseer]'}
na#-lu₅;{'PN'}
na#-sa₆;{'PN'}
na#-x;{'AN'}
na-[...;{'PN'}
na-[...];{'lu[person]'}
na-[ba]-sa₆;{'kurušda[fattener]'}
na-[lu₅;{'PN'}
na-[sa₆;{'PN'}
na-[x-...];{'X'}
na-a-na;{'FN'}
na-ab-<la>-nu-um;{'MAR.TU[westerner]'}
na-ab-[la-nu]-um#;{'MAR.TU[westerner]'}
na-ab-[la-num₂];{'MAR.TU[westerner]'}
na-ab-la-num₂;{'MAR.TU[westerner]'}
na-ab-la-zum;{'nubanda[overseer]'}
na-ab-ša-nu-um;{'lu[person]'}
na-ah-ba-tum;{'X', 'šub[fall]', 'gag[nail]'}
na-ak-da-ma-ri;{'lu[person]'}
na-ap#-[la-nu]-um;{'MAR.TU[westerner]'}
na-ap-la!(NA)-nu-um;{'MAR.TU[westerner]'}
na-ap-la-[num₂];{'MAR.TU[westerner]'}
na-ap-la-nu-um;{'MAR.TU[westerner]'}
na-ap-la-num₂;{'MAR.TU[westerner]', 'šag[heart]', 'u'}
na-ap-la-num₂#;{'PN'}
na-ap-la-num₂?;{'MAR.TU[westerner]'}
na-ap-la]-num₂;{'PN'}
na-ap-li₂-is-e₂-a;{'nar[musician]'}
na-ap-li₂-is?;{'malah[sailor]'}
na-bi-{d}suen;{'dumu[child]'}
na-bi₂-a;{'nubanda[overseer]'}
na-bi₂-um;{'FN'}
na-bi₂-{d}suen;{'maššugidgid[diviner]', 'nubanda[overseer]', 'lu[person]', 'u', 'sukkal[secretary]'}
na-bi₂-{d}suen#;{'nubanda[overseer]'}
na-du-be-li₂;{'MAR.TU[westerner]', 'ensik[ruler]'}
na-ga;{'nar[musician]'}
