p_index,people_involved
103993,"[(('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 8), (('na-ra-am-i₃-li₂', 'None'), ""['representative']"", 12), (('ARAD₂-mu', 'None'), ""['representative']"", 63), (('ur-mes', 'šabra[administrator]'), ""['new owner']"", 0), (('na-sa₆', 'PN'), ""['source']"", 23), (('ša₃-kal-la', 'None'), ""['new owner']"", 1)]"
127615,"[(('ab-ba-sa₆-ga', 'None'), ""['recipient']"", 1745), (('a-bu-bu', 'None'), ""['intermediary']"", 3), (('{d}nanna-lu₂-du₁₀', 'None'), ""['intermediary']"", 1), (('{d}nanna-lu₂-du₁₀', 'None'), ""['intermediary']"", 2), (('{d}šul-gi-ra', 'None'), ""['new owner']"", 8)]"
332036,"[(('a-hu-we-er', 'None'), ""['recipient']"", 306), (('ur-{d}ku₃-nun-na', 'None'), ""['recipient']"", 5), (('be-li₂-a-zu', 'None'), ""['recipient']"", 54), (('du-u₂-du', 'None'), ""['recipient']"", 32), (('na-lu₅', 'None'), ""['recipient']"", 1005)]"
129510,"[(('nu-ur₂-i₃-li₂', 'None'), ""['intermediary']"", 11), (('ur-mes', 'None'), ""['intermediary']"", 148), (('nu-ur₂-i₃-li₂', 'GN'), ""['intermediary']"", 0), (('lugal-he₂-gal₂', 'None'), ""['intermediary']"", 9), (('ur-{d}ba-ba₆', 'None'), ""['intermediary']"", 166), (('sa₃-si₂', 'None'), ""['source', 'recipient', 'intermediary']"", 51), (('sa₃-si₂', 'None'), ""['source', 'recipient', 'intermediary']"", 52), (('sa₃-si₂', 'None'), ""['source', 'recipient', 'intermediary']"", 53), (('lu₂-ša-lim', 'None'), ""['intermediary']"", 17), (('u₂-tul₂-ma-ma', 'None'), ""['intermediary']"", 0), (('u₂-tul₂-ma-ma', 'None'), ""['intermediary']"", 1), (('u₂-tul₂-ma-ma', 'None'), ""['intermediary']"", 2), (('na-lu₅', 'None'), ""['source']"", 692), (('šu-i₃-li₂', 'None'), ""['intermediary']"", 23), (('dingir-ba-ni', 'None'), ""['intermediary']"", 20), (('a₂-zi-da', 'None'), ""['intermediary']"", 6), (('a₂-zi-da', 'None'), ""['intermediary']"", 7)]"
142785,"[(('lu₂-giri₁₇-zal', 'None'), ""['intermediary']"", 19), (('lu₂-giri₁₇-zal', 'None'), ""['intermediary']"", 20), (('{d}šul-gi-i₃-li₂', 'None'), ""['recipient']"", 104), (('{d}šul-gi-i₃-li₂', 'None'), ""['recipient']"", 105), (('{d}šul-gi-i₃-li₂', 'None'), ""['recipient']"", 106)]"
129610,"[(('{d}nanna-mu-dah', 'None'), ""['recipient']"", 1), (('{d}nanna-mu-dah', 'None'), ""['recipient']"", 2), (('{d}nanna-mu-dah', 'None'), ""['recipient']"", 3), (('{d}nanna-mu-dah', 'None'), ""['recipient']"", 4), (('{d}šul-gi-mi-šar', 'None'), ""['recipient']"", 15), (('{d}šul-gi-mi-šar', 'None'), ""['recipient']"", 16), (('{d}šul-gi-mi-šar', 'None'), ""['recipient']"", 17), (('{d}šul-gi-mi-šar', 'None'), ""['recipient']"", 18), (('{d}šul-gi-mi-šar', 'None'), ""['recipient']"", 19)]"
115914,"[(('ur-{d}šara₂', 'šagia[cup-bearer]'), ""['representative']"", 1), (('uš-mu', 'dubsar[scribe]'), ""['intermediary']"", 0), (('a-na-ti', 'sukkal[secretary]'), ""['representative']"", 0), (('a-na-ti', 'sukkal[secretary]'), ""['representative']"", 1), (('en-um-{d}iškur', 'None'), ""['representative']"", 1), (('en-um-{d}iškur', 'None'), ""['representative']"", 2)]"
131595,"[(('ur-mes', 'None'), ""['intermediary']"", 154), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 376), (('igi-an-še₃', 'None'), ""['intermediary']"", 2), (('a-ha-an-ni-šu', 'None'), ""['recipient']"", 2), (('šu-i₃-li₂', 'lu[person]'), ""['source']"", 1), (('šu-i₃-li₂', 'None'), ""['source']"", 27)]"
105833,"[(('šeš-da-da', 'FN'), ""['new owner']"", 2), (('ur-tilla₅', 'None'), ""['new owner']"", 0), (('ARAD₂-mu', 'None'), ""['representative']"", 100), (('en-ur₂-ku₃-ge', 'None'), ""['new owner']"", 1), (('ad-da-tur', 'None'), ""['new owner']"", 1), (('na-sa₆', 'PN'), ""['source']"", 29), (('i-ri-ib', 'None'), ""['new owner']"", 1), (('a-hu-du₁₀', 'None'), ""['new owner']"", 0)]"
134773,"[(('lu₂-{d}ba-ba₆', 'None'), ""['recipient', 'intermediary']"", 17), (('ri-im-dingir', 'None'), ""['source']"", 1), (('iš-me-dingir', 'None'), ""['source', 'recipient']"", 6), (('iš-me-dingir', 'None'), ""['source', 'recipient']"", 7), (('sa₃-si₂', 'None'), ""['source']"", 57), (('sa₃-si₂', 'None'), ""['source']"", 58)]"
117210,"[(('ur-{d}ba-ba₆', 'None'), ""['source']"", 84), (('lu₂-ša-lim', 'None'), ""['intermediary']"", 8), (('ku₃-{d}nanna', 'None'), ""['source']"", 4), (('ARAD₂-{d}nanna', 'None'), ""['intermediary']"", 2), (('dingir-ba-ni', 'None'), ""['intermediary']"", 5)]"
102127,"[(('giri₃-ni-i₃-sa₆', 'None'), ""['new owner']"", 1), (('i-šar-ra-ma-aš', 'None'), ""['new owner']"", 0), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 2), (('te-te', 'None'), ""['new owner']"", 0), (('na-sa₆', 'PN'), ""['source']"", 7), (('ša₃-kal-la', 'None'), ""['new owner']"", 0)]"
106309,"[(('er₃-ra-na-da', 'None'), ""['representative']"", 2), (('kur-giri₃-ni-še₃', 'None'), ""['representative']"", 0), (('lu₂-dingir-ra', 'None'), ""['source']"", 119), (('ad-da-mu', 'šagia[cup-bearer]'), ""['intermediary']"", 0), (('ARAD₂-mu', 'None'), ""['representative']"", 115)]"
303361,"[(('ur-mes', 'None'), ""['intermediary']"", 203), (('uš-mu', 'None'), ""['recipient']"", 12), (('ur-{d}nanše', 'None'), ""['recipient']"", 32), (('ur-{d}nanše', 'None'), ""['recipient']"", 33), (('ur-nig₂', 'None'), ""['recipient']"", 42), (('a-a-dingir', 'None'), ""['intermediary']"", 41), (('a-al-la-mu', 'None'), ""['recipient']"", 18), (('e₂-ki-bi', 'None'), ""['intermediary']"", 1)]"
108706,"[(('ur-mes', 'None'), ""['recipient']"", 72), (('ur-mes', 'None'), ""['recipient']"", 73), (('ur-mes', 'None'), ""['recipient']"", 74), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 767), (('ab#-ba-sa₆-ga', 'None'), ""['source']"", 0)]"
123383,"[(('šu-{d}en-lil₂', 'None'), ""['new owner']"", 2), (('{d}šul-gi-i₃-li₂', 'nubanda[overseer]'), ""['new owner']"", 1), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 104), (('ur-am-ma', 'None'), ""['new owner']"", 1), (('na-sa₆', 'PN'), ""['source']"", 92)]"
106266,"[(('ur-ku₃-nun-na', 'None'), ""['recipient']"", 143), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 144), (('{d}nanna-ku₃-zu', 'None'), ""['intermediary']"", 1), (('a-mur-dingir', 'None'), ""['intermediary']"", 3), (('{d}nanna-ma-ba', 'None'), ""['source']"", 18)]"
134947,"[(('i₃-lal₃-lum', 'None'), ""['source']"", 38), (('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 393), (('lugal-ezem', 'None'), ""['source']"", 32), (('in-ta-e₃-a', 'None'), ""['source']"", 916), (('[ur]-ku₃-nun-na', 'None'), ""['recipient']"", 3), (('en-dingir-mu', 'None'), ""['source']"", 199)]"
102878,"[(('a-hu-we-er', 'None'), ""['recipient']"", 9), (('in-ta-e₃-a', 'None'), ""['source']"", 45), (('a-bi₂-si₂-im-ti', 'None'), ""['new owner']"", 3), (('ib-ni-{d}suen', 'None'), ""['recipient']"", 0), (('ur-{d}nanna', 'None'), ""['recipient']"", 2), (('ku-ba-tum', 'None'), ""['new owner']"", 0)]"
131989,"[(('hu-zi-ri', 'sukkal[secretary]'), ""['intermediary']"", 8), (('ARAD₂-mu', 'None'), ""['representative']"", 524), (('zu-ba-ga', 'PN'), ""['source']"", 15), (('ad-da-kal-la', 'dubsar[scribe]'), ""['intermediary']"", 23), (('{d}en-lil₂-a₂-mah', 'šagia[cup-bearer]'), ""['representative']"", 1)]"
107930,"[(('a-hu-we-er', 'PN'), ""['source']"", 6), (('ha-ni', 'sukkal[secretary]'), ""['intermediary']"", 3), (('{d}nanna-kam', 'sukkal[secretary]'), ""['representative']"", 6), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 15), (('ur-{d}lugal-banda₃{da}', 'dubsar[scribe]'), ""['intermediary']"", 4)]"
104487,"[(('ur-{d}ba-ba₆', 'None'), ""['source']"", 38), (('ur-{d}ba-ba₆', 'None'), ""['source']"", 39), (('ur-{d}ba-ba₆', 'dumu[child]'), ""['source']"", 3), (('lu₂-{d}geš-bar-e₃', 'None'), ""['recipient']"", 1), (('lu₂-{d}geš-bar-e₃', 'None'), ""['recipient']"", 2)]"
124342,"[(('ab-ba-sa₆-ga', 'None'), ""['intermediary']"", 1340), (('{d}en-lil₂-la₂', 'None'), ""['recipient']"", 102), (('lugal-me-lam₂', 'None'), ""['intermediary']"", 19), (('lugal-he₂-gal₂', 'None'), ""['intermediary']"", 4), (('lugal-engar', 'None'), ""['intermediary']"", 0)]"
123978,"[(('lu₂-dingir-ra', 'None'), ""['recipient']"", 374), (('in-ta-e₃-a', 'None'), ""['recipient']"", 481), (('u₂-ta₂-mi-šar-ra-am', 'None'), ""['recipient']"", 94), (('na-lu₅', 'None'), ""['recipient']"", 516), (('{d}šul-gi-a-a-mu', 'None'), ""['recipient']"", 183), (('tu-ra-am-{d}da-gan', 'None'), ""['recipient']"", 24), (('šu-er₃-ra', 'None'), ""['recipient']"", 33)]"
144303,"[(('ur-mes', 'None'), ""['intermediary']"", 179), (('an-ne₂-ba-ab-du₇', 'None'), ""['intermediary']"", 2), (('{d}suen-ba-ni', 'None'), ""['intermediary']"", 3), (('lugal-ša₃-la₂', 'None'), ""['intermediary']"", 8), (('na-silim', 'None'), ""['intermediary']"", 6), (('a-ab-ba-mu', 'None'), ""['intermediary']"", 1), (('da-ak-ma-keš₂-še₃', 'None'), ""['intermediary']"", 1), (('lugal-bad₃-iri-na', 'None'), ""['intermediary']"", 1), (('lugal-bad₃-iri-na', 'None'), ""['intermediary']"", 2), (('šeš-kal-la', 'None'), ""['intermediary']"", 28)]"
114331,"[(('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 56), (('ARAD₂-mu', 'None'), ""['representative']"", 213), (('{d}šul-gi-a-a-mu', 'PN'), ""['source']"", 6), (('bu₃-ša-am', 'sukkal[secretary]'), ""['intermediary']"", 1), (('{d}šul-gi-iri-mu', 'ragaba[rider]'), ""['intermediary']"", 1)]"
102693,"[(('lu₂-{d}utu', 'None'), ""['recipient']"", 3), (('lu₂-{d}utu', 'None'), ""['recipient']"", 4), (('lu₂-{d}utu', 'None'), ""['recipient']"", 5), (('na-sa₆', 'None'), ""['intermediary']"", 18), (('ur-tur', 'None'), ""['source']"", 0), (('ur-tur', 'None'), ""['source']"", 1)]"
320497,"[(('ARAD₂-mu#', 'None'), ""['representative']"", 3), (('ARAD₂-mu', 'None'), ""['representative']"", 690), (('ARAD₂-mu', 'None'), ""['representative']"", 691), (('ARAD₂-mu', 'None'), ""['representative']"", 692), (('ARAD₂-mu', 'None'), ""['representative']"", 693), (('ARAD₂-mu', 'None'), ""['representative']"", 694), (('ARAD₂-mu', 'None'), ""['representative']"", 695), (('ARAD₂-mu', 'None'), ""['representative']"", 696), (('ARAD₂-mu', 'None'), ""['representative']"", 697), (('ARAD₂-mu', 'None'), ""['representative']"", 698), (('ARAD₂-mu', 'None'), ""['representative']"", 699), (('ARAD₂#-mu', 'None'), ""['representative']"", 9), (('šu-e₂-a', 'sukkal[secretary]'), ""['representative']"", 12)]"
211980,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2770), (('hu-bi₂-dam', 'None'), ""['intermediary']"", 4), (('lu₂-{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 4), (('a₂-na-na', 'None'), ""['intermediary']"", 23), (('šu-er₃-ra', 'None'), ""['recipient']"", 92), (('šeš-kal-la', 'None'), ""['intermediary']"", 34)]"
107420,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 695), (('nu-ur₂-{d}suen', 'None'), ""['recipient']"", 48), (('ba-na-ha', 'None'), ""['intermediary']"", 0), (('ba-na-ha', 'None'), ""['intermediary']"", 1), (('ba-na-ha', 'None'), ""['intermediary']"", 2), (('a-bi₂-e₂', 'None'), ""['intermediary']"", 1), (('a-bi₂-e₂', 'None'), ""['intermediary']"", 2), (('e-la-ak-nu-id', 'None'), ""['intermediary']"", 3), (('e-la-ak-nu-id', 'None'), ""['intermediary']"", 4), (('a-za-ak-za-gazₓ(KUM)', 'None'), ""['intermediary']"", 0), (('a-za-ak-za-gazₓ(KUM)', 'None'), ""['intermediary']"", 1), (('i-ri-ib', 'None'), ""['intermediary']"", 2)]"
106358,"[(('a-hu-we-er', 'PN'), ""['source']"", 3), (('ARAD₂-mu', 'None'), ""['representative']"", 120), (('ha-ni', 'sukkal[secretary]'), ""['intermediary']"", 1), (('{d}nanna-kam', 'sukkal[secretary]'), ""['representative']"", 4), (('ur-{d}lugal-banda₃{da}', 'dubsar[scribe]'), ""['intermediary']"", 2)]"
124361,"[(('ku-un-da-a', 'None'), ""['intermediary']"", 0), (('ur-mes', 'None'), ""['intermediary']"", 101), (('šu-{d}nin-šubur', 'None'), ""['intermediary']"", 9), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 1341), (('ur-{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 22), (('lugal-dumu-gi₇', 'None'), ""['intermediary']"", 1), (('sa₆-ga', 'None'), ""['intermediary']"", 1), (('er₃-re-šum', 'None'), ""['intermediary']"", 3), (('ur-x', 'None'), ""['intermediary']"", 1), (('a₂-bi₂-li₂-a', 'None'), ""['intermediary']"", 74), (('i-bi₂', 'None'), ""['intermediary']"", 2), (('lu₂-{d}dumu-zi-da', 'None'), ""['intermediary']"", 4), (('ab-ba-a', 'None'), ""['intermediary']"", 3), (('lu₂-me-lam₂', 'None'), ""['intermediary']"", 3), (('šu-er₃-ra', 'None'), ""['recipient']"", 41), (('na-ba-sa₆', 'None'), ""['intermediary']"", 1), (('an-dingir-su', 'None'), ""['intermediary']"", 2), (('lu₅-zi', 'None'), ""['intermediary']"", 0), (('ur-{d}dumu-zi-da', 'None'), ""['intermediary']"", 12), (('en-um-i₃-li₂', 'None'), ""['intermediary']"", 7)]"
123295,"[(('hu-ba-a', 'None'), ""['new owner']"", 2), (('šeš-da-da', 'FN'), ""['new owner']"", 37), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 103), (('šu-ru-uš-ki-in', 'None'), ""['new owner']"", 0), (('lu₂-sun₂-zi-da', 'None'), ""['new owner']"", 0), (('na-sa₆', 'PN'), ""['source']"", 89), (('a-mur-e₂-a', 'None'), ""['new owner']"", 1), (('ša₃-ga-na-kum', 'None'), ""['new owner']"", 1)]"
109324,"[(('ur-uš-gid₂-da', 'dubsar[scribe]'), ""['intermediary']"", 1), (('ba-za-za', 'sukkal[secretary]'), ""['intermediary']"", 3), (('kal-la', 'sukkal[secretary]'), ""['intermediary']"", 0), (('[a]-hu#-we-er', 'None'), ""['source']"", 0), (('ARAD₂#-mu#', 'None'), ""['representative']"", 0)]"
123244,"[(('ur-nigar{gar}', 'None'), ""['new owner']"", 337), (('šeš-kal-la', 'udul[herdsman]'), ""['new owner']"", 0), (('šeš-da-da', 'FN'), ""['new owner']"", 34), (('lugal-me-lam₂', 'None'), ""['new owner']"", 17), (('lu₂-sa₆-ga', 'None'), ""['new owner']"", 35)]"
135064,"[(('kal-{d}šul-gi', 'None'), ""['recipient']"", 4), (('iq-bi₂-dingir', 'None'), ""['new owner']"", 1), (('lu₂-sa₆-ga', 'šabra[administrator]'), ""['new owner']"", 1), (('na-sa₆', 'PN'), ""['source']"", 157), (('e₂-a-i₃-li₂', 'None'), ""['representative']"", 55), (('e₂-a-i₃-li₂', 'None'), ""['representative']"", 56)]"
202530,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2340), (('ur-{d}šul-pa-e₃', 'muhaldim[cook]'), ""['representative']"", 10), (('be-li₂-i₃-li₂', 'None'), ""['representative']"", 49), (('dingir-dan', 'sukkal[secretary]'), ""['representative']"", 39), (('ARAD₂-mu', 'None'), ""['representative']"", 659), (('dingir-dan', 'None'), ""['representative']"", 8), (('ta₂-hi-iš-a-tal', 'None'), ""['representative']"", 60), (('da-a-a-ti', 'dubsar[scribe]'), ""['intermediary']"", 15), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 43)]"
134677,"[(('nu-ur₂-{d}suen', 'dubsar[scribe]'), ""['intermediary']"", 147), (('ur-{d}amar-{d}suen', 'sukkal[secretary]'), ""['representative']"", 4), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 56), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 173), (('{d}šul-gi-iri-mu', 'None'), ""['recipient']"", 645), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 33)]"
135084,"[(('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 53), (('ARAD₂-mu', 'None'), ""['representative']"", 561), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 35), (('lugal-inim-gi-na', 'sukkal[secretary]'), ""['intermediary']"", 28), (('na-lu₅', 'PN'), ""['source']"", 35)]"
113325,"[(('šu-{d}nin-šubur', 'None'), ""['intermediary']"", 2), (('ab-ba-sa₆-ga', 'None'), ""['intermediary']"", 884), (('ur-sa₆-ga', 'dubsar[scribe]'), ""['intermediary']"", 2), (('ur-{d}suen', 'None'), ""['intermediary']"", 15), (('a-ab-ba-bi', 'None'), ""['intermediary']"", 1), (('a-ab-ba-bi', 'None'), ""['intermediary']"", 2)]"
130537,"[(('lu₂-dingir-ra', 'None'), ""['intermediary']"", 501), (('a-da-lal₃', 'ragaba[rider]'), ""['new owner']"", 2), (('ARAD₂-mu', 'None'), ""['representative']"", 508), (('a-hu-ni', 'None'), ""['intermediary']"", 161), (('na-sa₆', 'PN'), ""['source']"", 139)]"
135026,"[(('šu-{d}en-lil₂', 'None'), ""['new owner']"", 6), (('{d}en-lil₂-la₂', 'kurušda[fattener]'), ""['new owner']"", 2), (('lugal-a₂-zi-da', 'None'), ""['new owner']"", 4), (('ARAD₂-mu', 'None'), ""['representative']"", 544), (('a-a-kal-la', 'None'), ""['representative']"", 119)]"
131110,"[(('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 122), (('ur-tilla₅', 'FN'), ""['new owner']"", 3), (('ARAD₂-mu', 'None'), ""['representative']"", 515), (('a-a-kal-la', 'None'), ""['representative']"", 113), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 163), (('ze₂-na-na', 'None'), ""['new owner']"", 3), (('šu-{d}suen', 'dikud[judge]'), ""['new owner']"", 0)]"
142868,"[(('i-din-e₂-a', 'None'), ""['source']"", 1), (('i-din-e₂-a', 'None'), ""['source']"", 2), (('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 428), (('šu-da-da', 'None'), ""['source']"", 16), (('šu-i₃-li₂', 'None'), ""['source']"", 32), (('{d}nisaba-an-dul₃', 'None'), ""['source']"", 6)]"
124006,"[(('i₃-lal₃-lum', 'None'), ""['representative']"", 20), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 1273), (('{d}utu-du₁₀', 'None'), ""['representative']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 303), (('tu-ra-am-{d}da-gan', 'None'), ""['representative']"", 25)]"
123973,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 1243), (('{d}utu-du₁₀', 'ragaba[rider]'), ""['representative']"", 1), (('a-a-kal-la', 'None'), ""['representative']"", 72), (('ur-mes', 'ensik[ruler]'), ""['new owner']"", 2), (('u₂-ta₂-mi-šar-ra-am', 'None'), ""['representative']"", 93), (('šu-ru-uš-ki-in', 'None'), ""['new owner']"", 1)]"
212036,"[(('ARAD₂-mu', 'None'), ""['representative']"", 790), (('ur-me-me', 'šarrabdu[administrator]'), ""['intermediary']"", 5), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 29), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 30), (('ur-sa₆-ga', 'lu[person]'), ""['representative']"", 2)]"
274585,"[(('i₃-lal₃-lum', 'None'), ""['recipient']"", 52), (('šu-i₃-li₂', 'sukkal[secretary]'), ""['intermediary']"", 0), (('la-la-mu', 'sukkal[secretary]'), ""['intermediary']"", 10), (('{d}šul-gi-iri-mu', 'None'), ""['intermediary']"", 742), (('šu-i₃-li₂', 'None'), ""['intermediary']"", 35), (('du-uk-ra', 'None'), ""['recipient']"", 6), (('ARAD₂#-mu#', 'None'), ""['representative']"", 2)]"
202529,"[(('lu₂-{d}utu', 'None'), ""['source']"", 33), (('lu₂-{d}utu', 'None'), ""['source']"", 34), (('ur-{d}ba-ba₆', 'sipad[shepherd]'), ""['intermediary']"", 2), (('ur-{d}ba-ba₆', 'sipad[shepherd]'), ""['intermediary']"", 3), (('i₃-li₂', 'None'), ""['source']"", 4), (('lu₂-dingir-ra', 'None'), ""['source']"", 640), (('ka₅-a-mu', 'None'), ""['source']"", 31), (('ur-{d}ig-alim', 'None'), ""['intermediary']"", 20), (('a-ha-an-ni-šu', 'None'), ""['intermediary']"", 3), (('a-ha-an-ni-šu', 'None'), ""['intermediary']"", 4), (('ur-{d}ba-ba₆', 'None'), ""['intermediary']"", 208), (('ur-{d}ba-ba₆', 'None'), ""['intermediary']"", 209), (('sa₃-si₂', 'None'), ""['source', 'intermediary']"", 69), (('sa₃-si₂', 'None'), ""['source', 'intermediary']"", 70), (('sa₃-si₂', 'None'), ""['source', 'intermediary']"", 71), (('ib-ni-dingir', 'None'), ""['source']"", 6), (('ur-{d}ba-ba₆', 'dumu[child]'), ""['intermediary']"", 17), (('šu-{d}iškur', 'None'), ""['intermediary']"", 10), (('igi-dingir-še₃', 'None'), ""['intermediary']"", 0), (('nu-ur₂-zu', 'None'), ""['source']"", 2), (('a-ha-ni-šu', 'None'), ""['intermediary']"", 19)]"
112569,"[(('ur-ku₃-nun-na', 'None'), ""['source']"", 174), (('ARAD₂-mu', 'None'), ""['representative']"", 198), (('ARAD₂-mu', 'None'), ""['representative']"", 199), (('ARAD₂-mu', 'None'), ""['representative']"", 200), (('ARAD₂-mu', 'None'), ""['representative']"", 201), (('ARAD₂-mu', 'None'), ""['representative']"", 202), (('ARAD₂-mu', 'None'), ""['representative']"", 203), (('ARAD₂#-mu', 'None'), ""['representative']"", 3), (('nu-ur₂-{d}suen#', 'dubsar[scribe]'), ""['intermediary']"", 1)]"
131606,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 1914), (('ur-nigar{gar}', 'kuš[official]'), ""['intermediary']"", 1), (('ip-hur', 'kuš[official]'), ""['intermediary']"", 1), (('inim-{d}inanna', 'kuš[official]'), ""['intermediary']"", 1), (('be-li₂-a-zu', 'None'), ""['recipient']"", 44)]"
107592,"[(('ba-mu', 'None'), ""['representative']"", 9), (('ur-nigar{gar}', 'kaguruk[supervisor]'), ""['new owner']"", 0), (('ARAD₂-u₃', 'None'), ""['new owner']"", 1), (('šeš-da-da', 'FN'), ""['new owner']"", 5), (('lugal-a₂-zi-da', 'FN'), ""['new owner']"", 0), (('wa-ta₂-ru-um', 'FN'), ""['new owner']"", 8)]"
131094,"[(('ab-ba-sa₆-ga', 'None'), ""['intermediary']"", 1901), (('{d}nanše-kam', 'None'), ""['intermediary']"", 16), (('{d}nanše-kam', 'None'), ""['intermediary']"", 17), (('ka₅-a-mu', 'None'), ""['source']"", 23), (('ba-er', 'None'), ""['intermediary']"", 3), (('a-la-mu', 'None'), ""['intermediary']"", 9)]"
134236,"[(('ur-mes', 'None'), ""['source', 'recipient']"", 157), (('ur-mes', 'None'), ""['source', 'recipient']"", 158), (('ba-a-ga', 'None'), ""['source']"", 1), (('lugal-ezem', 'None'), ""['intermediary']"", 30), (('lugal-ezem', 'None'), ""['intermediary']"", 31), (('ka₅-a-mu', 'None'), ""['recipient']"", 25), (('šu-{d}nisaba', 'None'), ""['intermediary']"", 5), (('šu-{d}nisaba', 'None'), ""['intermediary']"", 6), (('in-ta-e₃-a', 'None'), ""['source']"", 879), (('nu-ur₂-{d}suen', 'None'), ""['recipient']"", 111), (('kur-bi-la-ak', 'None'), ""['recipient']"", 16), (('a-a-dingir', 'None'), ""['recipient']"", 36), (('na-lu₅', 'None'), ""['source']"", 748), (('er₃-ra-ba-ni', 'None'), ""['intermediary']"", 11)]"
131608,"[(('lu₂-dingir-ra', 'None'), ""['intermediary']"", 507), (('ka₅-a-mu', 'None'), ""['recipient']"", 24), (('in-ta-e₃-a', 'None'), ""['intermediary']"", 834), (('in-ta-e₃-a', 'None'), ""['intermediary']"", 835), (('lugal-gub-ba-ni', 'None'), ""['intermediary']"", 0), (('lugal-gub-ba-ni', 'None'), ""['intermediary']"", 1)]"
101694,"[(('eb-ku-ša', 'None'), ""['source']"", 0), (('šu-{d}utu', 'None'), ""['source']"", 0), (('{d}iškur-illat', 'None'), ""['source']"", 0), (('lu₂-giri₁₇-zal', 'None'), ""['source']"", 0), (('šu-ab-ba', 'None'), ""['source']"", 0), (('la-gi-ip', 'None'), ""['source']"", 0), (('dingir-ra-bi₂', 'None'), ""['source']"", 0), (('lu₂-{d}inanna', 'None'), ""['source']"", 0), (('da-da', 'None'), ""['source']"", 0), (('za-a-num₂', 'None'), ""['source']"", 0), (('e-la-ak-nu-id', 'None'), ""['source']"", 1), (('maš-gu-la', 'None'), ""['source']"", 0), (('en-um-{d}iškur', 'None'), ""['source']"", 0), (('dingir-ba-ni', 'None'), ""['source']"", 0), (('ur-e₂-an-na', 'None'), ""['source']"", 0), (('ur-{d}lamma', 'None'), ""['source']"", 0), (('ur-{d}lamma', 'None'), ""['source']"", 1), (('šu-u₃-a', 'None'), ""['source']"", 0), (('šu-u₃-a', 'None'), ""['source']"", 1)]"
111934,"[(('a-hu-we-er', 'None'), ""['recipient']"", 101), (('giri₃-ni-i₃-sa₆', 'None'), ""['recipient']"", 3), (('lugal-amar-ku₃#', 'None'), ""['recipient']"", 0), (('be-li₂-i₃-li₂', 'None'), ""['recipient']"", 23), (('{d}utu-ba-ni', 'ensik[ruler]'), ""['recipient']"", 1), (('lu₂-dingir-ra', 'None'), ""['recipient']"", 232), (('lugal-me-lam₂', 'None'), ""['source']"", 10), (('ur-{d}suen', 'None'), ""['recipient']"", 14), (('ur-{d}nin-kur-ra', 'ensik[ruler]'), ""['recipient']"", 1), (('ib-ni-{d}suen', 'None'), ""['recipient']"", 4), (('ur-{d}nanna', 'None'), ""['recipient']"", 5)]"
100329,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 7), (('nu-ur₂-{d}suen', 'None'), ""['recipient']"", 1), (('a-bi₂-e₂', 'None'), ""['intermediary']"", 0), (('e-la-ak-nu-id', 'None'), ""['intermediary']"", 0), (('i-ri-ib', 'None'), ""['intermediary']"", 0)]"
469955,"[(('eš₁₈-dar-il-šu', 'None'), ""['new owner']"", 3), (('i-di₃-{d}suen', 'None'), ""['new owner']"", 5), (('da-a-a-ni', 'None'), ""['representative']"", 22), (('lu₂-sun₂-zi-da', 'None'), ""['new owner']"", 2), (('šar-ru-um-i₃-li₂', 'None'), ""['new owner']"", 8)]"
