p_index,people_involved
125712,"[(('ur-mes', 'None'), ""['recipient']"", 116), (('ur-mes', 'None'), ""['recipient']"", 117), (('ur-{d}nanše', 'None'), ""['source', 'intermediary']"", 18), (('ur-{d}nanše', 'None'), ""['source', 'intermediary']"", 19), (('ur-{d}ba-ba₆', 'None'), ""['intermediary']"", 137), (('a-ha-ni-šu', 'None'), ""['intermediary']"", 11)]"
103211,"[(('ur-ku₃-nun-na', 'None'), ""['recipient', 'intermediary']"", 26), (('ur-ku₃-nun-na', 'None'), ""['recipient', 'intermediary']"", 27), (('ha-ba-mu', 'None'), ""['intermediary']"", 0), (('ur-{d}ba-ba₆', 'None'), ""['source']"", 14), (('ur-{d}ba-ba₆', 'dumu[child]'), ""['source']"", 0), (('na-sa₆', 'PN'), ""['source']"", 17)]"
122164,"[(('šu-{d}utu', 'None'), ""['source']"", 1), (('ur-{d}šara₂', 'None'), ""['source']"", 1), (('ur-{d}nin-da', 'None'), ""['source']"", 1), (('dingir-ra-bi₂', 'None'), ""['source']"", 2), (('lugal-he₂-gal₂', 'None'), ""['source']"", 2), (('ur-{d}ba-ba₆', 'None'), ""['source']"", 100), (('ur-{d}gilgamesₓ(|BIL₃.GA.MES|)', 'None'), ""['source']"", 1), (('dingir-dan', 'None'), ""['source']"", 2), (('giri₃-ni', 'None'), ""['source']"", 0), (('lugal-im-ru-a', 'None'), ""['source']"", 0), (('lugal-im-ru-a', 'None'), ""['source']"", 1), (('{d}nanna-i₃-sa₆', 'None'), ""['source']"", 3), (('{d}nanna-i₃-sa₆', 'None'), ""['source']"", 4), (('a₂-na-na', 'None'), ""['recipient']"", 2), (('šeš-kal-la', 'None'), ""['source']"", 11), (('ur-{d}nanna', 'None'), ""['source']"", 9), (('{d}inanna-ur-sag', 'None'), ""['source']"", 0)]"
330639,"[(('u₂-la-i₃-li₂-iš', 'None'), ""['representative']"", 9), (('kas₃-pu-ša', 'šagia[cup-bearer]'), ""['representative']"", 11), (('lu₂-{d}nin-šubur', 'dubsar[scribe]'), ""['intermediary']"", 15), (('{d}nin-lil₂-ama-mu', 'None'), ""['representative']"", 11), (('a-ba-{d}en-lil₂-gin₇', 'PN'), ""['source']"", 13), (('a-hu-ni', 'šagia[cup-bearer]'), ""['representative']"", 28)]"
131086,"[(('nu-ur₂-{d}suen', 'dubsar[scribe]'), ""['intermediary']"", 146), (('ur-{d}šul-pa-e₃', 'muhaldim[cook]'), ""['representative']"", 6), (('ARAD₂-mu', 'None'), ""['representative']"", 513), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 160), (('a-a-kal-la', 'muhaldim[cook]'), ""['representative']"", 7)]"
125979,"[(('{d}šu-{d}suen-i₃-pa₂-la-ah-{d}en-lil₂', 'šagia[cup-bearer]'), ""['representative']"", 0), (('{d}šu-{d}suen-i₃-pa₂-la-ah-{d}en-lil₂', 'šagia[cup-bearer]'), ""['representative']"", 1), (('lu₂-{d}nin-šubur', 'dubsar[scribe]'), ""['intermediary']"", 7), (('{d}suen-a-bu-šu', 'šagia[cup-bearer]'), ""['representative']"", 18), (('{d}suen-a-bu-šu', 'šagia[cup-bearer]'), ""['representative']"", 19), (('{d}suen-a-bu-šu', 'šagia[cup-bearer]'), ""['representative']"", 20), (('a-ba-{d}en-lil₂-gin₇', 'PN'), ""['source']"", 8), (('a-hu-ni', 'šagia[cup-bearer]'), ""['representative']"", 15)]"
125941,"[(('ur-mes', 'None'), ""['recipient']"", 123), (('be-li₂-a-zu', 'None'), ""['recipient']"", 30), (('ur-sa₆-ga', 'None'), ""['recipient']"", 26), (('ur-sa₆-ga', 'None'), ""['recipient']"", 27), (('i-din-{d}suen', 'None'), ""['recipient']"", 2)]"
127309,"[(('a-hu-we-er', 'None'), ""['recipient']"", 207), (('tah-ša-tal', 'None'), ""['recipient']"", 37), (('in-ta-e₃-a', 'None'), ""['recipient']"", 739), (('u₂-ta₂-mi-šar-ra-am', 'None'), ""['recipient']"", 139), (('na-lu₅', 'None'), ""['recipient']"", 647), (('šu-ma-ma', 'None'), ""['recipient']"", 69), (('šu-er₃-ra', 'None'), ""['recipient']"", 54), (('{d}šul-gi-ra', 'None'), ""['new owner']"", 7)]"
118469,"[(('kur-giri₃-ni-še₃', 'None'), ""['representative']"", 5), (('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 62), (('lu₂-dingir-ra', 'None'), ""['source']"", 297), (('lugal-i₃-mah', 'šagia[cup-bearer]'), ""['intermediary']"", 0), (('ARAD₂-mu', 'None'), ""['representative']"", 260), (('ku₃-{d}nanna', 'sukkal[secretary]'), ""['intermediary']"", 4)]"
108665,"[(('{d}šul-gi-ma-ti', 'None'), ""['representative']"", 0), (('ARAD₂-mu', 'None'), ""['representative']"", 163), (('ARAD₂-mu', 'None'), ""['representative']"", 164), (('{d}suen-a-bu-šu', 'šagia[cup-bearer]'), ""['representative']"", 9), (('{d}nanna-ma-ba', 'šatam[official]'), ""['intermediary']"", 3), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 8), (('da-a-a', 'None'), ""['representative']"", 0)]"
122213,"[(('šu-{d}nin-šubur', 'None'), ""['new owner']"", 8), (('ur-{d}en-lil₂-la₂', 'None'), ""['new owner']"", 17), (('id-da-a', 'None'), ""['new owner']"", 8), (('ur-nigar{gar}', 'kaguruk[supervisor]'), ""['new owner']"", 7), (('lugal-a₂-zi-da', 'FN'), ""['new owner']"", 1)]"
142094,"[(('šul-mi', 'None'), ""['recipient']"", 0), (('šul-mi', 'None'), ""['recipient']"", 1), (('šul-mi', 'None'), ""['recipient']"", 2), (('ur-{d}ba-ba₆', 'None'), ""['source']"", 190), (('ur-{d}ba-ba₆', 'None'), ""['source']"", 191)]"
145539,"[(('ab-ba-sa₆-ga', 'None'), ""['source', 'intermediary']"", 2298), (('ab-ba-sa₆-ga', 'None'), ""['source', 'intermediary']"", 2299), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 454), (('ka₅-a-mu', 'None'), ""['recipient']"", 30), (('{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 166), (('na-sa₆', 'None'), ""['source', 'recipient']"", 452), (('na-sa₆', 'None'), ""['source', 'recipient']"", 453), (('nig₂-{d}ba-ba₆', 'None'), ""['recipient']"", 4), (('nig₂-{d}ba-ba₆', 'None'), ""['recipient']"", 5), (('si-du₃', 'None'), ""['source']"", 1)]"
124918,"[(('bur-ma-ma', 'None'), ""['new owner']"", 1), (('nin-ha-ma-ti', 'ragaba[rider]'), ""['representative']"", 1), (('ik-šu-dum', 'None'), ""['new owner']"", 1), (('ARAD₂-mu', 'None'), ""['new owner']"", 361), (('a-a-kal-la', 'None'), ""['representative']"", 88), (('wa-ta₂-ru-um', 'None'), ""['new owner']"", 7), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 132)]"
303686,"[(('ur-mes', 'None'), ""['intermediary']"", 204), (('lugal-ezem', 'None'), ""['recipient']"", 41), (('ka₅-a-mu', 'None'), ""['source']"", 38), (('a₂-bi₂-lum-ma', 'None'), ""['intermediary']"", 1), (('a₂-bi₂-lum-ma', 'None'), ""['intermediary']"", 2), (('ur-nig₂', 'None'), ""['intermediary']"", 43), (('in-ta-e₃-a', 'None'), ""['source']"", 1101), (('lu₂-uš-gi-na', 'None'), ""['intermediary']"", 4), (('ur-al-la', 'None'), ""['intermediary']"", 5), (('a-bi₂-si₂-im-ti', 'None'), ""['intermediary']"", 20), (('na-lu₅', 'None'), ""['source']"", 950), (('šu-i₃-li₂', 'None'), ""['recipient']"", 37), (('al-la-mu', 'None'), ""['recipient', 'intermediary']"", 25), (('al-la-mu', 'None'), ""['recipient', 'intermediary']"", 26)]"
118530,"[(('ur-{d}iškur', 'None'), ""['source']"", 10), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 226), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 227), (('lugal-u₂-šim-e', 'None'), ""['source']"", 0), (('lu₂-{d}inanna', 'None'), ""['source']"", 5), (('šu-{d}nisaba', 'None'), ""['source']"", 3), (('šeš-šeš', 'None'), ""['source']"", 2), (('a₂-u₂-u₂', 'None'), ""['source']"", 0), (('nam-ha-ni', 'None'), ""['source']"", 7), (('lu₂-{d}dumu-zi-da', 'None'), ""['source']"", 2), (('lu₂-me-lam₂', 'None'), ""['source']"", 0), (('i-din-er₃-ra', 'None'), ""['source']"", 4)]"
117317,"[(('{d}šul-gi-i₃-li₂', 'None'), ""['source']"", 45), (('{d}šul-gi-i₃-li₂', 'None'), ""['source']"", 46), (('lu₂-{d}da-mu', 'None'), ""['source']"", 3), (('a-ba-{d}en-lil₂-gin₇', 'None'), ""['source']"", 35), (('{d}šul-gi-si-sa₂', 'None'), ""['source']"", 3)]"
211474,"[(('la-la-mu', 'sukkal[secretary]'), ""['intermediary']"", 13), (('ur-{d}šar-ru-gin₇', 'sukkal[secretary]'), ""['intermediary']"", 3), (('ARAD₂-mu', 'None'), ""['representative']"", 777), (('{d}šul-gi-a-a-mu', 'PN'), ""['source']"", 38), (('maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 40)]"
124461,"[(('a-hu-we-er', 'PN'), ""['source']"", 10), (('ur-{d}ha-ia₃', 'sukkal[secretary]'), ""['intermediary']"", 1), (('la-la-mu', 'sukkal[secretary]'), ""['intermediary']"", 6), (('ARAD₂-mu', 'None'), ""['representative']"", 336), (('{d}šul-gi-iri-mu', 'None'), ""['intermediary']"", 425), (('šu-{d}šul-gi', 'sukkal[secretary]'), ""['intermediary']"", 9)]"
218074,"[(('ur-ku₃-nun-na', 'None'), ""['source']"", 541), (('ARAD₂-mu', 'None'), ""['representative']"", 744), (('a-hu-wa-qar', 'None'), ""['intermediary']"", 11), (('a-hu-wa-qar', 'šarrabdu[administrator]'), ""['intermediary']"", 8), (('{d}šul-gi-iri-mu', 'None'), ""['recipient']"", 894)]"
124814,"[(('er₃-ra-na-da', 'None'), ""['representative']"", 11), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 121), (('ARAD₂-mu', 'None'), ""['representative']"", 350), (('na-sa₆', 'PN'), ""['source']"", 117), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 42)]"
122152,"[(('lu₂-{d}nanna', 'šabra[administrator]'), ""['new owner']"", 6), (('šeš-da-da', 'FN'), ""['new owner']"", 28), (('ur-{d}suen', 'None'), ""['new owner']"", 21), (('na-sa₆', 'PN'), ""['source']"", 78), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 27)]"
117266,"[(('zu-ba-ga', 'None'), ""['recipient']"", 33), (('igi-{d}en-lil₂-še₃', 'None'), ""['recipient']"", 23), (('{d}en-lil₂-la₂', 'None'), ""['recipient']"", 85), (('ARAD₂-mu', 'None'), ""['representative']"", 244), (('bu₃-un-du', 'None'), ""['recipient']"", 0), (('na-lu₅', 'None'), ""['recipient']"", 426), (('en-dingir-mu', 'None'), ""['recipient']"", 103), (('a-la-mu', 'None'), ""['recipient']"", 7)]"
125925,"[(('ba-mu', 'None'), ""['intermediary']"", 15), (('ba-mu', 'None'), ""['intermediary']"", 16), (('{d}en-lil₂-la₂', 'None'), ""['recipient']"", 117), (('na-sa₆', 'None'), ""['source']"", 337), (('lugal', 'None'), ""['source']"", 6), (('a₂-na-na', 'None'), ""['source']"", 9)]"
117652,"[(('ba-a-mu', 'None'), ""['recipient']"", 0), (('ba-a-mu', 'None'), ""['recipient']"", 1), (('ba-a-mu', 'None'), ""['recipient']"", 2), (('{d}nanna-i₃-gi', 'None'), ""['source']"", 0), (('{d}nanna-i₃-gi', 'None'), ""['source']"", 1)]"
124889,"[(('bu-u₂-du', 'None'), ""['new owner']"", 0), (('lu₂-{d}nanna', 'šabra[administrator]'), ""['new owner']"", 8), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 123), (('ur-{d}šul-pa-e₃', 'None'), ""['new owner']"", 10), (('na-sa₆', 'PN'), ""['source']"", 120)]"
112420,"[(('kur-giri₃-ni-še₃', 'None'), ""['representative']"", 2), (('lu₂-dingir-ra', 'None'), ""['source', 'representative']"", 247), (('lu₂-dingir-ra', 'None'), ""['source', 'representative']"", 248), (('ARAD₂-mu', 'None'), ""['representative']"", 197), (('lugal-ni-mah', 'šagia[cup-bearer]'), ""['intermediary']"", 0)]"
117237,"[(('in-ta-e₃-a', 'None'), ""['recipient']"", 386), (('in-ta-e₃-a', 'None'), ""['recipient']"", 387), (('ba-ga-tum', 'None'), ""['source']"", 0), (('ba-ga-tum', 'None'), ""['source']"", 1), (('ur-šu-ga-lam-ma', 'None'), ""['recipient']"", 28), (('šu-da-da', 'None'), ""['source']"", 3), (('šu-da-da', 'None'), ""['source']"", 4), (('bu₃-u₂-du', 'None'), ""['source']"", 2), (('bu₃-u₂-du', 'None'), ""['source']"", 3)]"
129498,"[(('ur-mes', 'None'), ""['source']"", 146), (('ur-mes', 'None'), ""['source']"", 147), (('lugal-ezem', 'None'), ""['source']"", 15), (('lugal-ezem', 'None'), ""['source']"", 16), (('a-a-ša', 'None'), ""['source']"", 0), (('a-a-ša', 'None'), ""['source']"", 1), (('a-a-ša', 'None'), ""['source']"", 2), (('a-a-ša', 'None'), ""['source']"", 3), (('a-a-ša', 'None'), ""['source']"", 4)]"
144026,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2241), (('ur-nigar{gar}', 'kuš[official]'), ""['intermediary']"", 3), (('ip-hur', 'kuš[official]'), ""['intermediary']"", 2), (('šu-e₂-a', 'kuš[official]'), ""['intermediary']"", 5), (('a-hu-ni', 'kuš[official]'), ""['intermediary']"", 3), (('šu-er₃-ra', 'None'), ""['recipient']"", 70)]"
108710,"[(('ab-ba-sa₆-ga', 'None'), ""['recipient']"", 769), (('in-ta-e₃-a', 'None'), ""['source']"", 311), (('ur-{d}nin-geš-zi-da', 'None'), ""['source']"", 1), (('ur-{d}ba-ba₆', 'None'), ""['source', 'recipient']"", 61), (('ur-{d}ba-ba₆', 'dumu[child]'), ""['source', 'recipient']"", 6), (('{d}šara₂-kam', 'None'), ""['source']"", 10), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['source', 'recipient']"", 11), (('šu-i₃-li₂', 'None'), ""['intermediary']"", 8), (('šu-i₃-li₂', 'None'), ""['intermediary']"", 9), (('al-la-mu', 'None'), ""['recipient']"", 6)]"
107485,"[(('ur-mes', 'None'), ""['source']"", 69), (('uš-mu', 'None'), ""['intermediary']"", 5), (('zu-ba-ga', 'None'), ""['source']"", 21), (('na-lu₅', 'None'), ""['source']"", 241), (('šu-i₃-li₂', 'None'), ""['source']"", 6)]"
131089,"[(('ab-ba-sa₆-ga', 'None'), ""['recipient']"", 1898), (('bu-u₂-du', 'None'), ""['source']"", 3), (('bu-u₂-du', 'None'), ""['source']"", 4), (('{d}en-lil₂-la₂', 'None'), ""['recipient']"", 131), (('a-a-kal-la', 'None'), ""['recipient']"", 112), (('lu₂-bala-sa₆-ga', 'None'), ""['source']"", 6), (('ur-šu-ga-lam-ma', 'None'), ""['source']"", 55)]"
113944,"[(('lu₂-{d}da-mu', 'None'), ""['intermediary']"", 2), (('ur-{d}[...]', 'None'), ""['intermediary']"", 1), (('hu-zi-ri', 'sukkal[secretary]'), ""['intermediary']"", 3), (('ARAD₂-mu', 'None'), ""['representative']"", 212), (('{d}šul-gi-iri-mu', 'ragaba[rider]'), ""['intermediary']"", 0)]"
101394,"[(('ur-{d}dumu-zi-da', 'sukkal[secretary]'), ""['intermediary']"", 0), (('ad-da-sa₆-ga', 'agaʾus[soldier]'), ""['intermediary']"", 1), (('hu-zi-ri', 'sukkal[secretary]'), ""['intermediary']"", 0), (('ARAD₂-mu', 'None'), ""['representative']"", 10), (('{d}šul-gi-a-a-mu', 'None'), ""['source']"", 6), (('lugal-inim-gi-na', 'sukkal[secretary]'), ""['intermediary']"", 0)]"
117200,"[(('a-hu-we-er', 'None'), ""['source']"", 121), (('lugal-amar-ku₃', 'None'), ""['source']"", 70), (('in-ta-e₃-a', 'None'), ""['source']"", 382), (('lu₂-sa₆-ga', 'None'), ""['source']"", 28), (('lu₂-sa₆-ga', 'None'), ""['source']"", 29), (('sa₃-si₂', 'None'), ""['source']"", 26), (('sa₃-si₂', 'None'), ""['source']"", 27), (('du-u₂-du', 'None'), ""['source']"", 9), (('nu-ur₂-{d}iškur', 'None'), ""['source']"", 23), (('ur-{d}li₉-si₄', 'None'), ""['source']"", 2), (('šu-ad-mu', 'None'), ""['source']"", 2)]"
200532,"[(('ri-mi-dingir', 'ragaba[rider]'), ""['representative']"", 1), (('ri-mi-dingir', 'ragaba[rider]'), ""['representative']"", 2), (('ri-mi-dingir', 'ragaba[rider]'), ""['representative']"", 3), (('lugal-a₂-zi-da', 'None'), ""['representative']"", 6), (('[ARAD₂]-mu', 'None'), ""['representative']"", 13), (('ARAD₂-mu', 'None'), ""['representative']"", 635), (('ARAD₂-mu', 'None'), ""['representative']"", 636), (('ARAD₂-mu', 'None'), ""['representative']"", 637), (('ARAD₂-mu', 'None'), ""['representative']"", 638), (('ARAD₂-mu', 'None'), ""['representative']"", 639), (('ARAD₂-mu', 'None'), ""['representative']"", 640), (('ARAD₂-mu', 'None'), ""['representative']"", 641), (('ARAD₂-mu', 'None'), ""['representative']"", 642), (('ARAD₂-mu', 'None'), ""['representative']"", 643), (('ARAD₂-mu', 'None'), ""['representative']"", 644), (('ARAD₂-mu', 'None'), ""['representative']"", 645), (('ARAD₂-mu', 'None'), ""['representative']"", 646), (('ARAD₂-mu', 'None'), ""['representative']"", 647), (('ARAD₂-mu', 'None'), ""['representative']"", 648), (('ARAD₂-mu', 'None'), ""['representative']"", 649), (('ARAD₂-mu', 'None'), ""['representative']"", 650), (('ba-ba-ti', 'None'), ""['representative']"", 18), (('[ARAD₂-mu', 'None'), ""['representative']"", 2), (('[ARAD₂-mu', 'None'), ""['representative']"", 3), (('{d}nanna-ma-ba', 'None'), ""['intermediary']"", 59), (('a-mur-dingir', 'ragaba[rider]'), ""['representative']"", 3), (('hu-na-zi', 'nubanda[overseer]'), ""['intermediary']"", 2)]"
135032,"[(('ur-{d}nin-gal', 'None'), ""['new owner']"", 5), (('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 46), (('ARAD₂-mu', 'None'), ""['representative']"", 547), (('ur-{d}suen', 'None'), ""['new owner']"", 32), (('lu₂-{d}nanna', 'None'), ""['new owner']"", 17), (('šeš-zi-mu', 'None'), ""['new owner']"", 8)]"
122155,"[(('lugal-KU', 'None'), ""['source']"", 1), (('ur-{d}ig-alim', 'None'), ""['source']"", 11), (('ur-{d}nin-geš-zi-da', 'None'), ""['source']"", 3), (('ur-{d}ba-ba₆', 'None'), ""['source']"", 98), (('{d}nanna-i₃-sa₆', 'None'), ""['source']"", 2), (('{d}utu-bar-ra', 'None'), ""['source']"", 5), (('ur-{d}šuš₃-{d}ba-ba₆', 'None'), ""['source']"", 2), (('a-da-lal₃', 'None'), ""['source']"", 15)]"
143011,"[(('be-li₂-a-ri₂-ik', 'None'), ""['new owner']"", 13), (('lu₂-{d}nanna', 'dumu[child]'), ""['new owner']"", 1), (('lu₂-{d}nanna', 'šabra[administrator]'), ""['new owner']"", 13), (('ARAD₂-mu', 'None'), ""['representative']"", 594), (('ur-{d}nin-gubalag', 'None'), ""['new owner']"", 6), (('lugal-inim-gi-na', 'None'), ""['new owner']"", 4), (('na-sa₆', 'PN'), ""['source']"", 162)]"
129525,"[(('{d}šara₂-kam', 'None'), ""['source']"", 28), (('{d}šara₂-kam', 'None'), ""['source']"", 29), (('{d}šara₂-kam', 'None'), ""['source']"", 30), (('{d}šara₂-kam', 'None'), ""['source']"", 31), (('{d}šara₂-kam', 'None'), ""['source']"", 32), (('{d}šara₂-kam', 'None'), ""['source']"", 33), (('{d}šara₂-kam', 'None'), ""['source']"", 34), (('{d}šara₂-kam', 'None'), ""['source']"", 35), (('{d}šara₂-kam', 'None'), ""['source']"", 36)]"
101457,"[(('ni-tam-ma', 'None'), ""['intermediary']"", 0), (('ur-nigar{gar}', 'None'), ""['intermediary']"", 17), (('ur-nig₂', 'None'), ""['source']"", 0), (('ur-{d}ba-ba₆', 'None'), ""['intermediary']"", 0), (('a-al-la-mu', 'None'), ""['source']"", 0)]"
200526,"[(('a-hu-we-er', 'None'), ""['source']"", 275), (('ur-{d}šar-ru-gin₇', 'sukkal[secretary]'), ""['intermediary']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 631), (('na-bi₂-{d}suen', 'sukkal[secretary]'), ""['intermediary']"", 6), (('{d}nanna-i₃-gi', 'sukkal[secretary]'), ""['intermediary']"", 1)]"
136226,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2142), (('kas₃-pu-ša', 'šagia[cup-bearer]'), ""['intermediary']"", 8), (('ARAD₂-mu', 'None'), ""['representative']"", 578), (('{d}nanna-kam', 'sukkal[secretary]'), ""['intermediary']"", 26), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 60), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 36), (('tu-ra-am-{d}da-gan', 'None'), ""['representative']"", 69)]"
125485,"[(('ur-nigar{gar}', 'kaguruk[supervisor]'), ""['new owner']"", 12), (('{d}šul-gi-kalam-ma-me-te-bi', 'None'), ""['representative']"", 4), (('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 35), (('šeš-da-da', 'FN'), ""['new owner']"", 54), (('ur-{d}šul-gi-ra', 'None'), ""['representative']"", 9)]"
202540,"[(('nu-ur₂-i₃-li₂', 'None'), ""['source']"", 18), (('iš-me-dingir', 'None'), ""['source']"", 11), (('iš-me-dingir', 'None'), ""['source']"", 12), (('ka₅-a-mu', 'None'), ""['source']"", 32), (('ka₅-a-mu', 'None'), ""['source']"", 33), (('ka₅-a-mu', 'None'), ""['source']"", 34), (('in-ta-e₃-a', 'None'), ""['source']"", 1024), (('ab-ba-kal-la', 'None'), ""['source']"", 40), (('ba-ba-ti', 'None'), ""['source']"", 22), (('lugal', 'None'), ""['new owner']"", 11), (('za-a-num₂', 'None'), ""['source']"", 3), (('hu-nu-nu-ur', 'None'), ""['source']"", 7)]"
109223,"[(('i-bi₂-zu', 'None'), ""['new owner']"", 1), (('{d}šul-gi-ba-ni', 'None'), ""['new owner']"", 1), (('nu-ur₂-{d}suen', 'None'), ""['new owner']"", 55), (('na-sa₆', 'None'), ""['source']"", 115), (('ARAD₂-mu', 'None'), ""['representative']"", 179), (('lu₂-bala-sa₆-ga', 'None'), ""['new owner']"", 1), (('{d}šul-gi-na-da', 'None'), ""['new owner']"", 6), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 18)]"
123702,"[(('da-la-a', 'None'), ""['new owner']"", 0), (('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 84), (('lu₂-{d}nin-šubur', 'None'), ""['new owner']"", 6), (('šu-eš₁₈-dar', 'None'), ""['new owner']"", 3), (('a-a-kal-la', 'None'), ""['representative']"", 71), (('na-sa₆', 'PN'), ""['source']"", 110), (('lugal-ma₂-gur₈-re', 'sukkal[secretary]'), ""['new owner']"", 3)]"
106782,"[(('ur-{d}šara₂', 'šagia[cup-bearer]'), ""['representative']"", 0), (('ur-{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 7), (('a-ba-{d}en-lil₂-gin₇', 'None'), ""['source']"", 22), (('ur-{d}en-lil₂-la₂', 'dubsar[scribe]'), ""['intermediary']"", 2), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 6)]"
131568,"[(('nu-ur₂-i₃-li₂', 'None'), ""['intermediary']"", 12), (('nu-ur₂-i₃-li₂', 'None'), ""['intermediary']"", 13), (('ur-mes', 'None'), ""['recipient', 'intermediary']"", 152), (('ur-mes', 'None'), ""['recipient', 'intermediary']"", 153), (('ur-{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 39), (('in-ta-e₃-a', 'None'), ""['source']"", 833), (('a-al-la-mu', 'None'), ""['source']"", 14), (('a-al-la-mu', 'None'), ""['source']"", 15)]"
106341,"[(('ur-{d}ba-ba₆', 'AN'), ""['intermediary']"", 0), (('ur-{d}ba-ba₆', 'AN'), ""['intermediary']"", 1), (('lugal-ezem', 'None'), ""['intermediary']"", 8), (('in-ta-e₃-a', 'None'), ""['intermediary']"", 275), (('sa₃-si₂', 'None'), ""['intermediary']"", 21), (('ur-[...]', 'None'), ""['intermediary']"", 3), (('ur-[...]', 'None'), ""['intermediary']"", 4), (('en-dingir-mu', 'None'), ""['intermediary']"", 38)]"
345963,"[(('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 163), (('da-a-a-ni', 'None'), ""['representative']"", 21), (('{d}utu-GIR₂@g-gal', 'None'), ""['new owner']"", 11), (('šeš-da-da', 'FN'), ""['new owner']"", 80), (('dingir-ba-ni', 'sipad[shepherd]'), ""['recipient']"", 16)]"
106440,"[(('ur-šu', 'muhaldim[cook]'), ""['representative']"", 3), (('ARAD₂-mu', 'None'), ""['representative']"", 124), (('ARAD₂-mu', 'None'), ""['representative']"", 125), (('ba-ba-ti', 'None'), ""['representative']"", 4), (('nu-ur₂-{d}utu', 'None'), ""['representative']"", 1), (('{d}šul-gi-iri-mu', 'None'), ""['intermediary']"", 120), (('{d}suen!-a-bu-šu', 'šagia[cup-bearer]'), ""['representative']"", 0), (('{d}suen!-a-bu-šu', 'šagia[cup-bearer]'), ""['representative']"", 1)]"
104132,"[(('ni-tam-ma', 'None'), ""['source']"", 2), (('ur-mes', 'None'), ""['intermediary']"", 14), (('ur-mes', 'None'), ""['intermediary']"", 15), (('ur-{d}nanše', 'None'), ""['source']"", 3), (('ur-nig₂', 'None'), ""['source']"", 4), (('a-ha-an-ni-šu', 'None'), ""['source']"", 0), (('ur-{d}ba-ba₆', 'None'), ""['source', 'intermediary']"", 31), (('ur-{d}ba-ba₆', 'None'), ""['source', 'intermediary']"", 32), (('ur-{d}ba-ba₆', 'None'), ""['source', 'intermediary']"", 33)]"
123996,"[(('ur-mes', 'None'), ""['intermediary']"", 100), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 1263), (('ur-{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 21), (('lugal-dumu-gi₇', 'None'), ""['intermediary']"", 0), (('šu-du-du', 'None'), ""['intermediary']"", 0), (('šu-er₃-ra', 'None'), ""['recipient']"", 35), (('an-dingir-su', 'None'), ""['intermediary']"", 1), (('šeš-kal-la', 'None'), ""['intermediary']"", 13), (('dingir-ba-ni', 'None'), ""['intermediary']"", 11)]"
128193,"[(('ur-sa₆-ga', 'sukkal[secretary]'), ""['representative']"", 6), (('lu₂-{d}nin-šubur', 'dubsar[scribe]'), ""['intermediary']"", 8), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 18), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 19), (('na-lu₅', 'PN'), ""['source']"", 28)]"
126506,"[(('la-la-mu', 'sukkal[secretary]'), ""['intermediary']"", 8), (('ARAD₂-mu', 'None'), ""['representative']"", 438), (('ha-ni', 'sukkal[secretary]'), ""['intermediary']"", 7), (('{d}šul-gi-a-a-mu', 'None'), ""['source']"", 238), (('nu-ur₂-{d}suen', 'šagia[cup-bearer]'), ""['intermediary']"", 2)]"
115488,"[(('a-hi-ma', 'None'), ""['source']"", 3), (('ur-{d}dumu-zi', 'None'), ""['representative']"", 0), (('ur-{d}dumu-zi', 'None'), ""['representative']"", 1), (('a₂-bi₂-li₂-a', 'None'), ""['representative']"", 44), (('{d}šul-gi-si₂-im-ti', 'None'), ""['intermediary']"", 12)]"
