name,normalized name,roles,profession,family,p index,date
e-ba-tal,,[{'intermediary'}],['ragaba[rider]'],,['103908'],['70.0802']
e-bi₂-še-hu,,,,,['200533'],['71.0627']
e-du-a,Eduʾa[]PN,,,,['332286'],
e-du-a,Eduʾa[]PN,,,,['113766'],['78.0424']
e-du-a,Eduʾa[]PN,,,,['330393'],['80.0417']
e-du-a,Eduʾa[]PN,,,,['104787'],['80.1100']
e-du-a,Eduʾa[]PN,,,,['113843'],['83.0614']
e-er-be-li₂,Erbeli[]PN,,,,['102016'],['70.0920']
e-er-be-li₂,Erbeli[]PN,[{'representative'}],,,['116196'],['75.0400']
e-er-dingir-ta,,[{'source'}],,,['101694'],['51.0000']
e-kal-lum,,,,,['390995'],
e-kal-lum,,,,,['103021'],['74.1100']
e-la-ak-ku-ru-ba-ta,,[{'source'}],,,['101694'],['51.0000']
e-la-ak-nu-id-ta,,[{'source'}],,,['101694'],['51.0000']
e-la-ak-nu-id,,,,,['455027'],
e-la-ak-nu-id,,[{'intermediary'}],['u[and]'],,['125757'],['62.0400']
e-la-ak-nu-id,,,['nagada[herdsman]'],,['124234'],['73.0100']
e-la-ak-nu-id,,[{'intermediary'}],,,['100329'],['74.0600']
e-la-ak-nu-id,,[{'intermediary'}],,,['107420'],['74.0821']
e-la-ak-nu-id,,[{'intermediary'}],,,['107420'],['74.0821']
e-la-ak-nu-id,,[{'intermediary'}],,,['107270'],['75.0000']
e-la-la,Elala[]PN,,['tibira[sculptor]'],,['129705'],['79.0300']
e-la-nu-um,Elanum[]PN,,['MAR.TU[westerner]'],,['135059'],['65.1120']
e-lam-ma-gum₂,,,['ur[root]'],,['124925'],['79.0600']
e-lu-da-an,,,,,['100281'],['75.0000']
e-lum?-a-la-an,,,,,['106434'],['72.0200']
e-ma-ma,,,['damgar[merchant]'],,['211722'],['77.0225']
e-ma-{d}eš₁₈-dar,,,,,['123761'],['74.0230']
e-ma-{d}eš₁₈-dar,,,,,['134174'],['74.0402']
e-mul,,,,,['126313'],
e-ni-iš#-a#-[gu]-um#,,[{'intermediary'}],,,['107439'],['82.0813']
e-ni-iš-a-gu-um,,[{'intermediary'}],,,['104279'],['78.0800']
e-ni-iš-ša₃-ge,Eniššage[]PN,,,,['131574'],['71.0820']
e-pi-ri,,[{'intermediary'}],,,['124235'],['71.0115']
e-pi-ri,,,['kuš[official]'],,['368370'],['71.0504']
e-ri-im-{d}da-gan,,,,,['125756'],
e-ta-il-pu₃-{d}da-gan-še₃,,,,,['103172'],['69.0105']
e-te-<al>-pu₃-{d}da-gan,,,,,['106153'],['54.0100']
e-te-[il]-pu₃-{d}da-[gan],,,,,['123365'],['47.1100']
e-te-al-pu₃-{d}da-gan-ta,,[{'source'}],,,['109247'],['62.1200']
e-te-al-pu₃-{d}da-gan,,,,,['303525'],
e-te-al-pu₃-{d}da-gan,,,,,['133844'],['57.0100']
e-te-al-pu₃-{d}da-gan,,,,,['211568'],['57.0813']
e-te-al-pu₃-{d}da-gan,,,,,['104826'],['63.0107']
e-te-il-pi?-{d}da-gan-še₃,,,,,['131089'],['69.0100']
e-te-il-pu₃-{d}da-gan,,,,,['123543'],['65.0529']
e-te-il-pu₃-{d}šul-gi,,,,,['134236'],['76.0100']
e-tu-um,Etum[]PN,[{'intermediary'}],['lu[person]'],,['111953'],['65.0320']
e-ze₂-mi-na,Ezemina[]PN,[{'intermediary'}],['ragaba[rider]'],,['124528'],['75.1214']
e-zu-un-{d}da-gan,E.ZU.un.{d}Da.gan[]PN,,['lu[person]'],,['200528'],['78.0306']
eb-ku-ša-ta,,[{'source'}],,,['101694'],['51.0000']
eb-ku-ša-ta,,[{'source'}],,,['131614'],['63.0800']
eb-la-ta?-gu₂?,,,,,['107439'],['82.0813']
edin-e-ki-ag₂,,,,,['202540'],
edin-e-ki-ag₂,,,['sipad[shepherd]'],,['113608'],['65.0913']
edin-e-ki-ag₂,,[{'intermediary'}],['sukkal[secretary]'],,['407056'],['75.0416']
edin-ša₃-ga-na,,,,,['144045'],
edin-ša₃-ga-na,,,,,['332078'],['70.0600']
en#-dingir-mu-ta,Endiŋirŋu[]PN,,,,['124197'],['67.0403']
en#-nam-šita-{d}šul-gi#-ra#-ke₄-ba-gub,,,,,['145572'],
en#-um-{d}iškur,,,,,['323430'],
en#-ur₂-ku₃-ge,Enurkuge[]PN,,,,['123813'],['71.0326']
en-ba-mu,,,,,['143205'],['46.0800']
en-bara₂,Enbarag[]PN,[{'intermediary'}],['šagia[cup-bearer]'],,['102457'],['58.1200']
en-dingir-[mu-ta],Endiŋirŋu[]PN,[{'source'}],,,['136309'],['66.0700']
en-dingir-mu#-[ta],Endiŋirŋu[]PN,[{'source'}],,,['126170'],
en-dingir-mu-<ta>,,[{'source'}],,,['210507'],['65.0406']
en-dingir-mu-<ta>,,[{'source'}],,,['128852'],['65.0930']
en-dingir-mu-<ta>,,[{'source'}],,,['211658'],['66.0907']
en-dingir-mu-<ta>,,[{'source'}],,,['145812'],['69.0600']
en-dingir-mu-[ta],Endiŋirŋu[]PN,[{'source'}],,,['291882'],
en-dingir-mu-[ta],Endiŋirŋu[]PN,[{'source'}],,,['127521'],['74.1200']
en-dingir-mu-ta#,Endiŋirŋu[]PN,[{'source'}],,,['101784'],
en-dingir-mu-ta#,Endiŋirŋu[]PN,[{'source'}],,,['320755'],['65.1104']
en-dingir-mu-ta?,Endiŋirŋu[]PN,[{'source'}],,,['212279'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['101438'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['103573'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['103710'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109475'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109480'],
en-dingir-mu-ta,Endiŋirŋu[]PN,,,,['120049'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['127581'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['135155'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['200522'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['321013'],
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['235435'],['44.1100']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['113699'],['52.0100']
en-dingir-mu-ta,Endiŋirŋu[]PN,,,,['129451'],['53.0900']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['115395'],['57.0615']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124463'],['58.0300']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['112397'],['58.0500']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['414536'],['60.1210']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['102166'],['63.0700']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['303553'],['63.0707']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['122643'],['63.0715']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['131614'],['63.0800']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['106854'],['64.0300']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['118392'],['64.0413']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['128830'],['64.0816']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['110439'],['64.0905']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['122566'],['64.1101']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126333'],['65.0105']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320969'],['65.0127']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['101000'],['65.0201']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109535'],['65.0301']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109536'],['65.0302']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['143739'],['65.0401']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109540'],['65.0407']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['128833'],['65.0513']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['112270'],['65.0523']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['145804'],['65.0600']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['123320'],['65.0613']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109551'],['65.1014']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['102505'],['65.1200']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109555'],['66.0100']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['113619'],['66.0123']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['390787'],['66.0630']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['123380'],['66.0728']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['131954'],['66.0813']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['123521'],['66.0820']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['134270'],['66.0902']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['107260'],['67.0000']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109560'],['67.0223']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['103314'],['67.0302']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['116835'],['67.0324']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['210505'],['67.0705']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320593'],['67.0920']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['116837'],['67.1018']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['116836'],['67.1021']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109569'],['67.1105']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['127403'],['67.1200']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126142'],['68.0100']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['131952'],['68.0225']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['106331'],['68.0405']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109592'],['68.0722']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['408141'],['68.0808']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['407961'],['68.1010']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109600'],['68.1114']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['133957'],['69.0109']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109608'],['69.0126']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['127429'],['69.0600']
en-dingir-mu-ta,Endiŋirŋu[]PN,,,,['102707'],['69.0620']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['388080'],['69.0800']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['303790'],['69.0816']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126624'],['69.0900']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['303476'],['69.0912']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126472'],['69.0915']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['145813'],['69.0925']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['143962'],['69.1208']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109618'],['69.1218']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320966'],['69.1220']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['112241'],['70.0116']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['131978'],['70.0123']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['128044'],['70.0124']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126365'],['70.0210']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['211612'],['70.0215']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['127836'],['70.0221']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['210126'],['70.0305']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['143976'],['70.0529']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['128598'],['70.0609']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['303778'],['70.0613']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['235071'],['70.0710']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320910'],['70.0812']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109634'],['70.0820']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['101757'],['70.0900']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124198'],['70.0919']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124529'],['71.0313']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['133872'],['71.0313']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109668'],['71.0503']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['134947'],['71.1200']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109690'],['72.0107']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['117264'],['72.0112']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['134995'],['72.0122']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126484'],['72.0123']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109694'],['72.0223']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['116821'],['72.0300']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109697'],['72.0304']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109698'],['72.0305']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['471671'],['72.0309']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['321010'],['72.0505']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['332411'],['72.0603']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124199'],['72.0612']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126451'],['72.0624']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109704'],['72.0702']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109706'],['72.0710']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126659'],['72.0814']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['132039'],['72.0921']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['131949'],['72.1009']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109711'],['72.1027']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['144193'],['72.1101']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320919'],['72.1105']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109712'],['72.1115']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109713'],['72.1125']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['102582'],['72.1200']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109714'],['72.1201']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['453387'],['72.1203']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['127500'],['73.0100']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['127502'],['73.0100']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109720'],['73.0105']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['116852'],['73.0215']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124201'],['73.0221']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['116855'],['73.0311']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['127504'],['73.0400']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['144261'],['73.0409']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['125569'],['73.0416']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['133931'],['73.0604']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126463'],['73.0700']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['321012'],['73.0709']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320835'],['73.0715']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109734'],['73.0728']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124203'],['73.0800']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['201015'],['73.0800']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['375858'],['73.0800']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['128915'],['73.0801']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['130514'],['73.0802']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['142961'],['73.0805']
en-dingir-mu-ta,Endiŋirŋu[]PN,,,,['126505'],['73.0807']
en-dingir-mu-ta,Endiŋirŋu[]PN,,,,['102145'],['73.0814']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['110438'],['73.0816']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['102357'],['73.0819']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['112231'],['73.0823']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124202'],['73.0825']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109740'],['73.1004']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['116853'],['73.1111']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320578'],['73.1123']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126804'],['73.1124']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109745'],['73.1213']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['104741'],['73.1226']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320987'],['73.1230']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['320964'],['74.0305']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['406814'],['74.0400']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['303484'],['74.0403']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['106866'],['74.0500']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['126426'],['74.0600']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124206'],['74.0800']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['125905'],['74.0807']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124205'],['74.0816']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['303810'],['74.0901']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['107904'],['74.1117']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['124499'],['74.1225']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['109763'],['74.1227']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['292556'],['75.0000']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['390715'],['75.0100']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['129445'],['75.0210']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['107907'],['75.0412']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['303520'],['75.0601']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['102452'],['75.1121']
en-dingir-mu-ta,Endiŋirŋu[]PN,"[{'source', 'recipient'}]",,,['131045'],['75.1200']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['104314'],['75.1215']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['104316'],['75.1218']
en-dingir-mu-ta,Endiŋirŋu[]PN,"[{'source', 'recipient'}]",,,['106020'],['76.0116']
en-dingir-mu-ta,Endiŋirŋu[]PN,[{'source'}],,,['201438'],['76.0800']
en-dingir-mu,Endiŋirŋu[]PN,,,,['115604'],
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['117266'],
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['117274'],
en-dingir-mu,Endiŋirŋu[]PN,,,,['126170'],
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['129499'],
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['130348'],
en-dingir-mu,Endiŋirŋu[]PN,,,,['131661'],
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['132054'],
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['433580'],
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['303565'],['54.1000']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['103241'],['57.0400']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['103278'],['57.0900']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['210338'],['62.0118']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['131980'],['63.0320']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['109506'],['63.0324']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['131985'],['63.0326']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['143115'],['63.0327']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['122710'],['63.1102']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['131647'],['63.1200']
en-dingir-mu,Endiŋirŋu[]PN,"[{'source', 'intermediary'}]",,,['143128'],['64.0304']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['126465'],['64.0809']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['126414'],['65.0115']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['320977'],['65.0403']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['134267'],['65.0504']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['109544'],['65.0508']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['320974'],['65.0518']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['116830'],['65.0523']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['103709'],['65.1001']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['109552'],['65.1015']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['320739'],['65.1119']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['118464'],['65.1120']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['109553'],['65.1214']
en-dingir-mu,Endiŋirŋu[]PN,,,,['125924'],['66.1204']
en-dingir-mu,Endiŋirŋu[]PN,[{'intermediary'}],,,['113794'],['67.0000']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['136238'],['67.0801']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['320669'],['67.0801']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['113157'],['67.0817']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['133863'],['67.0906']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['134819'],['67.0908']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],['sug[replace]'],,['143925'],['68.0800']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['390768'],['68.0808']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['134820'],['68.0814']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['128142'],['68.0824']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['102861'],['68.0902']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['123859'],['68.0921']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['131720'],['68.0924']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['210402'],['69.0805']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['121765'],['69.0824']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['470068'],['69.0904']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['102581'],['70.0200']
en-dingir-mu,Endiŋirŋu[]PN,[{'source'}],,,['127531'],['70.0608']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['126018'],['70.0622']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['104164'],['70.0800']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['102319'],['70.0806']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['144019'],['70.0807']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['320882'],['70.0808']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['407135'],['70.0808']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['118298'],['70.0810']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['126184'],['70.0812']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['115439'],['70.0816']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['102968'],['70.0818']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['103439'],['70.0822']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['102980'],['70.0830']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['128155'],['70.0901']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['128778'],['70.0902']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['126735'],['70.0903']
en-dingir-mu,Endiŋirŋu[]PN,[{'recipient'}],,,['103485'],['70.1002']
en-dingir-mu,Endiŋirŋu[]PN,[{'intermediary'}],,,['106341'],['71.0100']
