,Name,id_word,role,profession,CDLI No
24179,in-tu-eš-še₃[]PN,P100975.14.3,,,P100975
24180,ARAD₂-mu[]PN,P100975.15.1,representative,,P100975
24181,na-sa₆-ta[]PN,P100975.17.2,source,,P100975
24182,ur-sukkal[]PN,P123467.6.1,,šagia[cup-bearer]N,P123467
24183,da-da-a[]PN,P123467.8.2,,,P123467
24184,{d}šul-gi-mi-šar[]PN,P123467.10.4,,,P123467
24185,šar-ru-ba-ni[]PN,P136261.11.3,,ensik[ruler]N,P136261
24186,lu₂-{d}ba-ba₆-ta[]PN,P136261.12.2,source,,P136261
24187,be-li₂-a-zu[]PN,P136261.13.1,recipient,,P136261
24188,ar-ši-ah[]PN,P125495.7.2,new owner,zabardab[official]N,P125495
24189,ba-mu[]PN,P125495.12.1,representative,,P125495
24190,ab-ba-sa₆-ga-ta[]PN,P126209.6.2,source,,P126209
24191,u₂-ta₂-mi-šar-ra-am[]PN,P126209.8.1,recipient,,P126209
24192,in-ta-e₃-a-ta[]PN,P407583.5.2,source,,P407583
24193,ur-mes[]PN,P407583.12.1,,,P407583
24194,la-na[]PN,P407583.13.2,,kurušda[fattener]N,P407583
24195,in-ta-e₃-a-ta[]PN,P128901.8.2,source,,P128901
24196,{d}en-lil₂-la₂[]PN,P128901.11.3,,,P128901
24197,ab-ba-sa₆-ga-ta[]PN,P104038.5.2,source,,P104038
24198,u₂-ta₂-mi-šar-ra-am[]PN,P104038.6.1,recipient,,P104038
24199,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂[]PN,P104038.11.2,,en[priest]N,P104038
24200,ab-ba-sa₆-ga-ta[]PN,P303365.4.2,source,,P303365
24201,ku₃-{d}nanna[]PN,P303365.5.1,,sukkal[secretary]N,P303365
24202,dingir-dan[]PN,P303365.7.2,,,P303365
24203,lu₂-na[]PN,P303365.7.3,,,P303365
24204,dingir-dan[]PN,P303365.11.1,,,P303365
24205,ab-ba-sa₆-ga-ta[]PN,P124045.5.2,source,,P124045
24206,na-lu₅[]PN,P124045.6.1,recipient,,P124045
24207,sa₁₂-ti-um[]PN,P125835.10.3,,lu[person]N,P125835
24208,ha-ši-pa₂-tal[]PN,P125835.14.4,,,P125835
24209,lugal-inim-gi-na[]PN,P125835.15.2,intermediary,sukkal[secretary]N,P125835
24210,ARAD₂-mu[]PN,P125835.16.1,representative,,P125835
24211,lu₂-dingir-ra[]PN,P125835.19.3,,,P125835
24212,ur-mes[]PN,P211803.13.1,,,P211803
24213,la-na[]PN,P211803.14.2,,kurušda[fattener]N,P211803
24214,ab-ba-sa₆-ga-ta[]PN,P115451.5.2,source,,P115451
24215,in-ta-e₃-a[]PN,P115451.6.1,recipient,,P115451
24216,{d}šul-gi-a-a-mu[]PN,P212293.5.1,recipient,,P212293
24217,ab-ba-sa₆-ga-ta[]PN,P212293.6.2,source,,P212293
24218,{d}amar-{d}suen[]PN,P212293.15.1,,,P212293
24219,lugal-iti-da[]PN,P212293.20.1,,dubsar[scribe]N,P212293
24220,ur-{d}dumu-zi-da[]PN,P212293.22.2,,arad[slave]N,P212293
24221,{d}amar-{d}suen-ke₄-ne-še₃[]PN,P128174.5.3,,,P128174
24222,dingir-dan[]PN,P128174.6.1,,sukkal[secretary]N,P128174
24223,šu-ma-ma-ta[]PN,P128174.9.2,source,,P128174
24224,ab-ba-sa₆-ga-ta[]PN,P103654.5.2,source,,P103654
24225,{d}šul-gi-a-a-mu[]PN,P103654.6.1,recipient,,P103654
24226,{d}en-lil₂-la₂[]PN,P103654.10.4,,,P103654
24227,ib-ni-dingir-ta[]PN,P117163.4.2,source,,P117163
24228,{d}i-bi₂-{d}suen[]PN,P117163.11.2,,lugal[king]N,P117163
24229,ab-ba-sa₆-ga-ta[]PN,P124032.7.2,source,,P124032
24230,ha-ba-lu₅-ge₂[]PN,P124032.9.1,,ensik[ruler]N,P124032
24231,zu-ba-ga[]PN,P126392.230.1,recipient,,P126392
24232,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂[]PN,P126392.232.2,,en[priest]N,P126392
24233,šu-e₂-a[]PN,P107568.6.1,,sukkal[secretary]N,P107568
24234,ur-šu[]PN,P107568.9.2,,muhaldim[cook]N,P107568
24235,zu₂-ga-li-ta[]PN,P107568.12.2,source,,P107568
24236,ib-ni-{d}iškur[]PN,P107568.14.2,intermediary,,P107568
24237,nu-ur₂-{d}suen[]PN,P107568.15.2,intermediary,,P107568
24238,pu₃-um-wa-qar[]PN,P107568.16.2,,,P107568
24239,nu-ur₂-{d}suen[]PN,P107568.28.1,,dubsar[scribe]N,P107568
24240,i-di₃-er₃-ra[]PN,P107568.30.2,,arad[slave]N,P107568
24241,lu₂-dingir-ra-ta[]PN,P123739.10.2,source,,P123739
24242,ur-nigar{gar}[]PN,P123739.11.1,recipient,,P123739
24243,{d}amar-{d}suen[]PN,P123739.14.2,,lugal[king]N,P123739
24244,lugal-a₂-zi-da[]PN,P330633.12.2,,šabra[administrator]N,P330633
24245,{d}utu-ba-ni[]PN,P330633.15.3,,,P330633
24246,nu-ur₂-{d}iškur[]PN,P330633.19.1,,šagia[cup-bearer]N,P330633
24247,šar-ru-um-ba-ni[]PN,P330633.20.3,,,P330633
24248,lu₂-{d}nanna[]PN,P330633.21.3,,,P330633
24249,in-ta-e₃-a[]PN,P330633.23.1,recipient,,P330633
24250,nu-ur₂-{d}suen[]PN,P330633.38.1,,dubsar[scribe]N,P330633
24251,i-di₃-er₃-ra[]PN,P330633.40.2,,arad[slave]N,P330633
24252,lugal-ša₃-la₂[]PN,P321023.24.1,recipient,,P321023
24253,ur-ku₃-nun-na[]PN,P321023.26.2,,,P321023
24254,in-ta-e₃-a-ta[]PN,P104280.14.2,source,,P104280
24255,lu₂-{d}nin-gir₂-su[]PN,P104280.20.2,,sipad[shepherd]N,P104280
24256,in-ta-e₃-a-ta[]PN,P117318.6.2,source,,P117318
24257,a₂-bi₂-li₂[]PN,P128814.5.2,,,P128814
24258,{d}šul-gi-si₂-im-tum[]PN,P128814.6.2,new owner,,P128814
24259,ur-{d}lugal-edin-ka[]PN,P128814.8.1,recipient,,P128814
24260,ab-ba-sa₆-ga-ta[]PN,P115422.6.2,source,,P115422
24261,ar-ši-ah[]PN,P115422.7.1,,ensik[ruler]N,P115422
24262,{d}amar-{d}suen[]PN,P115422.12.2,,lugal[king]N,P115422
24263,in-ta-e₃-a[]PN,P134938.10.1,new owner,,P134938
24264,a-ga-tum[]PN,P109784.4.1,,,P109784
24265,mu-ša[]PN,P109784.5.1,,,P109784
24266,šu-ku-bu-um[]PN,P109784.7.3,,,P109784
24267,lu₂-ša-lim[]PN,P109784.10.1,,,P109784
24268,lu₂-{d}suen[]PN,P109784.11.2,intermediary,,P109784
24269,lu₂-{d}suen[]PN,P109784.16.1,,,P109784
24270,ur-sa₆-ga[]PN,P109784.17.2,,sipad[shepherd]N,P109784
24271,nu-ur₂-{d}suen[]PN,P291606.9.2,intermediary,dubsar[scribe]N,P291606
24272,nu-ur₂-{d}suen[]PN,P291606.19.1,,dubsar[scribe]N,P291606
24273,i-di₃-er₃-ra[]PN,P291606.21.2,,arad[slave]N,P291606
24274,na-ra-am-i₃-li₂-ta[]PN,P103449.5.2,source,,P103449
24275,i₃-lal₃-lum[]PN,P103449.7.1,recipient,,P103449
24276,{d}amar-{d}suen[]PN,P103449.11.2,,lugal[king]N,P103449
24277,na-lu₅-ta[]PN,P106360.6.2,source,,P106360
24278,ur-mes[]PN,P106360.9.2,,,P106360
24279,{d}en-ki[]PN,P106360.11.3,,,P106360
24280,ur-mes[]PN,P106360.13.1,,,P106360
24281,la-na[]PN,P106360.14.2,,kurušda[fattener]N,P106360
24282,be-li₂-a-ri₂-ik[]PN,P103818.4.7,,,P103818
24283,be-li₂-a-ri₂-ik[]PN,P103818.8.4,,,P103818
24284,a-ba-{d}en-lil₂-gin₇[]PN,P103818.9.4,,,P103818
24285,na-lu₅[]PN,P103818.12.1,recipient,,P103818
24286,zu-ba-ga[]PN,P103818.19.3,,,P103818
24287,igi-{d}en-lil₂-še₃[]PN,P103818.20.3,,,P103818
24288,kur-bi-la-ak[]PN,P103818.21.2,,,P103818
24289,ab-ba-sa₆-ga-ta[]PN,P105849.7.2,source,,P105849
24290,{d}amar-{d}suen[]PN,P105849.11.2,,lugal[king]N,P105849
24291,ab-ba-kal-la[]PN,P145512.6.2,,,P145512
24292,ab-ba-sa₆-ga-ta[]PN,P407259.9.2,source,,P407259
24293,{d}amar-{d}suen[]PN,P407259.11.2,,lugal[king]N,P407259
24294,a-hu-šu-ni[]PN,P126779.8.3,,agaʾus[soldier]N,P126779
24295,i₃-lal₃-lum[]PN,P126779.9.2,,,P126779
24296,lugal-ma₂-gur₈-re[]PN,P126779.13.1,representative,,P126779
24297,ab-ba-sa₆-ga-ta[]PN,P126779.15.2,source,,P126779
24298,{d}amar-{d}suen[]PN,P126779.18.2,,lugal[king]N,P126779
24299,ab-ba-sa₆-ga-ta[]PN,P320732.5.2,source,,P320732
24300,in-ta-e₃-a[]PN,P320732.7.1,recipient,,P320732
24301,a₂-bi₂-li₂-a[]PN,P212154.25.2,,,P212154
24302,ša₃-ta-ku₃-zu[]PN,P111904.4.1,,sukkal[secretary]N,P111904
24303,a-bi₂-si₂-im-ti[]PN,P111904.5.3,,,P111904
24304,la-i₃-li₂-iš[]PN,P111904.10.1,representative,,P111904
24305,na-lu₅-ta[]PN,P131999.10.2,source,,P131999
24306,{d}šul-gi-iri-mu[]PN,P131999.11.1,recipient,,P131999
24307,{d}en-lil₂-la₂[]PN,P131999.14.3,,,P131999
24308,lugal-bad₃[]PN,P248805.6.3,,,P248805
24309,a-da-lal₃[]PN,P248805.7.2,,,P248805
24310,im-ti-dam[]PN,P248805.7.4,,,P248805
24311,{d}en-lil₂-la₂[]PN,P126454.6.3,,,P126454
24312,{d}en-lil₂-zi-ša₃-gal₂[]PN,P126454.11.1,representative,,P126454
24313,šar-ru-um-ba-ni[]PN,P126454.14.1,,šagia[cup-bearer]N,P126454
24314,la-la-mu[]PN,P126454.16.2,intermediary,sukkal[secretary]N,P126454
24315,ARAD₂-mu[]PN,P126454.17.1,representative,,P126454
24316,na-lu₅-ta[]PN,P126454.19.2,source,,P126454
24317,ur-{d}en-lil₂-la₂[]PN,P126454.22.2,intermediary,dubsar[scribe]N,P126454
24318,ab-ba-sa₆-ga-ta[]PN,P105147.5.2,source,,P105147
24319,in-ta-e₃-a[]PN,P105147.6.1,recipient,,P105147
24320,ar-ši-ah[]PN,P124950.5.2,,ensik[ruler]N,P124950
24321,uš-mu[]PN,P124950.7.2,intermediary,kurušda[fattener]N,P124950
24322,ab-ba-sa₆-ga-ta[]PN,P124950.8.2,source,,P124950
24323,lu₂-dingir-ra[]PN,P124950.10.1,,šabra[administrator]N,P124950
24324,{d}amar-{d}suen[]PN,P124950.13.2,,lugal[king]N,P124950
24325,ab-ba-sa₆-ga-ta[]PN,P107810.6.2,source,,P107810
24326,in-ta-e₃-a[]PN,P107810.7.1,recipient,,P107810
24327,{d}šul-gi-a-a-mu-ta[]PN,P212061.10.2,source,,P212061
24328,ur-nigar{gar}[]PN,P212061.11.1,recipient,,P212061
24329,{d}amar-{d}suen[]PN,P212061.14.2,,lugal[king]N,P212061
24330,ARAD₂-mu[]PN,P320497.20.1,representative,,P320497
24331,ARAD₂-mu[]PN,P320497.28.1,representative,,P320497
24332,ARAD₂-mu[]PN,P320497.35.1,representative,,P320497
24333,ARAD₂-mu[]PN,P320497.39.1,representative,,P320497
24334,ARAD₂-mu[]PN,P320497.47.1,representative,,P320497
24335,ARAD₂-mu[]PN,P320497.64.1,representative,,P320497
24336,ARAD₂-mu[]PN,P320497.72.1,representative,,P320497
24337,ARAD₂-mu[]PN,P320497.79.1,representative,,P320497
24338,ARAD₂-mu[]PN,P320497.87.1,representative,,P320497
24339,ARAD₂-mu[]PN,P320497.96.1,representative,,P320497
24340,ARAD₂-mu[]PN,P320497.105.1,representative,,P320497
24341,ARAD₂-mu[]PN,P320497.111.1,representative,,P320497
24342,ARAD₂-mu[]PN,P320497.119.1,representative,,P320497
