name,role,profession,p id,year,processed year
ur-nigar{gar},['recipient'],None,218092,Shulgi.45.11.02,63.1102
ab-ba-sa₆-ga,['source'],None,218144,Amar-Suen.02.01.24,68.0124
lu₂-dingir-ra,['recipient'],None,218144,Amar-Suen.02.01.24,68.0124
na-lu₅,['source'],None,218145,Shu-Suen.01.10.06,76.1006
a-hu-we-er,['source'],None,218146,Shu-Suen.03.01.27 (us2 year),78.0127
{d}šul-gi-iri-mu,['recipient'],None,218146,Shu-Suen.03.01.27 (us2 year),78.0127
ur-{d}lugal-banda₃{da},['intermediary'],None,218146,Shu-Suen.03.01.27 (us2 year),78.0127
u₂-ta-mi-šar-ra-am,['source'],None,218147,Amar-Suen.07.08.19,73.0819
{d}šul-gi-iri-mu,['recipient'],None,218147,Amar-Suen.07.08.19,73.0819
ur-ra!,['intermediary'],None,218148,Ibbi-Suen.01.08.00,85.0800
ka₅-a-mu,['source'],None,218148,Ibbi-Suen.01.08.00,85.0800
ur-ku₃-nun-na,['recipient'],None,218148,Ibbi-Suen.01.08.00,85.0800
ab-ba-kal-la,['source'],PN,218163,Shu-Suen.09.09.00,84.0900
ur-ku₃-nun-na,['source'],None,218166,Ibbi-Suen.01.01.00,85.0100
ur-ga₂-gi₄-a,['recipient'],None,218166,Ibbi-Suen.01.01.00,85.0100
ARAD₂#?-{d}nanna,['representative'],sukkalmah[official],218167,Amar-Suen.08.11.00,74.1100
lu₂-dingir-ra,['source'],None,218167,Amar-Suen.08.11.00,74.1100
na-lu₅,['source'],None,218169,Shu-Suen.02.02.00,77.0200
na-lu₅,['source'],None,218173,00.00.00.00,
in-ta-e₃-a,['source'],PN,218175,Shu-Suen.09.11.09,84.1109
{d}nanna-ma-ba,['intermediary'],dubsar[scribe],218175,Shu-Suen.09.11.09,84.1109
ur#-[ku₃]-nun#-na,['source'],None,218177,"Shulgi.43.04.01, Shulgi.43.04.30",61.0401
ab-ba-sa₆-ga,['source'],None,218181,Amar-Suen.04.05.00,70.0500
šu-{d}da-gan,['recipient'],None,218181,Amar-Suen.04.05.00,70.0500
{d}nanše-kam,['intermediary'],None,218181,Amar-Suen.04.05.00,70.0500
ab-ba-sa₆-ga,['source'],None,218182,Amar-Suen.04.04.29,70.0429
in-ta-e₃-a,['recipient'],None,218182,Amar-Suen.04.04.29,70.0429
[{d}]en-lil₂-la₂,['recipient'],None,218183,Shulgi.46.03.00 (us2 year),64.0300
ab-ba-sa₆-ga,['source'],None,218187,Amar-Suen.07.05.30,73.0530
in-ta-e₃-a,['recipient'],None,218187,Amar-Suen.07.05.30,73.0530
na-lu₅,['source'],None,218190,Shu-Suen.03.09.00,78.0900
in#-ta-e₃-a!,['recipient'],None,218190,Shu-Suen.03.09.00,78.0900
ab-ba-sa₆-ga,['source'],None,218193,Amar-Suen.06.07.21,72.0721
na-lu₅,['recipient'],None,218193,Amar-Suen.06.07.21,72.0721
{d}šul-gi-iri-mu,['source'],None,218196,00.00.12d.00 (intercalated),
a-ha-an-ni-šu,['source'],None,218200,00.00.00.00,
ur-nig₂,['intermediary'],None,218200,00.00.00.00,
ur-{d}ba-ba₆,['intermediary'],None,218200,00.00.00.00,
ni-tam-ma,['intermediary'],None,218200,00.00.00.00,
in-da-a,['source'],None,218200,00.00.00.00,
ur-{d}nanše,['source'],None,218202,Shu-Suen.05.09.00 (us2 year),80.0900
na-silim,['recipient'],None,218202,Shu-Suen.05.09.00 (us2 year),80.0900
lugal-amar-ku₃,['intermediary'],None,218202,Shu-Suen.05.09.00 (us2 year),80.0900
[in-ta-e₃-a],['recipient'],None,218203,Shu-Suen.05.12d.00 (intercalated) (us2 year) ?,80.1200
in-ta-e₃-a,['source'],None,218205,00.00.--.00,
šu-er₃-ra,['recipient'],None,218205,00.00.--.00,
u₂-ta₂-mi-šar#-[ra-am],['recipient'],None,218206,Amar-Suen.07.10.10 ?,73.1010
ur-{d}]šul-pa-e₃,['new owner'],None,218208,Amar-Suen.01.09.12 ?,67.0912
ab-ba-sa₆-ga,['source'],PN,218208,Amar-Suen.01.09.12 ?,67.0912
in-ta-e₃-a,['source'],None,218210,Shu-Suen.02.02.24,77.0224
šu-ma-ma,['new owner'],ensik[ruler],218211,Amar-Suen.06.03.00 ?,72.0300
giri₃#-ni,['representative'],ragaba[rider],218211,Amar-Suen.06.03.00 ?,72.0300
ab-ba-sa₆-ga,['source'],None,218212,Amar-Suen.08.09.19,74.0919
na-lu₅,['recipient'],None,218212,Amar-Suen.08.09.19,74.0919
ab-ba-sa₆-ga,['source'],None,218213,Amar-Suen.04.12.29,70.1229
ARAD₂-mu,['recipient'],None,218213,Amar-Suen.04.12.29,70.1229
{d}nanše-GIR₂@g-gal,['representative'],None,218215,Amar-Suen.02.03.01 ?,68.0301
ab-ba-sa₆-ga,['source'],None,218216,Amar-Suen.06.03.14,72.0314
in-ta-e₃-a,['recipient'],None,218216,Amar-Suen.06.03.14,72.0314
ab-ba-sa₆-ga,['source'],None,218217,Amar-Suen.09.04.12,75.0412
ab-ba-sa₆-ga,['source'],None,218218,Amar-Suen.06.01.04 (us2 year),72.0104
ur-šu-ga-lam-ma,['recipient'],None,218218,Amar-Suen.06.01.04 (us2 year),72.0104
in-ta-e₃-a,['intermediary'],None,218219,Amar-Suen.04.00.00,70.0000
ab-ba-sa₆-ga,['source'],None,218221,Amar-Suen.04.09m.28 (intercalated),70.0928
in-ta-e₃-a,['recipient'],None,218221,Amar-Suen.04.09m.28 (intercalated),70.0928
ab-ba-sa₆-ga,['source'],None,218222,Amar-Suen.03.10.16,69.1016
in-ta-e₃-a,['recipient'],None,218222,Amar-Suen.03.10.16,69.1016
ur-ku₃-nun-na,['source'],None,218225,Amar-Suen.03.06.00,69.0600
lu₂-{d}utu,['intermediary'],None,218225,Amar-Suen.03.06.00,69.0600
ab-ba-sa₆-ga,['source'],None,218226,Amar-Suen.04.10.04,70.1004
na-lu₅,['recipient'],None,218226,Amar-Suen.04.10.04,70.1004
ur-ku₃-nun#-[na],['intermediary'],None,218227,Ibbi-Suen.01.09.00,85.0900
{d#}nanna-ma-ba,['source'],None,218227,Ibbi-Suen.01.09.00,85.0900
ab-ba-sa₆-ga,['source'],None,218228,Amar-Suen.04.02.25,70.0225
lu₂-dingir-ra,['recipient'],None,218228,Amar-Suen.04.02.25,70.0225
a-hu-ni,['source'],None,218229,Shulgi.45.11.--,63.1100
{d}en-lil₂-la₂,['recipient'],None,218229,Shulgi.45.11.--,63.1100
ab-ba-sa₆-ga,['source'],None,218230,Amar-Suen.06.01.02 (us2 year),72.0102
na-lu₅,['recipient'],None,218230,Amar-Suen.06.01.02 (us2 year),72.0102
ab-ba-sa₆-ga,['source'],None,218232,Amar-Suen.02.05.22,68.0522
{d}šul-gi-a-a-mu,['recipient'],None,218232,Amar-Suen.02.05.22,68.0522
ab-ba-sa₆-ga,['source'],None,218234,Amar-Suen.09.01.00,75.0100
a-ha-ni-šu,['recipient'],None,218234,Amar-Suen.09.01.00,75.0100
a-al-la-mu,['intermediary'],None,218234,Amar-Suen.09.01.00,75.0100
a-ha-ni-šu,['recipient'],None,218234,Amar-Suen.09.01.00,75.0100
ab-ba-sa₆-ga,['source'],None,218237,Amar-Suen.07.08.26,73.0826
u₂-ta₂-mi-šar-ra-am,['recipient'],None,218237,Amar-Suen.07.08.26,73.0826
šu-er₃-ra,['recipient'],None,218244,Amar-Suen.06.11.16,72.1116
hu-nu-nu-ur,['source'],None,218245,00.00.01.26,
du-du,['source'],None,218245,00.00.01.26,
ur-sukkal,['source'],None,218245,00.00.01.26,
sa₃-si₂,['source'],None,218245,00.00.01.26,
sa₃-si₂,['source'],None,218245,00.00.01.26,
ab-ba-sa₆-ga,['source'],None,218249,Amar-Suen.06.12.05,72.1205
šu-ma-ma,['recipient'],None,218249,Amar-Suen.06.12.05,72.1205
na-sa₆,['source'],None,218250,Shulgi.48.11.00,66.1100
ur-nigar{gar},['recipient'],None,218250,Shulgi.48.11.00,66.1100
en-dingir-mu,['intermediary'],None,218250,Shulgi.48.11.00,66.1100
ur-nigar{gar},['recipient'],None,218250,Shulgi.48.11.00,66.1100
ab-ba-sa₆-ga,['source'],None,218252,Amar-Suen.02.12.17,68.1217
{d}šul-gi-a-a-mu,['recipient'],None,218252,Amar-Suen.02.12.17,68.1217
ab-ba-sa₆-ga,['source'],None,218253,Amar-Suen.07.01.11,73.0111
a-hu-we-er,['recipient'],None,218253,Amar-Suen.07.01.11,73.0111
ab-ba-sa₆-ga,['source'],None,218254,Amar-Suen.01.11.30,67.1130
na-lu₅,['recipient'],None,218254,Amar-Suen.01.11.30,67.1130
lu₂-{d}inanna,['representative'],sukkal[secretary],218255,Amar-Suen.06.12.05,72.1205
ur-ku₃-nun-na,['source'],None,218258,Ibbi-Suen.01.06.22,85.0622
ab-ba-sa₆-ga,['source'],None,218260,Amar-Suen.03.12.04,69.1204
na-lu₅,['recipient'],None,218260,Amar-Suen.03.12.04,69.1204
ku₃-ga#!-ni!,['source'],None,218264,"Shu-Suen.05.01.00 (us2 year), Shu-Suen.05.12d.00 (intercalated) (us2 year)",80.0100
nam-ha-ni,['source'],None,218271,Shulgi.47.08.00 (us2 year),65.0800
{d}en-lil₂-la₂,['recipient'],None,218271,Shulgi.47.08.00 (us2 year),65.0800
li-i₃-si-in,['representative'],None,407247,Amar-Suen.02.11.00,68.1100
ur-mes,['source'],PN,301283,Shulgi.44.06.00,62.0600
na-sa₆,['source'],None,227622,Shulgi.46.01.00 (us2 year),64.0100
{[d]}suen#-a#-bu#-[šu],['representative'],šagia[cup-bearer],300949,Shu-Suen.06.09.14,81.0914
lu₂-dingir-ra,['source'],None,300949,Shu-Suen.06.09.14,81.0914
ur-ku₃-nun-na#,['source'],PN,234869,Shu-Suen.08.08.21,83.0821
a-hu#-wa-qar,['intermediary'],None,234877,Shu-Suen.02.07.10,77.0710
ur#-nig₂,['source'],None,234877,Shu-Suen.02.07.10,77.0710
ur-mes,['source'],None,234877,Shu-Suen.02.07.10,77.0710
ur-{d}lugal#-edin-ka#,['source'],None,234878,Shulgi.45.08.26,63.0826
ur#-[{d}en-lil₂-la₂],['intermediary'],šarrabdu[administrator],234882,Shu-Suen.07.--.00,82.0000
ur-{geš}gigir,['source'],None,234888,"Shu-Suen.03.01.00, Shu-Suen.03.11d.00 (intercalated)",78.0100
giri₃-ni-i₃-sa₆,['source'],None,234888,"Shu-Suen.03.01.00, Shu-Suen.03.11d.00 (intercalated)",78.0100
lu₂-amar-ku₃,['recipient'],None,234899,"Shu-Suen.07.01.00, Shu-Suen.07.10.00",82.0100
in-ta-e₃-a,['source'],None,234908,Amar-Suen.06.05.03 ?,72.0503
ab-ba-sa₆-ga,['source'],None,234919,Amar-Suen.08.09.00,74.0900
u₂-ta₂-mi-šar-ra-am,['recipient'],None,234919,Amar-Suen.08.09.00,74.0900
lu₂#-{d}suen,['recipient'],None,234921,Shu-Suen.08.07.16,83.0716
ur#-{d#}nanna#,['source'],None,234922,Shu-Suen.03.09.00,78.0900
{d}nanna#-kam,['representative'],sukkal[secretary],234927,Shu-Suen.09.06.11,84.0611
ur-mes,['source'],None,234929,"Shu-Suen.05.00.00, Shu-Suen.05.06.00 (us2 year)",80.0000
ur₃#-re-ba-du₇,['recipient'],None,234929,"Shu-Suen.05.00.00, Shu-Suen.05.06.00 (us2 year)",80.0000
na-lu₅#,['source'],PN,234930,Amar-Suen.03.09.27,69.0927
tu-ra-am-{d}da-gan,['representative'],None,234931,Amar-Suen.05.05.25,71.0525
ab-ba-sa₆#-ga,['source'],PN,234931,Amar-Suen.05.05.25,71.0525
ab#-ba#-sa₆#-ga#,['recipient'],None,234933,Amar-Suen.01.--.00,67.0000
in-ta-e₃-a#,['source'],None,234936,Shu-Suen.09.09.00,84.0900
ab-ba-sa₆-ga,['recipient'],None,234937,Amar-Suen.07.12.17,73.1217
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],234939,Shu-Suen.04.08.20 ?,79.0820
ab-ba-<<ba>>-sa₆-ga,['source'],None,234942,Amar-Suen.02.03.00,68.0300
lu₂-dingir-ra,['recipient'],None,234942,Amar-Suen.02.03.00,68.0300
lu₂-dingir-ra,['representative'],None,234949,Shulgi.48.09.25,66.0925
lu₂-dingir#-ra#,['source'],None,234949,Shulgi.48.09.25,66.0925
lu₂-dingir-ra,['source'],None,234951,Amar-Suen.02.08.00,68.0800
ab-ba-sa₆-ga,['source'],None,234954,Amar-Suen.07.08.07,73.0807
en-dingir-mu,['recipient'],None,234954,Amar-Suen.07.08.07,73.0807
a₂-bi₂-li₂-a,['representative'],None,234958,Shulgi.35.10.00 (us2 year),53.1000
ma-šum,['representative'],None,234958,Shulgi.35.10.00 (us2 year),53.1000
ur-{d}dumu-zi-da,['intermediary'],None,234958,Shulgi.35.10.00 (us2 year),53.1000
{d}šul-gi-iri-mu,['recipient'],None,234960,Amar-Suen.04.02.21,70.0221
ARAD₂-mu,['representative'],None,234964,Shu-Suen.01.05.08,76.0508
nu-ur₂-{d}iškur,['intermediary'],dubsar[scribe],234964,Shu-Suen.01.05.08,76.0508
nu-ur₂-{d}suen,['recipient'],None,234965,Amar-Suen.08.10.00,74.1000
be-li₂-du₁₀,['recipient'],None,234966,Shulgi.33.04.00 (us2 year) ?,51.0400
šeš-kal-la,['new owner'],šukud[fisherman],234967,Amar-Suen.05.01.18,71.0118
du-uk-ra,['new owner'],None,234967,Amar-Suen.05.01.18,71.0118
a-a-kal-la,['representative'],None,234967,Amar-Suen.05.01.18,71.0118
ab-ba-sa₆-ga,['source'],PN,234967,Amar-Suen.05.01.18,71.0118
ku-ba-tum,['new owner'],None,234969,Amar-Suen.09.07.00,75.0700
tu-ra-am-{d}da-gan,['source'],None,234969,Amar-Suen.09.07.00,75.0700
in-ta-e₃-a,['recipient'],None,234969,Amar-Suen.09.07.00,75.0700
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],234969,Amar-Suen.09.07.00,75.0700
nu#-ur₂#-{d}suen,['recipient'],None,234972,Shulgi.48.00.00,66.0000
ur-x-nun,['intermediary'],None,234975,Amar-Suen.03.08.00,69.0800
šu-[...],['intermediary'],None,234975,Amar-Suen.03.08.00,69.0800
ARAD₂-re-[eb,['intermediary'],AN,234975,Amar-Suen.03.08.00,69.0800
ur-ku₃-nun-na,['source'],PN,234975,Amar-Suen.03.08.00,69.0800
be-li₂-du₁₀,['recipient'],None,234984,Shulgi.35.02.00 (us2 year),53.0200
ab-ba-sa₆-ga,['recipient'],None,234987,Amar-Suen.05.08.13,71.0813
lu₂#-sa₆#-ga#,['recipient'],None,234989,Amar-Suen.08.07.00,74.0700
[{d}]nanna#-igi-du,['representative'],šagia[cup-bearer],234992,Amar-Suen.09.12.22,75.1222
ta₂-hi-iš-a-tal,['source'],None,234992,Amar-Suen.09.12.22,75.1222
be-li₂-i₃-li₂,['source'],None,234996,Amar-Suen.09.12d.07 (intercalated),75.1207
lu₂-{d}suen,['intermediary'],dubsar[scribe],234996,Amar-Suen.09.12d.07 (intercalated),75.1207
{d}šul-gi-[iri-mu],['recipient'],None,234998,"Shu-Suen.06.07.00, Shu-Suen.06.08.00",81.0700
lugal-me-lam₂,['source'],PN,234998,"Shu-Suen.06.07.00, Shu-Suen.06.08.00",81.0700
dingir-ba-ni,['recipient'],None,235001,Amar-Suen.09.03.00 (us2 year),75.0300
{d}en-lil₂-la₂,['source'],None,235002,Amar-Suen.04.01.00,70.0100
ab-ba-sa₆-ga,['recipient'],None,235015,Amar-Suen.05.02.00,71.0200
a#-hu-we#-er#,['source'],None,235017,Shu-Suen.02.11.00,77.1100
ab-ba-sa₆-ga,['source'],None,235020,Amar-Suen.04.11.29,70.1129
in-ta-e₃-a,['recipient'],None,235020,Amar-Suen.04.11.29,70.1129
nu]-ur₂#-{d}suen,['source'],PN,235034,Shu-Suen.05.07.00 (us2 year),80.0700
in-ta-e₃-a,['source'],PN,235039,Shu-Suen.08.11.00,83.1100
ARAD₂-mu,['recipient'],ensik[ruler],235054,00.00.03.00,
be#-li₂#-i₃-li₂,['source'],None,235059,Shu-Suen.02.09.12,77.0912
[{d}]šul#-gi-iri-mu#,['recipient'],None,235061,Amar-Suen.06.11.26,72.1126
ur-šu-ga-lam-ma,['intermediary'],dubsar[scribe],235061,Amar-Suen.06.11.26,72.1126
lu₂-sa₆-ga,['source'],PN,235061,Amar-Suen.06.11.26,72.1126
ab-ba-sa₆-ga,['source'],None,235068,Amar-Suen.07.11.06,73.1106
u₂-ta₂-mi-šar-ra-am,['recipient'],None,235068,Amar-Suen.07.11.06,73.1106
en-dingir-mu,['source'],None,235071,Amar-Suen.04.07.10,70.0710
{d}šul-gi-iri-mu,['recipient'],None,235071,Amar-Suen.04.07.10,70.0710
tu-ra-am-i₃-li₂,['source'],None,235076,Amar-Suen.01.06.00,67.0600
ab#-ba-sa₆-ga,['source'],None,235089,Amar-Suen.07.10.00,73.1000
{d}ba-ba₆-da-nir-gal₂,['recipient'],None,235089,Amar-Suen.07.10.00,73.1000
a-hu-ni,['source'],None,235279,Amar-Suen.01.07.26,67.0726
ur-nigar{gar},['recipient'],None,235279,Amar-Suen.01.07.26,67.0726
ARAD₂-mu,['representative'],None,235281,Amar-Suen.04.04.19,70.0419
{d}šul-gi-a-a-mu,['source'],PN,235281,Amar-Suen.04.04.19,70.0419
[{d}šul-gi-iri-mu],['recipient'],None,235323,Shu-Suen.04.08.30,79.0830
in-ta-e₃-a,['source'],None,235336,--.--.04.00,
nu#-ur₂-{d}suen,['intermediary'],dubsar[scribe],235336,--.--.04.00,
na#-sa₆#,['recipient'],None,235343,Shulgi.43.11.00 ?,61.1100
i-ku-mi#-[šar,['new owner'],AN,235364,Shulgi.43.01.08,61.0108
ur-{d}šul#-[gi-ra],['new owner'],None,235364,Shulgi.43.01.08,61.0108
a-hu-we-er,['source'],None,235365,--.--.--.--,
ur-{d}lugal-edin-ka,['source'],None,235367,Shulgi.47.01.20 (us2 year),65.0120
na-sa₆,['recipient'],None,235378,Shulgi.48.07.00 (us2 year),66.0700
ur#-{d}ištaran#,['new owner'],None,235379,Shulgi.44.09.00,62.0900
{d#}nanše#-GIR₂@g-gal,['representative'],None,235379,Shulgi.44.09.00,62.0900
en-{d}nanše-ki-ag₂,['representative'],šagia[cup-bearer],235384,Amar-Suen.03.11.00,69.1100
ARAD₂#-mu,['representative'],None,235384,Amar-Suen.03.11.00,69.1100
{d}šul-gi-a-a-mu,['source'],None,235384,Amar-Suen.03.11.00,69.1100
a#-hu#-ni,['representative'],šagia[cup-bearer],235387,Shu-Suen.01.12.00,76.1200
nu#-ur₂-{d#}suen#,['representative'],šagia[cup-bearer],235387,Shu-Suen.01.12.00,76.1200
ARAD₂#-mu,['representative'],None,235387,Shu-Suen.01.12.00,76.1200
zu-ba-ga,['source'],PN,235387,Shu-Suen.01.12.00,76.1200
ab-ba-sa₆-ga,['source'],None,235432,Amar-Suen.05.10.14,71.1014
u₂-da-mi-šar-ra-am,['recipient'],None,235432,Amar-Suen.05.10.14,71.1014
en-dingir-mu,['source'],None,235435,Shulgi.26.11.00,44.1100
{d}nin-lil₂-ama-mu,['recipient'],None,235435,Shulgi.26.11.00,44.1100
ur-šu-ga-lam#-[ma],['intermediary'],dubsar[scribe],235445,Amar-Suen.09.02.21,75.0221
ab-ba-sa₆-ga,['source'],None,235448,Amar-Suen.06.12.24,72.1224
tah-ša-tal,['recipient'],None,235448,Amar-Suen.06.12.24,72.1224
nu-ur₂-{d}suen#,['intermediary'],None,235460,Ibbi-Suen.02.08.30 ?,86.0830
na-lu₅,['source'],None,235512,Shulgi.45.09.00,63.0900
na-sa₆,['recipient'],None,235512,Shulgi.45.09.00,63.0900
in-ta-e₃-a,['recipient'],None,235549,Shu-Suen.03.10.23,78.1023
nu-ur₂-{d}suen#,['intermediary'],dubsar[scribe],235549,Shu-Suen.03.10.23,78.1023
nu-ur₂-{d}suen#,['intermediary'],None,235549,Shu-Suen.03.10.23,78.1023
lugal#-ma₂-gur₈-re,['source'],None,235557,Shulgi.43.00.00,61.0000
nin-ga₂,['intermediary'],u,235575,Shulgi.41.04.00 (us2-us2 year),59.0400
a₂-bi₂-li₂#-[a],['source'],None,235575,Shulgi.41.04.00 (us2-us2 year),59.0400
šeš-da-da,['new owner'],FN,235579,Shulgi.44.01m.28 (intercalated) =? Shulgi.45.01.28 (intercalated?) ,62.0128
ur-{d}en-lil₂-la₂,['new owner'],None,235579,Shulgi.44.01m.28 (intercalated) =? Shulgi.45.01.28 (intercalated?) ,62.0128
ur-nigar#{gar},['recipient'],None,235579,Shulgi.44.01m.28 (intercalated) =? Shulgi.45.01.28 (intercalated?) ,62.0128
tu-ra-am-{d}da-gan,['source'],None,235592,Amar-Suen.05.04.30,71.0430
{d}nanše-GIR₂@g-gal,['representative'],None,235603,Amar-Suen.05.05.00,71.0500
ab-ba-sa₆-ga,['source'],None,235606,Amar-Suen.05.04.24,71.0424
tu#-ra#-am-{d}da-gan#,['recipient'],None,235606,Amar-Suen.05.04.24,71.0424
{d}nanše#-GIR₂@g-gal,['representative'],None,235620,Amar-Suen.03.05.05 ,69.0505
{d}šul#-gi-a-a-mu#,['source'],PN,235620,Amar-Suen.03.05.05 ,69.0505
ab-ba-sa₆-ga,['source'],PN,235623,Amar-Suen.03.11d.29 (intercalated),69.1129
ur#-{d}ba-ba₆,['representative'],None,235635,--.--.--.11 (us2 year),
e₂-a-i₃-li₂,['new owner'],None,235635,--.--.--.11 (us2 year),
ku₅#-da#-mu,['new owner'],None,235635,--.--.--.11 (us2 year),
na-sa₆#,['source'],PN,235635,--.--.--.11 (us2 year),
it-ra-ak-i₃-li₂,['intermediary'],sukkal[secretary],235696,Amar-Suen.04.09m.00 (intercalated),70.0900
šu-ru-uš-ki-in,['representative'],šakkanak[general],235696,Amar-Suen.04.09m.00 (intercalated),70.0900
{d}šul-gi-a-a-mu,['source'],PN,235696,Amar-Suen.04.09m.00 (intercalated),70.0900
in-ta-e₃-a,['source'],None,235700,Amar-Suen.07.10.13,73.1013
in-ta-e₃,['source'],PN,235716,Ibbi-Suen.02.10.03,86.1003
{d}nanna-ma-ba,['intermediary'],dubsar[scribe],235716,Ibbi-Suen.02.10.03,86.1003
ur-šu,['representative'],muhaldim[cook],235990,Shu-Suen.01.01.04,76.0104
in-ta-e₃-a,['source'],PN,235990,Shu-Suen.01.01.04,76.0104
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],235990,Shu-Suen.01.01.04,76.0104
i-tu-tu-a,['source'],None,300438,Shulgi.40.12.00,58.1200
ab-ba-sa₆-ga,['recipient'],None,248672,Amar-Suen.05.06.00,71.0600
lu₂-dingir-ra,['source'],None,248675,Shulgi.46.12.03,64.1203
na-sa₆,['recipient'],None,248675,Shulgi.46.12.03,64.1203
ab-ba-sa₆-ga,['source'],None,248731,Amar-Suen.07.03.09,73.0309
in-ta-e₃-a,['recipient'],None,248731,Amar-Suen.07.03.09,73.0309
lugal,['new owner'],None,248739,Amar-Suen.01.05.00,67.0500
{d}šul-gi-ra,['new owner'],None,248739,Amar-Suen.01.05.00,67.0500
a-hu-ni,['recipient'],None,248739,Amar-Suen.01.05.00,67.0500
a-bu-bu,['intermediary'],None,248739,Amar-Suen.01.05.00,67.0500
{d}šul-gi-a-a-mu,['recipient'],None,248741,Amar-Suen.04.09m.17 (intercalated),70.0917
{d}šul-gi-a-a-mu,['recipient'],None,248742,Amar-Suen.09.12.23,75.1223
ab-ba-sa₆-ga,['source'],None,248743,Amar-Suen.06.07.24 ,72.0724
na-lu₅,['recipient'],None,248743,Amar-Suen.06.07.24 ,72.0724
{d}šul-gi-si-sa₂,['source'],None,248804,00.00.00.00,
ab-ba-sa₆-ga,['source'],None,249255,Amar-Suen.03.09.00,69.0900
in-ta-e₃-a,['recipient'],None,249255,Amar-Suen.03.09.00,69.0900
lu₂-dingir-ra,['recipient'],None,299538,00.--.05.--,
a#-a#-mu,['source'],None,299073,Shulgi.39.05.00,57.0500
ur-e₂-ninnu,['recipient'],None,299073,Shulgi.39.05.00,57.0500
lu₂-{d}nanna,['recipient'],None,298413,Shu-Suen.08.09.00,83.0900
ur#-nigar,['intermediary'],dubsar[scribe],290169,Shu-Suen.05.00.00,80.0000
[na]-sa₆,['recipient'],None,272560,Shulgi.47.05.00 (us2 year),65.0500
du#-du,['source'],None,272561,Shu-Suen.05.04.00 (us2 year),80.0400
{d}nanše-GIR₂@g-gal,['representative'],None,273267,Amar-Suen.04.11.06,70.1106
a-hu-we-er,['source'],None,273267,Amar-Suen.04.11.06,70.1106
kur-giri₃-ni-<<ni>>-še₃,['new owner'],None,273410,Shulgi.43.00.00,61.0000
ur-{d}šul-gi-ra,['representative'],None,273410,Shulgi.43.00.00,61.0000
lugal-nir-gal₂,['new owner'],None,273410,Shulgi.43.00.00,61.0000
i-za-ri₂-iq,['representative'],None,273410,Shulgi.43.00.00,61.0000
ab-ba-sa₆-ga,['source'],None,273411,Amar-Suen.04.04.29,70.0429
na-lu₅,['recipient'],None,273411,Amar-Suen.04.04.29,70.0429
lu₂-dingir-ra,['source'],None,273412,Amar-Suen.05.10.26,71.1026
{d}šul-gi-iri-mu,['recipient'],None,273412,Amar-Suen.05.10.26,71.1026
lu₂-{d}en-ki,['intermediary'],None,273415,Shu-Suen.02.08.00,77.0800
nu-ur₂-{d}iškur,['intermediary'],dubsar[scribe],273415,Shu-Suen.02.08.00,77.0800
ab-ba-sa₆-ga,['source'],None,273505,Amar-Suen.08.08.00,74.0800
ur-{d}nin-sa-za,['recipient'],None,273505,Amar-Suen.08.08.00,74.0800
ab-ba-sa₆-ga,['source'],None,273506,Amar-Suen.05.05.30,71.0530
in-ta-e₃-a,['recipient'],None,273506,Amar-Suen.05.05.30,71.0530
ur-šu-ga-lam-ma,['source'],None,273510,Amar-Suen.08.07.01,74.0701
ur-ku₃-nun-na,['recipient'],None,273524,Shu-Suen.08.10.00,83.1000
ur-ku₃-nun-na,['recipient'],None,273524,Shu-Suen.08.10.00,83.1000
na-sa₆,['source'],None,273973,Shulgi.46.05.00,64.0500
lugal-he₂-gal₂,['recipient'],None,273973,Shulgi.46.05.00,64.0500
na-sa₆,['source'],PN,274024,Shulgi.47.11.00 (us2 year),65.1100
{d}šul-gi-iri-mu,['intermediary'],None,274585,Amar-Suen.05.00.00 ?,71.0000
la-la-mu,['intermediary'],sukkal[secretary],274585,Amar-Suen.05.00.00 ?,71.0000
du-uk-ra,['recipient'],None,274585,Amar-Suen.05.00.00 ?,71.0000
i₃-lal₃-lum,['recipient'],None,274585,Amar-Suen.05.00.00 ?,71.0000
šu-i₃-li₂,['intermediary'],None,274585,Amar-Suen.05.00.00 ?,71.0000
šu-i₃-li₂,['intermediary'],sukkal[secretary],274585,Amar-Suen.05.00.00 ?,71.0000
ARAD₂#-mu#,['representative'],None,274585,Amar-Suen.05.00.00 ?,71.0000
ta₂-hi-iš-a-tal,"['source', 'representative']",None,296650,Shu-Suen.06.08.00,81.0800
šu-{d}šul-gi,['intermediary'],šuʾi[barber],296650,Shu-Suen.06.08.00,81.0800
ta₂-hi-iš-a-tal,"['source', 'representative']",None,296650,Shu-Suen.06.08.00,81.0800
[ARAD₂?]-{d#}nanna,['representative'],sukkal[secretary],211187,--.--.04.00,
lugal-inim-gi-na,['intermediary'],sukkal[secretary],289524,Shulgi.47.12.23 (us2 year),65.1223
ARAD₂-mu,['representative'],None,289524,Shulgi.47.12.23 (us2 year),65.1223
lu₂-sa₆-ga,['source'],PN,289528,Amar-Suen.09.09.03,75.0903
ur-šu-ga-lam-ma,['intermediary'],dubsar[scribe],289528,Amar-Suen.09.09.03,75.0903
lugal-inim-gi-na,['intermediary'],sukkal[secretary],289535,Amar-Suen.01.02.23,67.0223
