name,id,role,profession,processed year,family,p_index,Archive,% domesticated animal,% dead animal,% leather object,% precious object,% queen,% seal,% unknown,% wild animal,% wool,date name,maxYear,minYear,Max Gap Start Year,Max Gap End Year,% source,% intermediary,% recipient,% representative
ku-li-ta,817,"[""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}""]",,"['61.0600', '61.1100', '64.0200', '64.0300', '65.0000', '66.0700', '66.0900', '67.0300', '67.1200', '68.0000', '70.0603', '71.1100', '74.0000']","['', '', '', '', '', '', '', '', '', '', '', '', '']","[108693, 407275, 115397, 142125, 320535, 124580, 125596, 382201, 103867, 102701, 105226, 124656, 124585]","['domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'unknown', 'unknown', 'domesticated animal', 'unknown', 'domesticated animal', 'unknown', 'domesticated animal', 'unknown', 'unknown']",0.4615384615384616,0.0,0.0,0.0,0.07692307692307693,0.0,0.4615384615384616,0.0,0.0,"['{Shulgi.43.06.00}', '{Shulgi.43.11.00}', '{Shulgi.46.02.00 (us2 year)}', '{Shulgi.46.03.00}', '{Shulgi.47.--.-- (us2 year) ?}', '{Shulgi.48.07.00}', '{Shulgi.48.09.00}', '{Amar-Suen.01.03.00}', '{Amar-Suen.01.12.00}', '{Amar-Suen.02.00.00}', '{Amar-Suen.04.06.03, Amar-Suen.04.06.09}', '{Amar-Suen.05.11.00}', '{Amar-Suen.08.00.00}']",74.0,61.06,64.02,61.11,1.0,0.0,0.0,0.0
ku-na-ma-tum,818,"[""{'source'}"", '']",,['65.0811'],"['', '']","[100978, 131560]","['domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '{Shulgi.47.08.11 (us2 year)}']",65.0811,65.0811,65.0811,65.0811,0.5,0.0,0.0,0.0
ku-ru-ub-er₃-ra,819,"['', '', '', '', '', '', '', '']",,"['60.0800', '64.1000', '65.0100', '65.0103', '65.0300', '66.1218', '67.0000', '72.0327']","['', '', '', '', '', '', '', '']","[101313, 103136, 126348, 130409, 100270, 144196, 125529, 100271]","['unknown', 'domesticated animal', 'queen', 'domesticated animal', 'queen', 'domesticated animal', 'queen', 'queen']",0.375,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.0,"['{Shulgi.42.08.00}', '{Shulgi.46.10.00}', '{Shulgi.47.01.00 (us2 year)}', '{Shulgi.47.01.03 (us2 year)}', '{Shulgi.47.03.00 (us2 year)}', '{Shulgi.48.12.18}', '{Amar-Suen.01.00.00}', '{Amar-Suen.06.03.27}']",72.0327,60.08,72.0327,67.0,0.0,0.0,0.0,0.0
ku-ru-ub-e₂-a,820,"['', '']",,['78.0300'],"['', '']","[118506, 100284]","['domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '{Shu-Suen.03.03.00 (us2 year)}']",78.03,78.03,78.03,78.03,0.0,0.0,0.0,0.0
ku-ru-ub-{d}utu,821,"['', '', '']",,['65.0417'],"['', '', '']","[123507, 430435, 416125]","['domesticated animal', 'seal', 'domesticated animal']",0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,"['', '', '{Shulgi.47.04.17 (us2 year)}']",65.0417,65.0417,65.0417,65.0417,0.0,0.0,0.0,0.0
ku-un-da-a,822,"['', ""{'intermediary'}"", ""{'intermediary'}""]",,"['70.0714', '71.0810']","['', '', '']","[124964, 124361, 142636]","['domesticated animal', 'domesticated animal', 'dead animal']",0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '{Amar-Suen.04.07.14}', '{Amar-Suen.05.08.10}']",71.081,70.0714,71.081,70.0714,0.0,0.6666666666666666,0.0,0.0
ku-un-ši-ma-tum,823,"[""{'intermediary'}"", ""{'intermediary'}"", '', ""{'intermediary'}""]",,"['76.0200', '76.0222', '76.0309', '76.0401']","['', '', '', '']","[131031, 104507, 125988, 429765]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Shu-Suen.01.02.00 ?}', '{Shu-Suen.01.02.22}', '{Shu-Suen.01.03.09}', '{Shu-Suen.01.04.01}']",76.0401,76.02,76.0401,76.0309,0.0,0.75,0.0,0.0
ku-u₃,824,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['61.0512', '64.0400', '65.0418', '66.0622', '67.1223', '68.0101', '68.0104', '68.0518', '68.1100', '69.0712', '69.1226', '71.0121', '71.0121', '71.0228', '72.0600', '78.0701']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[126312, 103975, 124341, 292620, 125025, 118481, 201414, 107819, 134685, 102346, 133927, 122138, 111800, 123618, 125430, 115532, 123370, 218050]","['domesticated animal', 'wild animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'wild animal', 'domesticated animal', 'domesticated animal', 'wild animal', 'wild animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal']",0.7222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,"['', '', '{Shulgi.43.05.12}', '{Shulgi.46.04.00}', '{Shulgi.47.04.18 (us2 year)}', '{Shulgi.48.06.22}', '{Amar-Suen.01.12.23}', '{Amar-Suen.02.01.01, Amar-Suen.02.01.30}', '{Amar-Suen.02.01.04 (us2 year)}', '{Amar-Suen.02.05.18}', '{Amar-Suen.02.11.00}', '{Amar-Suen.03.07.12}', '{Amar-Suen.03.12.26}', '{Amar-Suen.05.01.21}', '{Amar-Suen.05.01.21}', '{Amar-Suen.05.02.28}', '{Amar-Suen.06.06.00 ?, Amar-Suen.06.12.00 ?, Amar-Suen.07.02.03}', '{Shu-Suen.03.07.01}']",78.0701,61.0512,78.0701,72.06,0.0,0.0,0.0,0.0
kur-bi-la-ak,825,"['', '', ""{'intermediary'}"", '', '', '', '', ""{'representative'}"", ""{'representative'}"", ""{'representative'}"", ""{'source'}"", ""{'representative'}"", ""{'representative'}"", '', '', '', '', ""{'recipient'}"", ""{'source'}"", ""{'intermediary'}"", ""{'recipient'}"", ""{'intermediary'}"", '', '', '', '', '', ""{'representative'}"", '', '']",,"['49.0400', '64.0715', '65.0600', '65.0614', '65.0615', '65.0800', '66.0625', '66.0627', '66.0719', '70.0925', '71.0000', '74.0400', '76.0100', '76.0928', '77.0100', '78.0100', '79.0804', '79.0821', '81.0000', '81.0020', '81.0800', '81.0914', '82.0300', '82.0418', '85.1000']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[108667, 127348, 406804, 107690, 211711, 332381, 100986, 202529, 103506, 104411, 134236, 103394, 235336, 128649, 100987, 100977, 121721, 104433, 134015, 112128, 126091, 103819, 390763, 298493, 126479, 123603, 107710, 124776, 135119, 296650]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'precious object', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'unknown', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'precious object', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'leather object']",0.7,0.06666666666666668,0.03333333333333333,0.06666666666666668,0.03333333333333333,0.0,0.1,0.0,0.0,"['', '', '', '', '', '{Shulgi.31.04.00}', '{Shulgi.46.07.15}', '{Shulgi.47.06.00}', '{Shulgi.47.06.14 (us2 year)}', '{Shulgi.47.06.15 (us2 year)}', '{Shulgi.47.08.00 (us2 year)}', '{Shulgi.48.06.25}', '{Shulgi.48.06.27}', '{Shulgi.48.07.19}', '{Amar-Suen.04.09.25}', '{Amar-Suen.05.00.00}', '{Amar-Suen.08.04.00, Amar-Suen.08.04.30, Amar-Suen.08.05.00, Amar-Suen.08.06.11}', '{Shu-Suen.01.01.00 , Shu-Suen.01.12d.00 (intercalated)}', '{Shu-Suen.01.09.28}', '{Shu-Suen.02.01.00 (us2 year)}', '{Shu-Suen.03.01.00, Shu-Suen.03.02.00, Shu-Suen.03.03.00, Shu-Suen.03.06.00, Shu-Suen.03.07.00, Shu-Suen.03.11d.00 (intercalated)}', '{Shu-Suen.04.08.04}', '{Shu-Suen.04.08.21}', '{Shu-Suen.06.00.00 ?}', '{Shu-Suen.06.00.20}', '{Shu-Suen.06.08.00}', '{Shu-Suen.06.09.14}', '{Shu-Suen.07.03.--, Shu-Suen.07.03.08}', '{Shu-Suen.07.04.18}', '{Ibbi-Suen.01.10.00 ?, Ibbi-Suen.02.04.29}']",85.1,49.04,64.0715,49.04,0.06666666666666667,0.1,0.06666666666666667,0.2
kur-bi-la-ak-ta,826,"[""{'source', 'recipient'}"", ""{'source'}"", ""{'source'}"", ""{'source', 'recipient'}"", ""{'source', 'recipient'}"", ""{'source', 'recipient'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", '']",,"['70.1200', '74.0413', '76.1218', '76.1219', '77.0100', '77.0401', '77.0500', '77.0801', '77.0900', '77.1008', '77.1200', '78.0111']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']","[128938, 118617, 106364, 104770, 103838, 126596, 132073, 104073, 421775, 131046, 125762, 104354, 416477, 109773]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal']",0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '', '{Amar-Suen.04.12.00}', '{Amar-Suen.08.04.13}', '{Shu-Suen.01.12d.18 (intercalated)}', '{Shu-Suen.01.12.19}', '{Shu-Suen.02.01.00, Shu-Suen.02.12.00}', '{Shu-Suen.02.04.01}', '{Shu-Suen.02.05.00}', '{Shu-Suen.02.08.01, Shu-Suen.02.08.06}', '{Shu-Suen.02.09.00}', '{Shu-Suen.02.10.08}', '{Shu-Suen.02.12.00}', '{Shu-Suen.03.01.11 (us2 year)}']",78.0111,70.12,74.0413,70.12,0.7222222222222222,0.0,0.2222222222222222,0.0
kur-giri₃-ni-še₃,827,"['', '', '', ""{'representative'}"", ""{'representative'}"", ""{'recipient'}"", ""{'recipient'}"", ""{'representative'}"", '', ""{'recipient'}"", ""{'intermediary'}"", '', ""{'representative'}"", ""{'source', 'recipient'}"", '', '', '', ""{'representative'}"", '', ""{'representative'}"", '', ""{'representative'}"", ""{'representative'}"", ""{'representative'}"", '', '', '', '', '', '']",,"['52.0700', '59.0100', '59.1200', '59.1200', '61.0000', '61.1024', '63.0200', '64.0200', '64.0402', '64.0527', '65.0100', '65.0425', '65.0425', '65.0501', '65.0501', '65.0718', '65.0724', '65.0805', '65.0828', '65.1227', '66.1227', '68.0811', '68.1100', '71.0820', '71.1009', '78.0716', '78.1110']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[116193, 106309, 107686, 125831, 123535, 118469, 112420, 124905, 131594, 292620, 127740, 143716, 321035, 131574, 212049, 102377, 127826, 113749, 113750, 202526, 111897, 135056, 106039, 125578, 291578, 273410, 125019, 134042, 332578, 124452]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'leather object', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'domesticated animal', 'leather object', 'leather object', 'domesticated animal', 'leather object', 'leather object', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'unknown', 'queen', 'domesticated animal']",0.7,0.0,0.16666666666666666,0.0,0.06666666666666668,0.0,0.06666666666666668,0.0,0.0,"['', '', '', '{Shulgi.34.07.00}', '{Shulgi.41.01.00 (us2-us2 year)}', '{Shulgi.41.12.00 (us2-us2 year)}', '{Shulgi.41.12.00 (us2-us2 year)}', '{Shulgi.43.00.00}', '{Shulgi.43.10.24}', '{Shulgi.45.02.00 (us2 year)}', '{Shulgi.46.02.00}', '{Shulgi.46.04.02 (us2 year)}', '{Shulgi.46.05.27}', '{Shulgi.47.01.00 (us2 year)}', '{Shulgi.47.04.25 (us2 year)}', '{Shulgi.47.04.25 (us2 year)}', '{Shulgi.47.05.01 (us2 year)}', '{Shulgi.47.05.01 (us2 year)}', '{Shulgi.47.07.18 (us2 year)}', '{Shulgi.47.07.24 (us2 year)}', '{Shulgi.47.08.05 (us2 year)}', '{Shulgi.47.08.28 (us2 year)}', '{Shulgi.47.12.27 (us2 year)}', '{Shulgi.48.12.27}', '{Amar-Suen.02.08.11}', '{Amar-Suen.02.11.00}', '{Amar-Suen.05.08.20}', '{Amar-Suen.05.10.09}', '{Shu-Suen.03.07.16}', '{Shu-Suen.03.11.10}']",78.111,52.07,78.0716,71.1009,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.2903225806451613
kur-ti-lum,828,"['', '', ""{'recipient'}"", ""{'representative', 'intermediary'}"", '', '']",,"['61.0500', '69.0600', '71.1018', '75.0416', '77.0000']","['', '', '', '', '', '']","[200999, 128590, 108676, 407056, 130926, 122784]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'unknown']",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,"['', '{Shulgi.43.05.00}', '{Amar-Suen.03.06.00}', '{Amar-Suen.05.10.18}', '{Amar-Suen.09.04.16}', '{Shu-Suen.02.00.00, Shu-Suen.03.00.00}']",77.0,61.05,69.06,61.05,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
ku₃-ga,829,"['', '', '', '', '']",,"['71.1228', '71.1228', '71.1228', '84.1010', '85.0701']","['', '', '', '', '']","[108666, 106869, 131091, 131091, 131091]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.05.12.28}', '{Amar-Suen.05.12.28}', '{Amar-Suen.05.12.28}', '{Shu-Suen.09.10.10}', '{Ibbi-Suen.01.07.01 ?, Ibbi-Suen.01.07.08, Ibbi-Suen.01.07.09, Ibbi-Suen.01.07.11, Ibbi-Suen.01.07.12, Ibbi-Ibbi-Suen.01.07.11, Suen.01.07.15, Ibbi-Suen.01.07.19, Ibbi-Suen.01.07.20, Ibbi-Suen.01.07.21, Ibbi-Suen.01.07.22, Ibbi-Suen.01.07.23, Ibbi-Suen.01.}']",85.0701,71.1228,84.101,71.1228,0.0,0.0,0.0,0.0
ku₃-ga-ni,830,"['', '', '']",,[],"['', '', '']","[126313, 100798, 430268]","['domesticated animal', 'precious object', 'unknown']",0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,"['', '', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ku₃-ga-ni-ta,831,"[""{'source', 'recipient'}"", ""{'source'}""]",,"['77.0800', '80.0100']","['', '']","[218264, 106178]","['domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Shu-Suen.02.08.00}', '{Shu-Suen.05.01.00 (us2 year), Shu-Suen.05.12d.00 (intercalated) (us2 year)}']",80.01,77.08,80.01,77.08,0.6666666666666666,0.0,0.3333333333333333,0.0
ku₃-ge,832,"[""{'source'}"", '']",,['75.0325'],"['', '']","[106307, 211821]","['dead animal', 'domesticated animal']",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '{Amar-Suen.09.03.25}']",75.0325,75.0325,75.0325,75.0325,0.5,0.0,0.0,0.0
ku₃-{d}nanna,833,"['', '', ""{'recipient'}"", '', '', '', '', '', '', '', '', '', ""{'intermediary'}"", ""{'intermediary'}"", ""{'intermediary'}"", ""{'intermediary'}"", '', ""{'intermediary'}"", '', ""{'intermediary'}"", '', '', '', '', '', ""{'source'}"", '', '', ""{'intermediary'}"", '', '', '', '', '', '', '', ""{'recipient'}"", '', '', '', ""{'source', 'intermediary'}"", ""{'recipient'}"", '', ""{'recipient'}"", ""{'recipient'}"", '', ""{'recipient'}"", '', '', ""{'intermediary'}""]",,"['61.1200', '65.0828', '65.1017', '68.1009', '72.0406', '73.0800', '74.1002', '75.0400', '75.0423', '75.0909', '75.0911', '75.0914', '76.0200', '76.0211', '76.0213', '76.0903', '77.0000', '77.0000', '77.0211', '77.1111', '79.0222', '79.1223', '80.0713', '80.0828', '82.1002', '82.1102', '82.1215', '83.0500', '84.0101', '84.0200', '84.0708', '84.0708', '84.0709', '84.0814', '84.0814', '84.1026', '86.0108', '86.0419', '86.1200']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'dumu LuNannak[]PN', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[201025, 118469, 107703, 103110, 135108, 211500, 117646, 108676, 131608, 123488, 125752, 131070, 113399, 117412, 248683, 103691, 303365, 101339, 103059, 303722, 429765, 136255, 128198, 128198, 111812, 124548, 134940, 128944, 126020, 458396, 113434, 136294, 136294, 430251, 332161, 127552, 124541, 125731, 104410, 125580, 131632, 142124, 125014, 117422, 290500, 107911, 201114, 461502, 134952, 117299]","['domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'seal', 'precious object', 'domesticated animal', 'domesticated animal', 'seal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'wild animal', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'dead animal', 'domesticated animal', 'queen', 'domesticated animal', 'domesticated animal']",0.8,0.06,0.0,0.02,0.06,0.04,0.0,0.02,0.0,"['', '', '', '', '', '', '', '', '', '', '', '{Shulgi.43.12.00}', '{Shulgi.47.08.28 (us2 year)}', '{Shulgi.47.10.17 (us2 year)}', '{Amar-Suen.02.10.09}', '{Amar-Suen.06.04.06}', '{Amar-Suen.07.08.00}', '{Amar-Suen.08.10.02}', '{Amar-Suen.09.04.00}', '{Amar-Suen.09.04.23}', '{Amar-Suen.09.09.09}', '{Amar-Suen.09.09.11}', '{Amar-Suen.09.09.14}', '{Shu-Suen.01.02.00 ?}', '{Shu-Suen.01.02.11}', '{Shu-Suen.01.02.13}', '{Shu-Suen.01.09.03}', '{Shu-Suen.02.00.00, Shu-Suen.03.00.00}', '{Shu-Suen.02.00.00}', '{Shu-Suen.02.02.11}', '{Shu-Suen.02.11.11}', '{Shu-Suen.04.02.22 (us2 year)}', '{Shu-Suen.04.12.23}', '{Shu-Suen.05.07.13 (us2 year)}', '{Shu-Suen.05.08.28 (us2 year)}', '{Shu-Suen.07.10.02}', '{Shu-Suen.07.11.02}', '{Shu-Suen.07.12.15}', '{Shu-Suen.08.05.00}', '{Shu-Suen.09.01.01 (us2 year)}', '{Shu-Suen.09.02.00}', '{Shu-Suen.09.07.08}', '{Shu-Suen.09.07.08}', '{Shu-Suen.09.07.09}', '{Shu-Suen.09.08.14}', '{Shu-Suen.09.08.14}', '{Shu-Suen.09.10.26}', '{Ibbi-Suen.02.01.08}', '{Ibbi-Suen.02.04.19}', '{Ibbi-Suen.02.12.00}']",86.12,61.12,65.0828,61.12,0.0392156862745098,0.17647058823529413,0.11764705882352941,0.0
ku₃-{d}nanna-ta,834,"[""{'source'}"", ""{'source'}"", ""{'source'}""]",,"['69.0900', '74.1000', '75.1015']","['', '', '']","[117210, 129514, 104599]","['dead animal', 'dead animal', 'domesticated animal']",0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.03.09.00}', '{Amar-Suen.08.10.00}', '{Amar-Suen.09.10.15}']",75.1015,69.09,74.1,69.09,1.0,0.0,0.0,0.0
ku₃-{d}nin-gal,835,"['', ""{'recipient'}"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""{'recipient'}"", '', '', '', '', '', '', '', '', ""{'intermediary'}"", '', '', '', ""{'recipient'}"", '', ""{'recipient'}""]",,"['64.0205', '64.0509', '65.0411', '65.1015', '68.0805', '68.1101', '69.1126', '71.0305', '71.0515', '71.0520', '71.0617', '71.0915', '71.1201', '72.0901', '73.0300', '73.0300', '74.0818', '83.0200', '83.0205', '85.1200']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[104191, 131097, 100983, 103843, 107567, 124856, 104949, 117314, 105860, 104575, 104575, 125003, 100232, 416203, 136042, 124433, 123264, 112417, 131888, 117620, 101443, 210447, 117261, 115405, 105928, 145061, 107635, 129538, 430252, 430253, 108006, 109660, 106265]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'queen', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'seal', 'seal', 'domesticated animal', 'domesticated animal', 'dead animal']",0.7575757575757576,0.09090909090909093,0.0,0.0,0.030303030303030307,0.060606060606060615,0.060606060606060615,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '{Shulgi.46.02.05 (us2 year)}', '{Shulgi.46.05.09 (us2 year)}', '{Shulgi.47.04.11 (us2 year)}', '{Shulgi.47.10.15 (us2 year)}', '{Amar-Suen.02.08.05 (us2 year) ?}', '{Amar-Suen.02.11.01}', '{Amar-Suen.03.11d.26 (intercalated)}', '{Amar-Suen.05.03.05}', '{Amar-Suen.05.05.15}', '{Amar-Suen.05.05.20}', '{Amar-Suen.05.06.17}', '{Amar-Suen.05.09.15}', '{Amar-Suen.05.12.01, Amar-Suen.05.12.02, Amar-Suen.05.12.03, Amar-Suen.05.12.04, Amar-Suen.05.12.07, Amar-Suen.05.12.08, Amar-Suen.05.12.09, Amar-Suen.05.12.10, Amar-Suen.05.12.11, Amar-Suen.05.12.12, Amar-Suen.05.12.13, Amar-Suen.05.12.14, Amar-Suen.05.12}', '{Amar-Suen.06.09.01}', '{Amar-Suen.07.03.00}', '{Amar-Suen.07.03.00}', '{Amar-Suen.08.08.18}', '{Shu-Suen.08.02.00}', '{Shu-Suen.08.02.05}', '{Ibbi-Suen.01.12.00}']",85.12,64.0205,83.02,74.0818,0.0,0.030303030303030304,0.12121212121212122,0.0
ku₃-{d}utu,836,"['', '']",,['66.1200'],"['', '']","[104058, 125997]","['precious object', 'wool']",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,"['', '{Shulgi.48.12.00}']",66.12,66.12,66.12,66.12,0.0,0.0,0.0,0.0
ku₃-{d}šara₂,837,"['', '']",,"['70.0700', '70.0700']","['', '']","[104470, 104470]","['domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.04.07.00}', '{Amar-Suen.04.07.00}']",70.07,70.07,70.07,70.07,0.0,0.0,0.0,0.0
ku₅-da,838,"['', '', '']",,['72.1000'],"['', '', '']","[129432, 118590, 101018]","['domesticated animal', 'domesticated animal', 'unknown']",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,"['', '', '{Amar-Suen.06.10.00}']",72.1,72.1,72.1,72.1,0.0,0.0,0.0,0.0
ku₅-da-mu,839,"['', '', ""{'source'}"", '', '']",,"['65.0216', '65.0800', '78.1000', '80.0713']","['', '', '', '', '']","[112128, 130615, 235635, 124541, 107676]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '{Shulgi.47.02.16 (us2 year)}', '{Shulgi.47.08.00 (us2 year)}', '{Shu-Suen.03.10.00}', '{Shu-Suen.05.07.13 (us2 year)}']",80.0713,65.0216,78.1,65.08,0.2,0.0,0.0,0.0
