name,id,role,profession,processed year,family,p_index,Archive,% domesticated animal,% dead animal,% leather object,% precious object,% queen,% seal,% unknown,% wild animal,% wool,date name,maxYear,minYear,Max Gap Start Year,Max Gap End Year,% source,% intermediary,% recipient,% representative
kar-ra,795,"['', '', '']",,"['58.1200', '75.0000', '84.0000']","['', '', '']","[200532, 320512, 104739]","['domesticated animal', 'domesticated animal', 'unknown']",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,"['{Shulgi.40.12.00}', '{Shu-Suen.--.--.--}', '{Ibbi-Suen.--.--.--}']",84.0,58.12,75.0,58.12,0.0,0.0,0.0,0.0
kar-ta,796,"['', '', ""{'intermediary'}""]",,"['58.1200', '58.1200']","['', '', '']","[104739, 104739, 105104]","['unknown', 'unknown', 'domesticated animal']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,"['', '{Shulgi.40.12.00}', '{Shulgi.40.12.00}']",58.12,58.12,58.12,58.12,0.0,0.3333333333333333,0.0,0.0
kas₃-pu-ša,797,"[""{'intermediary'}"", ""{'intermediary'}"", '', ""{'intermediary'}"", '', '', '', '', '', ""{'source', 'intermediary'}"", '', '', '', '']",,"['74.1229', '80.0116', '80.0317', '81.0225', '82.0614', '82.1110', '83.0000', '84.0321', '84.0324', '84.0616', '84.1024']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']","[136226, 405455, 330639, 101758, 101758, 103324, 104713, 116869, 103294, 106376, 126390, 124565, 128197, 142281]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal']",0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '', '', '{Amar-Suen.08.12.29}', '{Shu-Suen.05.01.16 (us2 year)}', '{Shu-Suen.05.03.17 (us2 year)}', '{Shu-Suen.06.02.25 (us2-us2 year)}', '{Shu-Suen.07.06.14}', '{Shu-Suen.07.11.10}', '{Shu-Suen.08.00.00}', '{Shu-Suen.09.03.21}', '{Shu-Suen.09.03.24}', '{Shu-Suen.09.06.16}', '{Shu-Suen.09.10.24}']",84.1024,74.1229,80.0116,74.1229,0.06666666666666667,0.26666666666666666,0.0,0.0
ka₅-a-mu,798,"['', '', ""{'intermediary'}"", '', ""{'intermediary'}"", ""{'recipient'}"", '', '', '', ""{'source'}"", '', '', '', '', '', '', '', '', ""{'recipient'}"", ""{'intermediary'}"", '', ""{'recipient'}"", ""{'intermediary'}"", '', '', '', '', '', '', '', '', '', '', '', ""{'intermediary'}"", '', ""{'intermediary'}"", '', '', ""{'recipient'}"", '', '', '', ""{'intermediary'}"", '', '', '', ""{'source'}"", ""{'intermediary'}"", ""{'recipient'}"", ""{'recipient'}"", '', '', ""{'intermediary'}"", ""{'recipient'}"", '', '', ""{'intermediary'}"", '', ""{'recipient'}"", ""{'source', 'recipient'}"", '', ""{'recipient'}"", '', '', ""{'intermediary'}"", '', '', '', '', '', '', ""{'recipient'}"", '', '', ""{'intermediary'}"", '', '', '', '', '', '', '']",,"['57.0100', '57.0800', '62.0200', '62.0400', '62.0500', '62.1200', '63.0000', '63.1230', '64.0100', '64.0500', '64.0500', '64.0600', '65.0300', '65.0300', '65.1200', '68.0900', '69.0000', '69.1100', '69.1100', '70.0129', '70.0603', '70.0800', '70.0800', '70.0900', '70.0900', '70.0900', '70.0928', '71.0325', '72.0100', '72.0700', '72.1000', '72.1000', '73.0512', '73.0700', '73.0800', '73.0800', '73.1200', '74.0815', '74.0927', '74.1005', '74.1130', '74.1200', '75.0500', '76.0100', '76.1128', '76.1200', '77.0000', '77.0605', '77.0826', '77.0900', '77.1100', '77.1127', '78.0400', '78.0416', '78.0500', '78.0523', '80.0900', '82.1000', '82.1207', '85.0200', '85.0706', '85.1100', '86.0303', '86.0800']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[105221, 104173, 105219, 142868, 142868, 131608, 131608, 134775, 134775, 134236, 303361, 131568, 102886, 126777, 117245, 144998, 212174, 131595, 125663, 131588, 129500, 218200, 103211, 106401, 101396, 129503, 210487, 381727, 145131, 104131, 202540, 387673, 248907, 144197, 211882, 117244, 117244, 125953, 101003, 101003, 111980, 131566, 218221, 124984, 130888, 125994, 125659, 103069, 134773, 303728, 142125, 131103, 144172, 103284, 125677, 134869, 128143, 116209, 125691, 106026, 131048, 104258, 104277, 106048, 121716, 332400, 123314, 125841, 123725, 117197, 330167, 126324, 380526, 101775, 102314, 127459, 145540, 131621, 134802, 273529, 102897, 126111, 125721]","['queen', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'leather object', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal']",0.8192771084337349,0.07228915662650602,0.012048192771084338,0.0,0.03614457831325301,0.0,0.060240963855421686,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '{Shulgi.39.01.00 (us2-us2 year)}', '{Shulgi.39.08.00}', '{Shulgi.44.02m.00 (intercalated) =? Shulgi.45.02.00 }', '{Shulgi.44.04.00, Shulgi.44.12d.00 (intercalated)}', '{Shulgi.44.05.00, Shulgi.44.06.00}', '{Shulgi.44.12.00}', '{Shulgi.45.00.00, Shulgi.45.04.00, Shulgi.46.00.00, Shulgi.47.04.00 (us2 year), Shulgi.47.05.00 (us2 year), Shulgi.47.08.00 (us2 year), Shulgi.47.09.00 (us2 year), Shulgi.47.10.00 (us2 year), Shulgi.47.11.00 (us2 year), Shulgi.47.12.00 (us2 year)}', '{Shulgi.45.12.30}', '{Shulgi.46.01.00, Shulgi.46.05.00}', '{Shulgi.46.05.00 (us2 year), Shulgi.46.06.00 (us2 year)}', '{Shulgi.46.05.00, Shulgi.46.06.00 (us2 year)}', '{Shulgi.46.06.00, Shulgi.46.12.00}', '{Shulgi.47.03.00 (us2 year), Shulgi.47.05.00 (us2 year), Shulgi.47.12d.00 (intercalated) (us2 year), Shulgi.48.05.00 (us2-us2 year), Shulgi.48.06.00 (us2-us2 year), Shulgi.48.08.00 (us2-us2 year), Amar-Suen.01.09.00, Amar-Suen.01.10.00, Amar-Suen.01.11.00,}', '{Shulgi.47.03.00 (us2 year), Shulgi.47.05.00 (us2 year), Shulgi.47.12d.00 (intercalated) (us2 year), Shulgi.48.05.00 (us2-us2 year), Shulgi.48.06.00 (us2-us2 year), Shulgi.48.08.00 (us2-us2 year), Amar-Suen.01.09.00, Amar-Suen.01.10.00, Amar-Suen.01.11.00,}', '{Shulgi.47.12.00 (us2 year)}', '{Amar-Suen.02.09.00}', '{Amar-Suen.03.00.00}', '{Amar-Suen.03.11.00}', '{Amar-Suen.03.11.00}', '{Amar-Suen.04.01.29}', '{Amar-Suen.04.06.03, Amar-Suen.04.06.09}', '{Amar-Suen.04.08.00}', '{Amar-Suen.04.08.00}', '{Amar-Suen.04.09.00}', '{Amar-Suen.04.09m.00 (intercalated)}', '{Amar-Suen.04.09.00}', '{Amar-Suen.04.09m.28 (intercalated)}', '{Amar-Suen.05.03.25}', '{Amar-Suen.06.01.00}', '{Amar-Suen.06.07.00}', '{Amar-Suen.06.10.00}', '{Amar-Suen.06.10.00}', '{Amar-Suen.07.05.12, Amar-Suen.07.06.13}', '{Amar-Suen.07.07.00}', '{Amar-Suen.07.08.00}', '{Amar-Suen.07.08.00}', '{Amar-Suen.07.12.00, Amar-Suen.08.01.00}', '{Amar-Suen.08.08.15}', '{Amar-Suen.08.09.27}', '{Amar-Suen.08.10.05}', '{Amar-Suen.08.11.30}', '{Amar-Suen.08.12.00}', '{Amar-Suen.09.05.00}', '{Shu-Suen.01.01.00 , Shu-Suen.01.12d.00 (intercalated)}', '{Shu-Suen.01.11.28}', '{Shu-Suen.01.12.00}', '{Shu-Suen.02.00.00}', '{Shu-Suen.02.06.05}', '{Shu-Suen.02.08.26}', '{Shu-Suen.02.09.00, Shu-Suen.02.10.00, Shu-Suen.02.11.00}', '{Shu-Suen.02.11.00}', '{Shu-Suen.02.11.27, Shu-Suen.02.12.00}', '{Shu-Suen.03.04.00 (us2 year)}', '{Shu-Suen.03.04.16 (us2 year)}', '{Shu-Suen.03.05.00}', '{Shu-Suen.03.05.23 (us2 year), Shu-Suen.03.05.24 (us2 year)}', '{Shu-Suen.05.09.00 (us2 year)}', '{Shu-Suen.07.10.00}', '{Shu-Suen.07.12.07}', '{Ibbi-Suen.01.02.00}', '{Ibbi-Suen.01.07.06, Ibbi-Suen.01.07.19}', '{Ibbi-Suen.01.11.00}', '{Ibbi-Suen.02.03.03, Ibbi-Suen.02.04.07}', '{Ibbi-Suen.02.08.00}']",86.08,57.01,62.02,57.08,0.03571428571428571,0.14285714285714285,0.13095238095238096,0.0
ka₅-a-mu-ta,799,"[""{'recipient'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source', 'recipient'}"", ""{'source', 'recipient'}"", ""{'source', 'recipient'}"", ""{'source', 'recipient'}"", ""{'source', 'recipient'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}""]",,"['64.0700', '64.0700', '74.0129', '74.0400', '76.1128', '76.1200', '77.0500', '77.1100', '78.0400', '83.0800', '84.0000', '84.0500', '84.0900', '85.0308', '85.0500', '85.0700', '85.0800', '86.0000', '86.0000', '86.0100']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[202529, 303686, 131094, 124406, 202540, 202540, 101328, 104283, 126070, 134802, 104305, 330166, 108713, 104276, 101325, 106192, 101407, 130801, 126022, 126084, 126275, 117587, 218148, 291588, 390808]","['dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",0.84,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.0,"['', '', '', '', '', '{Shulgi.46.07.00}', '{Shulgi.46.07.00}', '{Amar-Suen.08.01.29}', '{Amar-Suen.08.04.00, Amar-Suen.08.04.30, Amar-Suen.08.05.00, Amar-Suen.08.06.11}', '{Shu-Suen.01.11.28}', '{Shu-Suen.01.12.00}', '{Shu-Suen.02.05.00}', '{Shu-Suen.02.11.00}', '{Shu-Suen.03.04.00 (us2 year)}', '{Shu-Suen.08.08.00}', '{Shu-Suen.09.00.00}', '{Shu-Suen.09.05.00}', '{Shu-Suen.09.09.00}', '{Ibbi-Suen.01.03.08}', '{Ibbi-Suen.01.05.00}', '{Ibbi-Suen.01.07.00}', '{Ibbi-Suen.01.08.00}', '{Ibbi-Suen.02.00.00 (us2 year)}', '{Ibbi-Suen.02.00.00}', '{Ibbi-Suen.02.01.00 (us2 year)}']",86.01,64.07,74.0129,64.07,0.8,0.0,0.2,0.0
ki-ib-ti,800,"['', '']",,"['67.0506', '67.0527']","['', '']","[125945, 117468]","['dead animal', 'domesticated animal']",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.01.05.06, Amar-Suen.01.05.29 ?}', '{Amar-Suen.01.05.27 ?}']",67.0527,67.0506,67.0527,67.0506,0.0,0.0,0.0,0.0
ki-la-ri₂,801,"['', '', '', ""{'intermediary'}""]",,"['73.1020', '74.0500', '74.0500']","['', '', '', '']","[124660, 124660, 108710, 131100]","['unknown', 'unknown', 'dead animal', 'unknown']",0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,"['', '{Amar-Suen.07.10.20}', '{Amar-Suen.08.05.00}', '{Amar-Suen.08.05.00}']",74.05,73.102,74.05,73.102,0.0,0.25,0.0,0.0
ki-lu₅-la,802,"[""{'intermediary'}"", ""{'intermediary'}"", ""{'source'}""]",,"['61.0300', '62.0100']","['', '', '']","[123729, 104147, 123438]","['domesticated animal', 'dead animal', 'domesticated animal']",0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '{Shulgi.43.03.00}', '{Shulgi.44.01.00}']",62.01,61.03,62.01,61.03,0.3333333333333333,0.6666666666666666,0.0,0.0
ki-ma-ni,803,"['', '', '', '']",,"['18.0000', '65.0223', '69.0600', '70.0701']","['', '', '', '']","[211847, 131597, 108701, 118422]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Shulgi.--.--.--.--}', '{Shulgi.47.02.23}', '{Amar-Suen.03.06.00 ?, Amar-Suen.03.12.00 ?, Amar-Suen.04.01.06 (us2 year)}', '{Amar-Suen.04.07.01}']",70.0701,18.0,65.0223,18.0,0.0,0.0,0.0,0.0
ki-na-at-nu-nu,804,"['', '', '']",,"['70.0701', '74.1225', '75.0000']","['', '', '']","[108701, 293217, 124499]","['domesticated animal', 'unknown', 'domesticated animal']",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,"['{Amar-Suen.04.07.01}', '{Amar-Suen.08.12.25}', '{Amar-Suen.09.00.00}']",75.0,70.0701,74.1225,70.0701,0.0,0.0,0.0,0.0
ki-ri-ib-ul-me,805,"['', '', '', '', '']",,"['74.0914', '75.1103', '75.1104', '75.1107', '76.0124']","['', '', '', '', '']","[105979, 124305, 131989, 128924, 106023]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.08.09.14}', '{Amar-Suen.09.11.03}', '{Amar-Suen.09.11.04}', '{Amar-Suen.09.11.07}', '{Shu-Suen.01.01.24}']",76.0124,74.0914,75.1103,74.0914,0.0,0.0,0.0,0.0
ki-ri₂-ib-ul-me,806,"['', '', '']",,"['74.0916', '74.0917', '77.1124']","['', '', '']","[105185, 212158, 104839]","['domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.08.09.16}', '{Amar-Suen.08.09.17}', '{Shu-Suen.02.11.24}']",77.1124,74.0916,77.1124,74.0917,0.0,0.0,0.0,0.0
ki-sur-ra{ki},807,"['', '']",,"['59.0100', '64.1100']","['', '']","[111897, 117448]","['leather object', 'queen']",0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,"['{Shulgi.41.01.00 (us2-us2 year)}', '{Shulgi.46.11.00}']",64.11,59.01,64.11,59.01,0.0,0.0,0.0,0.0
ki-tuš-lu₂,808,"[""{'source'}"", '', '', ""{'recipient'}"", '', '', '']",,"['61.0117', '64.0000', '64.0000', '64.0406', '72.0000']","['', '', '', '', '', '', '']","[118460, 118460, 108705, 130386, 112068, 212030, 127837]","['unknown', 'unknown', 'domesticated animal', 'dead animal', 'unknown', 'domesticated animal', 'domesticated animal']",0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,"['', '', '{Shulgi.43.01.17}', '{Shulgi.46.00.00}', '{Shulgi.46.00.00}', '{Shulgi.46.04.06}', '{Amar-Suen.06.00.00}']",72.0,61.0117,72.0,64.0406,0.14285714285714285,0.0,0.14285714285714285,0.0
ki-tuš-lu₂-ka,809,"[""{'source'}"", '']",,['64.0000'],"['', '']","[118460, 126813]","['unknown', 'domesticated animal']",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,"['', '{Shulgi.46.00.00}']",64.0,64.0,64.0,64.0,0.5,0.0,0.0,0.0
ki-{d}suen,810,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""{'representative'}"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""{'representative'}"", '', '', '', '', '', ""{'source'}"", '', ""{'representative'}"", '', '']",,"['60.1200', '61.0415', '61.0500', '61.0600', '61.0605', '61.0900', '62.0429', '62.0500', '63.0627', '63.0700', '63.0729', '63.0911', '63.0930', '63.1030', '63.1229', '64.0329', '64.0500', '64.1030', '64.1130', '65.0113', '65.1028', '65.1104', '65.1229', '66.0000', '67.0130', '67.1204', '69.0505', '69.0900', '69.1228', '70.0114', '71.0705', '71.0812', '72.0300', '73.0401', '73.0805', '73.0829', '74.0229', '74.0730', '75.0911', '75.0911', '75.1000', '76.0630', '78.0802', '78.1106', '79.0329', '84.0402', '86.0903']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[125484, 200539, 114333, 118479, 142961, 113795, 125960, 125714, 108662, 104673, 122179, 117412, 117412, 124904, 115991, 106303, 124469, 109517, 131069, 105817, 134875, 135935, 332065, 117467, 107800, 113788, 115914, 125498, 124486, 124849, 117357, 101455, 122163, 125876, 143536, 118331, 143527, 142407, 101460, 115605, 125943, 111928, 118554, 303402, 123303, 107662, 123274, 235620, 102627, 390797, 391001, 104808]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'queen', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal']",0.903846153846154,0.038461538461538464,0.0,0.0,0.0576923076923077,0.0,0.0,0.0,0.0,"['', '', '', '', '', '{Shulgi.42.12.00}', '{Shulgi.43.04.15}', '{Shulgi.43.05.00}', '{Shulgi.43.06.00}', '{Shulgi.43.06.05}', '{Shulgi.43.09.00}', '{Shulgi.44.04m.29 (intercalated) =? Shulgi.45.04.29 (intercalated?) }', '{Shulgi.44.05m.00 (intercalated) =? Shulgi.45.05.00 (intercalated?) }', '{Shulgi.45.06.27 (us2 year), Shulgi.45.06.29 (us2 year)}', '{Shulgi.45.07.00}', '{Shulgi.45.07.29}', '{Shulgi.45.09.11}', '{Shulgi.45.09.30}', '{Shulgi.45.10.30}', '{Shulgi.45.12.29}', '{Shulgi.46.03.29}', '{Shulgi.46.05.00}', '{Shulgi.46.10.30}', '{Shulgi.46.11.30}', '{Shulgi.47.01.13 (us2 year), Shulgi.47.01.28 (us2 year)}', '{Shulgi.47.10.28 (us2 year)}', '{Shulgi.47.11.04 (us2 year)}', '{Shulgi.47.12.29 (us2 year)}', '{Amar-Suen.--.00.00}', '{Amar-Suen.01.01.30}', '{Amar-Suen.01.12.04}', '{Amar-Suen.03.05.05 }', '{Amar-Suen.03.09.00}', '{Amar-Suen.03.12.28}', '{Amar-Suen.04.01.14 (us2 year)}', '{Amar-Suen.05.07.05}', '{Amar-Suen.05.08.12}', '{Amar-Suen.06.03.00}', '{Amar-Suen.07.04.01, Amar-Suen.07.04.30}', '{Amar-Suen.07.08.05}', '{Amar-Suen.07.08.29}', '{Amar-Suen.08.02.29}', '{Amar-Suen.08.07.30}', '{Amar-Suen.09.09.11}', '{Amar-Suen.09.09.11}', '{Shu-Suen.--.10.00}', '{Shu-Suen.01.06.30}', '{Shu-Suen.03.08.02, Shu-Suen.03.08.29}', '{Shu-Suen.03.11d.06 (intercalated), Shu-Suen.03.11d.29 (intercalated)}', '{Shu-Suen.04.03.29 (us2 year)}', '{Shu-Suen.09.04.02}', '{Ibbi-Suen.02.09.03}']",86.0903,60.12,84.0402,79.0329,0.019230769230769232,0.0,0.0,0.057692307692307696
ku-ba-ba-e,811,"['', '', '', '']",,"['71.1009', '78.1127', '79.0405']","['', '', '', '']","[126313, 131594, 126569, 100328]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '{Amar-Suen.05.10.09}', '{Shu-Suen.03.11.27}', '{Shu-Suen.04.04.05 (us2 year)}']",79.0405,71.1009,78.1127,71.1009,0.0,0.0,0.0,0.0
ku-ba-tum,812,"['', '', '', '', '', '', '', '', '', ""{'source'}"", '', '', '', '', '', '', '', '', '', ""{'recipient'}"", '', '', '', '', '']",,"['72.0826', '73.0808', '75.0700', '75.1100', '77.0500', '77.0609', '77.0826', '77.1000', '78.0819', '79.0925', '79.1109', '80.1000', '81.0424', '81.0600', '81.0600', '82.0000', '82.0000', '82.1006', '83.0121', '83.0500', '83.0817']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[102020, 103244, 433568, 101761, 125999, 125999, 116872, 106365, 106782, 144477, 235336, 102878, 125847, 105150, 125710, 234969, 124200, 103252, 332129, 106026, 430249, 126729, 113838, 113838, 100332]","['domesticated animal', 'wild animal', 'domesticated animal', 'domesticated animal', 'leather object', 'leather object', 'domesticated animal', 'queen', 'domesticated animal', 'precious object', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'unknown', 'unknown', 'unknown', 'domesticated animal']",0.64,0.0,0.08,0.04,0.08,0.0,0.12,0.04,0.0,"['', '', '', '', '{Amar-Suen.06.08.26}', '{Amar-Suen.07.08.08}', '{Amar-Suen.09.07.00}', '{Shu-Suen.00.11.00, Shu-Suen.00.12.00}', '{Shu-Suen.02.05.00}', '{Shu-Suen.02.06.09}', '{Shu-Suen.02.08.26}', '{Shu-Suen.02.10.00}', '{Shu-Suen.03.08.19}', '{Shu-Suen.04.09.25}', '{Shu-Suen.04.11.09}', '{Shu-Suen.05.10.00 (us2 year)}', '{Shu-Suen.06.04.24}', '{Shu-Suen.06.06.00}', '{Shu-Suen.06.06.00}', '{Shu-Suen.07.00.00}', '{Shu-Suen.07.00.00}', '{Shu-Suen.07.10.06}', '{Shu-Suen.08.01.21}', '{Shu-Suen.08.05.00}', '{Shu-Suen.08.08.17}']",83.0817,72.0826,75.07,73.0808,0.04,0.0,0.04,0.0
ku-ba-tum-še₃,813,"['', '', '', '']",,"['79.0300', '81.1200', '83.0200', '83.0200']","['', '', '', '']","[103005, 142908, 102168, 145061]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Shu-Suen.04.03.00}', '{Shu-Suen.06.12d.00 (intercalated)}', '{Shu-Suen.08.02.00}', '{Shu-Suen.08.02.00}']",83.02,79.03,81.12,79.03,0.0,0.0,0.0,0.0
ku-da-num₂,814,"['', '', '', ""{'intermediary'}"", '', '']",,"['61.0400', '62.0321', '67.0312', '71.0000']","['', '', '', '', '', '']","[103506, 125966, 126402, 210320, 125549, 117477]","['precious object', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal']",0.6666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,"['', '', '{Shulgi.43.04.00}', '{Shulgi.44.03.21}', '{Amar-Suen.01.03.12}', '{Amar-Suen.05.00.00}']",71.0,61.04,67.0312,62.0321,0.0,0.16666666666666666,0.0,0.0
ku-da-šum,815,"['', ""{'source'}"", '']",,"['59.0200', '65.0722']","['', '', '']","[123496, 430211, 102626]","['queen', 'seal', 'domesticated animal']",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,"['', '{Shulgi.41.02.00 (us2-us2 year)}', '{Shulgi.47.07.22 (us2 year)}']",65.0722,59.02,65.0722,59.02,0.3333333333333333,0.0,0.0,0.0
ku-e-la-ak,816,"['', ""{'recipient'}""]",,"['73.0600', '73.1000']","['', '']","[117237, 104100]","['domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.07.06.00}', '{Amar-Suen.07.10.00, Amar-Suen.07.11.00}']",73.1,73.06,73.1,73.06,0.0,0.0,0.5,0.0
