,BDTNS No,CDLI ID,Original date,Converted Date
8562,45016,P143137,SH45 - 09 - 28,63.092800000000004
8563,45023,P143144,SS05 - 05 - 03,80.0503
8564,45025,P143146,0000 - 11 - 00,0.11
8565,31606,P120679,SS03 - 01 - 00,78.01
8566,34913,P120687,AS02 - 00 - 00,68.0
8567,38069,P120689,AS01 - 10 - 09,67.1009
8568,38070,P120690,AS04 - 09m - 00,70.09
8569,43334,P120692,IS03 - 02 - 27,87.0227
8570,45031,P142631,SH45 - 06 - 15,63.0615
8571,158164,P332517,AS04 - 05 - 16,70.0516
8572,165724,P332516,SS01 - 06 - 15,76.0615
8573,196326,P412631,AS07 - 01 - 21,73.0121
8574,196328,P412633,SS05 - 02 - 24,80.02239999999999
8575,197205,,SH47 - 07 - 30,65.073
8576,197206,,SH43 - 01 - 10,61.010999999999996
8577,18385,P200519,SH47 - 08 - 00,65.08
8578,18386,P200520,SH46 - 06 - 00,64.06
8579,18387,P200521,SH47 - 12 - 00,65.12
8582,18390,P273973,SH46 - 05 - 00,64.05
8583,18391,P274024,SH47 - 11 - 00,65.11
8584,167011,P331022,0000 - 02 - 00,0.02
8585,77516,P298535,SS08 - 05 - 28,83.05279999999999
8586,77621,P299567,0000 - 00 - 00,0.0
8587,77629,P299576,SS09 - 00 - 00,84.0
8588,77710,P300421,0000 - 00 - 00,0.0
8589,77738,P301016,0000 - 00 - 00,0.0
8590,77757,P301052,SS08 - 09 - 00,83.09
8591,15258,P121688,SH44 - 04 - 00,62.04
8592,15259,P121689,SS07 - 07 - 00,82.07
8593,15264,P121694,AS04 - 06 - 22,70.0622
8594,15266,P121696,SS08 - 11 - 26,83.1126
8595,15267,P121697,SH43 - 00 - 00,61.0
8596,15268,P121698,AS07 - 00 - 13,73.0013
8597,15286,P121716,SH45 - 12 - 00,63.12
8598,15291,P121721,SS03] - 11 - 00,0.11
8599,15321,P121751,XXXX - 00 - 27,0.0027
8600,15331,P121761,AS03 - 12 - 03,69.1203
8601,15333,P121763,AS09 - 09 - 00,75.09
8602,15335,P121765,AS03 - 08 - 24,69.08239999999999
8603,15336,P121766,SH46 - 08 - 18,64.0818
8604,71711,P331997,SS03 - 09 - 23,78.09230000000001
8605,71715,P332001,AS05 - 06 - 25,71.0625
8606,71716,P332002,SH44 - 01 - 20,62.012
8607,71717,P332003,SH39 - 11 - 00,57.11
8608,71718,P332004,SS07 - 01 - 12,82.0112
8609,71719,P332005,SH40 - 03 - 00,58.03
8610,71720,P332006,SH32 - 07 - 00,50.07
8611,71721,P332007,SH34 - 05 - 00,52.05
8612,71722,P332008,SH45 - 11 - 10,63.111
8613,71724,P332010,AS06 - 03 - 22,72.0322
8614,71726,P332012,SH44 - 00 - 00,62.0
8615,71729,P332015,SH40 - 07 - 00,58.07
8616,71732,P332018,SS03 - 00 - 00,78.0
8617,71733,P332019,SS09 - 01 - 00,84.01
8618,71735,P332021,SH45 - 06 - 00,63.06
8619,71737,P332023,SHXX - 07 - 00,0.07
8620,71739,P332025,0000 - 00 - 29,0.0029
8621,4687,P122131,AS05 - 08 - 28,71.08279999999999
8622,4688,P122132,SH43 - 09 - 05,61.090500000000006
8623,4689,P122133,SH47 - 07 - 30,65.073
8624,4690,P122134,AS05 - 08 - 10,71.081
8625,4691,P122135,AS05 - 01 - 06,71.01060000000001
8626,4692,P122136,SH48 - 09 - 00,66.09
8627,4693,P122137,SH46 - 04 - 06,64.04060000000001
8628,4694,P122138,SH48 - 06 - 22,66.0622
8629,4695,P122139,SH45 - 09 - 06,63.0906
8630,4696,P122140,SH46 - 04 - 15,64.0415
8631,4697,P122141,SH43 - 06 - 11,61.0611
8632,4698,P122142,AS05 - 11 - 09,71.1109
8633,4699,P122143,SH45 - 09 - 06,63.0906
8634,4700,P122144,AS07 - 09 - 27,73.09270000000001
8635,4701,P122145,SH47 - 12 - 09,65.1209
8636,4702,P122146,AS06 - 05 - 29,72.0529
8637,4703,P122147,SH48 - 07 - 15,66.07149999999999
8638,4704,P122148,SH46 - 05 - 21,64.0521
8639,4705,P122149,SH43 - 06 - 21,61.0621
8640,4706,P122150,SH45 - 08 - 00,63.08
8641,4707,P122151,SS09 - 09 - 16,84.0916
8642,4708,P122152,SH48 - 09 - 08,66.0908
8643,4709,P122153,SH48 - 06 - 07,66.0607
8644,4710,P122154,0000 - 00 - 00,0.0
8645,4711,P122155,SS03 - 09 - 00,78.09
8646,4712,P122156,SH45 - 10 - 12,63.1012
8647,4713,P122157,SH48 - 09 - 06,66.09060000000001
8648,4714,P122158,AS05 - 11 - 17,71.1117
8649,4715,P122159,AS05 - 09 - 29,71.0929
8650,4716,P122160,SH46 - 02 - 09,64.0209
8651,4717,P122161,AS01 - 08 - 00,67.08
8652,4718,P122162,AS06 - 03 - 09,72.0309
8653,4719,P122163,SS04 - 03 - 29,79.0329
8654,4720,P122164,SH35 - 12 - 00,53.12
8655,4721,P122165,AS05 - 07 - 13,71.0713
8656,4722,P122166,SH46 - 08 - 00,64.08
8657,4723,P122167,AS05 - 09 - 24,71.0924
8658,4724,P122168,SH40 - 00 - 00,58.0
8659,4725,P122169,SH47 - 11 - 00,65.11
8660,4726,P122170,SH43 - 02 - 03,61.020300000000006
8661,4727,P122171,AS08 - 08 - 18,74.0818
8662,4728,P122172,SH47 - 09 - 11,65.0911
8663,4729,P122173,AS05 - 07 - 24,71.07239999999999
8664,4730,P122174,AS06 - 04 - 18,72.04180000000001
8665,4731,P122175,IS01 - 09 - 00,85.09
8666,4732,P122176,SH48 - 12 - 00,66.12
8667,4733,P122177,SH45 - 06 - 26,63.0626
8668,4734,P122178,SH43 - 03 - 26,61.0326
8669,4735,P122179,SH45 - 06 - 29,63.0629
8670,4736,P122180,AS04 - 00 - 00,70.0
8671,4737,P122181,SS01 - 12 - 08,76.1208
8672,4738,P122182,AS05 - 04 - 22,71.04220000000001
8673,4739,P122183,AS06 - 11 - 28,72.1128
8674,4740,P122184,AS05 - 10 - 00,71.1
8675,4741,P122185,AS05 - 09 - 13,71.0913
8676,4742,P122186,AS02 - 04 - 14,68.04140000000001
8677,4743,P122187,SH46 - 12 - 00,64.12
8678,4744,P122188,AS05 - 12 - 00,71.12
8679,4745,P122189,AS01 - 06 - 00,67.06
8680,4746,P122190,SH47 - 04 - 25,65.0425
8681,4747,P122191,AS05 - 10 - 11,71.10109999999999
8682,4748,P122192,AS01 - 07 - 21,67.07209999999999
8683,4749,P122193,AS01 - 04 - 03,67.0403
8684,4750,P122194,SS03 - 07 - 13,78.0713
8685,4751,P122195,AS05 - 10 - 30,71.103
8686,4752,P122196,AS02 - 10 - 20,68.10199999999999
8687,4753,P122197,AS07 - 01 - 07,73.0107
8688,4754,P122198,AS04 - 03 - 14,70.0314
8689,4757,P122201,SH46 - 02 - 00,64.02
8690,4758,P122202,SS05 - 12 - 01,80.12010000000001
8691,4759,P122203,SS07 - 10 - 13,82.1013
8692,4760,P122204,IS01 - 09 - 13,85.0913
8693,4761,P122205,SH38 - 11 - 00,56.11
8694,4762,P122206,SH44 - 00 - 00,62.0
8695,4763,P122207,SH47 - 07 - 09,65.0709
8696,4764,P122208,AS01 - 09 - 26,67.0926
8697,4765,P122209,SH43 - 12 - 00,61.12
8698,4766,P122210,SS07 - 05 - 19,82.0519
8699,4768,P122212,SH44 - 03 - 06,62.0306
8700,4769,P122213,SH44 - 03 - 24,62.0324
8701,78732,P320492,SH42 - 11 - 00 // AS06 - 11 - 00,60.11
8702,167375,P320496,XXXX - XX - 29?,0.0029
8703,167376,P320497,XXXX - XX - XX,0.0
8704,167377,P320498,XXXX - XX - XX,0.0
8705,167378,P320499,SH48 - 06 - XX,66.06
8706,167379,P320500,XXXX - XX - XX,0.0
8707,57381,P202529,AS08 - 06 - 09,74.0609
8708,167380,P320501,AS04 - 01 - XX,70.01
8709,12373,P112569,IS01 - 04 - 28,85.0428
8710,57382,P204795,AS05? - 05 - 17?,0.0517
8711,57383,P202526,SH46 - 05 - 00 // AS03 - 05 - 00,64.05
8712,57384,P202530,AS08 - 09 - 24,74.0924
8713,57385,P320502,SH44 - 06 - 00,62.06
8714,57386,P202540,0000 - 07 - 00 // 0000 - 08 - 00,0.07
8715,57387,P202535,SS07 - 07 - 28,82.07279999999999
8716,167381,P320503,AS09 - 03 - 15,75.0315
8717,57388,P202538,IS02 - 12 - 15,86.1215
8718,57389,P209337,SH40 - 05 - 00,58.05
8719,57390,P202536,IS02 - 02 - 00,86.02
8720,57601,P200513,SS07 - 07 - 14,82.0714
8721,58635,P320504,SH47 - 05 - 07,65.05069999999999
8722,58636,P320505,SH47 - 06 - 13,65.0613
8723,58742,P320506,SH47 - 06 - 19,65.06190000000001
8724,59006,P320507,AS05 - 06 - 06,71.06060000000001
8725,167382,P320508,SS03 - 06 - 00,78.06
8726,59277,P320510,AS07 - 10 - 00,73.1
8727,167384,P320511,AS07 - 09 - 00,73.09
8728,69166,P320513,SH47 - 10 - 21,65.1021
8729,70556,P320514,AS02 - 06 - 06,68.06060000000001
8730,70566,P320515,AS05 - 09 - 14,71.09140000000001
8731,70567,P320516,AS05 - 05 - 13,71.0513
8732,70582,P320517,AS02 - 05 - 20,68.05199999999999
8733,70611,P320518,SH44 - 01 - 00,62.01
8734,165657,P320519,AS01 - 09 - 00,67.09
8735,165659,P320520,AS07 - 06 - 04,73.0604
8736,165733,P320521,XXXX - 00 - 00,0.0
8737,165734,P320522,AS09 - 12 - 13,75.1213
8738,165736,P320523,AS05 - 00 - 00,71.0
8739,165737,P320524,SH37 - 13 - 00,55.13
8740,165739,P320525,SS03 - 09 - 00,78.09
8741,165740,P320526,SH43 - 05 - 00,61.05
8742,165741,P320527,AS02 - 09 - 00,68.09
8743,165663,P320528,0000 - 02? - 05,0.0205
8744,165742,P320529,AS04 - 11 - 09,70.1109
8745,165743,P320530,SH44 - 06 - 14,62.0614
8746,165744,P320531,SH48 - 11 - 05,66.1105
8747,165745,P320532,AS06 - 05 - 22,72.0522
8748,165746,P320533,AS09 - 04 - 17,75.0417
8749,165747,P320534,SH32 - 00 - 00,50.0
8750,165748,P320535,SH46 - 03 - 00,64.03
8751,165749,P320536,AS02 - 03 - 19,68.03190000000001
8752,167735,P320537,SH35 - 07 - 00,53.07
8753,165674,P320538,AS07 - 11 - 28,73.1128
8754,165676,P320539,SH47 - 04 - 00,65.04
8755,165750,P320540,SS02 - 11 - 16?,77.1116
8756,165751,P320541,SH44 - XX - 00,62.0
8757,165677,P320542,IS01 - 01 - 05,85.01050000000001
8758,165752,P320543,SS07? - XX - XX // SS08? - XX - XX,0.0
8759,165678,P320544,AS06 - 11 - 13,72.1113
8760,165679,P320545,AS05 - 07 - 03,71.07029999999999
8761,165680,P320546,AS05 - 09 - 26,71.0926
8762,165753,P320547,AS01? - 03 - 23,0.032299999999999995
8763,165754,P320548,AS04 - 06 - 14,70.0614
8764,165756,P320549,AS05 - 09 - 23,71.09230000000001
8765,165757,P320550,AS05 - 12 - 29,71.1229
8766,165758,P320551,SH46 - 08 - 27,64.0827
8767,165759,P320552,AS01 - 05 - 29,67.0529
8768,165760,P320553,SH48 - 06 - 00,66.06
8769,165761,P320554,AS03 - 05 - 00,69.05
8770,165762,P320555,AS04 - 03 - 06,70.0306
8771,165763,P320556,AS03 - 12 - 10,69.12100000000001
8772,165766,P320557,SS01 - 12 - 29,76.1229
8773,165767,P320558,AS07 - 09 - 19,73.09190000000001
8774,165768,P320559,AS04 - 10 - 17,70.1017
8775,165769,P320560,SH45? - 12 - 28,0.12279999999999999
8776,165770,P320561,AS06 - 01 - 03,72.0103
8777,165771,P320562,AS06 - 03 - 23,72.0323
8778,165681,P320563,AS06 - 09 - 30,72.093
8779,165772,P320564,SH47 - 06 - 19,65.06190000000001
8780,165773,P320565,AS04 - 12 - 17,70.1217
8781,165774,P320566,SS01 - 03 - 05,76.0305
8782,165775,P320567,AS08 - 09 - 29,74.0929
8783,165682,P320568,SH47 - 05 - 09,65.0509
8784,165778,P320569,AS07 - 06 - 29,73.0629
8785,165779,P320570,AS03 - 10 - 22,69.1022
8786,165780,P320571,AS02 - 01 - 06,68.01060000000001
8787,165781,P320572,AS05 - 06 - 21,71.0621
8788,165782,P320573,AS02 - 10 - 04,68.1004
8789,165783,P320574,AS04 - 06 - 12,70.0612
8790,165785,P320575,AS02 - 01 - 20,68.012
8791,165786,P320576,AS05 - 08 - 14,71.0814
8792,165787,P320577,AS06 - 06 - 02,72.06020000000001
8793,165683,P320578,AS07 - 11 - 23,73.1123
8794,165684,P320579,AS05 - 12 - 05,71.1205
8795,165685,P320580,AS07 - 01 - 20,73.012
8796,165788,P320581,XXXX - 08 - XX,0.08
8797,165789,P320582,AS02 - 06 - 04,68.0604
8798,165790,P320583,AS02 - 05 - 03,68.0503
8799,165791,P320584,AS02 - 10 - 19,68.1019
8800,165792,P320585,AS08 - 09 - 00,74.09
8801,165793,P320586,AS01 - 12 - 27,67.12270000000001
8802,165794,P320587,AS07 - 11 - 15,73.11149999999999
8803,165795,P320588,SH40 - 11 - 00,58.11
8804,165796,P320589,SH47 - 08 - 00,65.08
8805,165797,P320590,AS03 - 01 - XX,69.01
8806,165798,P320591,SH41 - 07 - 22,59.0722
8807,165799,P320592,AS04 - 10 - 03,70.10029999999999
8808,165800,P320593,AS01 - 09 - 20,67.092
8809,165801,P320594,AS05 - 04 - 12,71.0412
8810,165802,P320595,AS04 - 09 - 22,70.0922
8811,165803,P320596,AS02 - 01 - 22,68.0122
8812,165804,P320597,SH45 - 11 - 24,63.1124
8813,165805,P320598,AS05 - 07 - 24,71.07239999999999
8814,165806,P320599,AS05 - 02 - 22,71.0222
8815,165808,P320600,AS05 - 12 - 25,71.1225
8816,165809,P320601,AS04 - 09 - 25,70.0925
8817,165810,P320602,AS01 - 09 - 17,67.0917
8818,165811,P320603,AS04 - 05 - 22,70.0522
8819,165812,P320604,AS08 - 08 - 00,74.08
8820,165813,P320605,AS07 - 04 - 18,73.04180000000001
8821,165686,P320606,AS05 - 08 - 13,71.0813
8822,165687,P320607,AS04 - 01 - 24+,70.0124
8823,165688,P320608,AS02 - 06 - 00,68.06
8824,165815,P320609,SH43 - 05 - 10,61.050999999999995
8825,165816,P320610,AS04 - 08 - 22,70.0822
8826,165817,P320611,SH47 - 07 - 22,65.0722
8827,165818,P320612,AS02 - 01 - 17,68.0117
8828,165819,P320613,SS02 - 10 - 27,77.1027
8829,165820,P320614,AS04 - 09 - 19,70.09190000000001
8830,165821,P320615,AS05 - 06 - 20,71.062
8831,165822,P320616,SH45 - 02 - 04,63.0204
8832,165823,P320617,AS02 - 11 - 04,68.1104
8833,165824,P320618,AS07 - 01 - 29,73.0129
8834,165825,P320619,SH47 - 05 - 12,65.0512
8835,165826,P320620,SH45 - 06 - 13,63.0613
8836,165827,P320621,AS04 - 04 - 02,70.04020000000001
8837,165828,P320622,AS03 - 01 - 19,69.01190000000001
8838,165829,P320623,SH45 - 12 - 29,63.122899999999994
8839,165830,P320624,AS02 - 06 - 22,68.0622
8840,165831,P320625,AS03 - 10 - 06,69.1006
8841,165832,P320626,AS05 - 12 - 04,71.1204
8842,165833,P320627,AS06 - 08 - 16,72.0816
8843,165834,P320628,AS06 - 04 - 26,72.04260000000001
8844,165689,P320629,SS04 - 03 - 20,79.032
8845,165835,P320655,AS04 - 09 - 28,70.0928
8846,165690,P320656,AS02 - 07 - 15,68.07149999999999
8847,165691,P320657,AS01 - 03 - 14,67.0314
8848,165692,P320658,AS03 - 09 - 01,69.0901
8849,165836,P320659,SH43 - 02 - 28,61.022800000000004
8850,165693,P320660,AS02 - 06 - 15,68.0615
8851,165837,P320661,AS07 - 07 - 26,73.0726
8852,165838,P320662,SH44 - 06 - 08,62.0608
8853,165839,P320663,AS04 - 11 - 11,70.1111
8854,165840,P320664,AS07 - 09 - 01,73.0901
8855,165841,P320665,SH45 - 02 - 03,63.020300000000006
8856,165842,P320666,AS03 - 10 - 23,69.1023
8857,165843,P320667,AS02 - 09 - 26,68.0926
8858,165844,P320668,AS04 - 01 - 03,70.0103
8859,165845,P320669,AS01 - 08 - 01,67.0801
8860,167386,P320670,XXXX - 12 - 02 // XXXX - 01 - 02,0.1202
8861,165846,P320671,AS06 - 10 - 12,72.10119999999999
8862,165847,P320673,SH47 - 03 - 01,65.0301
8863,165848,P320674,AS04 - 10 - 08,70.10079999999999
8864,165849,P320676,AS05 - 06 - 02,71.06020000000001
8865,165850,P320677,AS05 - 01 - 17,71.0117
8866,165851,P320679,AS05 - 12 - 11,71.1211
8867,165852,P320680,SH46 - 03 - 10,64.031
8868,165853,P320682,SS03 - 07 - 03,78.07029999999999
8869,165854,P320683,AS01 - 07 - 22,67.0722
8870,165855,P320730,AS05 - 03 - 20,71.032
8871,165856,P320731,AS04 - 12 - 28,70.1228
8872,165857,P320732,AS07 - 07 - 25,73.07249999999999
8873,165858,P320733,SH48 - 11 - 11,66.1111
8874,165859,P320734,SS05 - 04 - 08,80.0408
8875,165860,P320735,AS05 - 01 - 14,71.01140000000001
8876,165861,P320736,AS04 - 03 - XX,70.03
8877,165694,P320737,AS03 - 04 - 06,69.04060000000001
8878,165695,P320738,SS04 - 06 - 15,79.0615
8879,165862,P320739,SH47 - 11 - 19,65.1119
8880,165696,P320741,SH47 - 08 - 04,65.0804
8881,165863,P320742,AS05 - 08 - 20,71.082
8882,165864,P320744,AS01 - 09 - 12,67.0912
8883,165865,P320745,AS04 - 07 - 13,70.0713
8884,165866,P320746,AS02 - 03 - 22,68.0322
8885,165867,P320748,AS04 - 08 - 07,70.0807
8886,165868,P320749,AS09 - 03 - 24,75.0324
8887,165697,P320751,AS03 - 08 - 13,69.0813
8888,165698,P320752,SH46 - 03 - 01,64.0301
8889,165699,P320754,SH46 - 02 - 02,64.0202
8890,165700,P320755,SH47 - 11 - 04,65.1104
8891,167387,P320757,AS02 - 10 - 08,68.10079999999999
8892,165869,P320758,SH45 - 03 - 25,63.0325
8893,165870,P320759,AS02 - 05 - 13,68.0513
8894,165871,P320761,AS06 - 01 - 06,72.01060000000001
8895,165872,P320805,AS04 - 07 - 03,70.07029999999999
8896,165873,P320806,AS06 - 02 - 14,72.0214
8897,165874,P320807,AS02 - 06 - 15,68.0615
8898,165875,P320808,SH46 - 05 - 07,64.05069999999999
8899,165701,P320809,AS06 - 12 - 08,72.1208
8900,165876,P320810,SH46 - 10 - 02,64.1002
8901,165877,P320811,SH46 - 01 - 10+,64.01100000000001
8902,165878,P320812,AS01 - 09 - 25,67.0925
8903,165879,P320813,AS03 - 12 - 25,69.1225
8904,165880,P320814,AS04 - 03 - 07,70.0307
8905,165881,P320815,AS01 - 09 - 07,67.0907
8906,165882,P320817,AS08 - 06 - 16?,74.0616
8907,165702,P320818,SS04 - 03 - 06,79.0306
8908,165883,P320819,XXXX - 03 - 22 // XXXX - 04 - 22,0.0322
8909,165884,P320821,AS04 - 07 - 27,70.0727
8910,165703,P320822,AS06 - 11 - 05,72.1105
8911,165885,P320824,XXXX - 02 - 18 // XXXX - 03 - 18,0.0218
8912,165886,P320825,AS01 - 09 - 21,67.0921
8913,165887,P320827,AS01 - 10 - 23,67.1023
8914,165888,P320828,AS02 - 09 - 28,68.0928
8915,165889,P320829,AS06 - 10 - 30,72.103
8916,165704,P320831,AS06 - 11 - 05,72.1105
8917,165705,P320832,AS03 - 04 - XX,69.04
8918,165890,P320834,AS06 - 04 - 17,72.0417
8919,165706,P320835,AS07 - 07 - 15,73.07149999999999
8920,165891,P320855,AS01 - 11 - 06,67.1106
8921,165892,P320856,SH45 - 11 - 19,63.1119
8922,165893,P320857,AS06 - 06 - 27,72.0627
8923,165894,P320858,AS04 - 07 - 30,70.073
8924,165895,P320859,AS01 - 02 - 06,67.0206
8925,165896,P320860,SS05 - 02 - 10+,80.021
8926,165897,P320861,AS05 - 09 - 21,71.0921
8927,165898,P320862,AS07 - 03 - 07,73.0307
8928,165899,P320863,AS01 - 11 - 19,67.1119
8929,165900,P320865,SH46 - 04 - 19 // AS03 - 04 - 19,64.04190000000001
8930,165707,P320866,AS05 - 04 - 07,71.0407
8931,165708,P320868,SH47 - 05 - 17,65.0517
8932,165901,P320869,SS05 - 03 - 04,80.0304
8933,165709,P320871,AS04 - 11 - 04,70.1104
8934,165710,P320872,AS05 - 07 - 14,71.0714
8935,165902,P320873,SH46 - 04 - 11,64.0411
8936,165903,P320875,AS04 - 05 - 22,70.0522
8937,165711,P320876,AS04 - 04 - 24,70.0424
8938,165904,P320878,AS02 - 10 - 24,68.10239999999999
8939,165905,P320879,AS03 - 07 - 13,69.0713
8940,165906,P320881,AS04 - 02 - 04,70.0204
8941,165907,P320882,AS04 - 08 - 08,70.0808
8942,165908,P320884,AS06 - 12 - 22,72.1222
8943,165909,P320885,SS01 - 09 - 16,76.0916
8944,165910,P320886,AS05 - 12 - 06,71.12060000000001
8945,165911,P320905,AS05 - 03 - 05,71.0305
8946,165912,P320906,AS04 - 07 - 30,70.073
8947,165913,P320907,AS04 - 12 - 18,70.12180000000001
8948,165914,P320908,AS07 - 09 - 20,73.092
8949,165915,P320909,AS03 - 04 - 10 // AS03 - 05 - 10,69.04100000000001
8950,165916,P320910,AS04 - 08 - 12,70.0812
8951,165917,P320911,SH47 - 05 - 11,65.05109999999999
8952,165918,P320912,SS04 - 07 - 18,79.0718
8953,165712,P320913,AS01 - 05 - 28,67.05279999999999
8954,165919,P320914,AS01 - 02 - 13,67.0213
8955,165713,P320916,AS02 - 11 - 02,68.1102
8956,165714,P320917,SH48 - 11 - 17,66.1117
8957,165715,P320919,AS06 - 11 - 05,72.1105
8958,165716,P320920,SH46 - 03 - 18,64.0318
8959,165717,P320922,AS08 - 02 - 12,74.0212
8960,165920,P320923,AS02 - 01 - 25,68.0125
8961,165921,P320936,AS08 - 11 - 25,74.1125
8962,165922,P320938,SH46 - 04 - XX,64.04
8963,165923,P320939,AS03 - 04 - 16,69.0416
8964,165924,P320941,AS06 - 02 - 09,72.0209
8965,165925,P320942,AS01 - 11 - 04,67.1104
8966,165926,P320944,AS08 - 05 - 15,74.05149999999999
8967,165927,P320945,SH45 - 02 - 16,63.02160000000001
8968,165928,P320947,AS01 - 01 - 04+,67.0104
8969,165929,P320948,AS09 - 01 - 04,75.0104
8970,165930,P320962,AS06 - 11 - 27,72.1127
8971,165931,P320963,AS09 - 02 - 29,75.02289999999999
8972,165932,P320964,AS08 - 03 - 05,74.0305
8973,165933,P320966,AS03 - 12 - 20,69.122
8974,165934,P320967,AS09 - 13 - 03,75.13029999999999
8975,165935,P320969,SH47 - 01 - 27,65.01270000000001
8976,165936,P320970,SS01 - 12 - 16,76.1216
8977,165937,P320972,AS08 - 01 - 04,74.0104
8978,165938,P320973,AS03 - 03 - 14,69.0314
8979,165939,P320974,SH47 - 05 - 18,65.0518
8980,165940,P320976,SS03 - 12 - 10?,78.12100000000001
8981,165941,P320977,SH47 - 04 - 03,65.0403
8982,165942,P320979,AS06 - 10 - 27,72.1027
8983,167388,P320980,AS07 - 12 - 27,73.12270000000001
8984,165943,P320982,AS09 - 03 - 08,75.0308
8985,165945,P320983,SS02 - 07 - 02,77.0702
8986,165946,P320984,SH48 - 11 - 27,66.1127
8987,165947,P320986,SS01 - 07 - 14+,76.0714
8988,165948,P320987,AS07 - 12 - 30,73.123
8989,165949,P320989,AS08 - 12 - 16,74.1216
8990,165718,P320990,AS08 - 09 - 28,74.0928
8991,165719,P320992,SH46 - 05 - 16 // AS03 - 05 - 16,64.0516
8992,165950,P320993,SS03 - 13 - 14,78.1314
8993,165720,P320994,AS01 - 07 - 26,67.0726
8995,165721,P321008,AS08 - 12 - 04,74.1204
8996,165952,P321009,AS08 - 05 - 18,74.0518
8997,165953,P321010,AS06 - 05 - 05,72.0505
8998,165954,P321012,AS07 - 07 - 09,73.0709
8999,165955,P321013,0000 - 03 - 22 // 0000 - 04 - 22,0.0322
9000,167389,P321015,0000 - 05 - 12+ // 0000 - 06 - 12+,0.0512
9001,167390,P321016,AS04 - 07 - 09,70.0709
9002,167391,P321018,AS08 - 04 - 01,74.04010000000001
9003,167392,P321019,AS04 - 10 - 15,70.10149999999999
9004,167393,P321021,SS07 - 09 - 13,82.0913
9005,167394,P321022,SH48 - 08 - 22,66.0822
9006,167395,P321023,SH43 - 08 - 00,61.08
9007,167736,P321024,AS05 - 11 - 00,71.11
9008,167396,P321025,SH45 - 10 - 15,63.1015
9009,167397,P321027,SH45 - 06 - 26,63.0626
9010,167398,P321028,SH35 - 04 - 00,53.04
9011,167399,P321029,IS02 - 11 - 03,86.1103
9012,167400,P321030,SS05? - 13 - 00,0.13
9013,167401,P321031,AS08 - 07 - 12,74.07119999999999
9014,167402,P321032,SH40 - 09 - 00,58.09
9015,167403,P321033,AS05 - 05 - 27,71.0527
9016,167404,P321034,SS07 - 01 - 29,82.0129
9017,167405,P321035,SS03 - 11 - 10,78.111
9018,167406,P321037,XX01 - 09 - 26,0.0926
9019,167407,P321080,SH41 - 08 - 00,59.08
9020,68125,P321081,AS02 - 10 - 24,68.10239999999999
9021,68152,P321082,AS05 - 12 - 07,71.1207
9022,68153,P321083,SH47 - 03 - 22,65.0322
9023,168345,P321084,SH46 - 08 - 00,64.08
9024,60240,P202533,SS06 - 02 - 27,81.0227
9025,60314,P202524,SH45 - 12 - 01,63.1201
9026,60370,P208722,AS04 - 09 - 00,70.09
9027,60417,P202367,0000 - 10 - 00,0.1
9028,60427,P202523,SH45 - 06 - 00,63.06
9029,60444,P202527,SH43 - 07 - 10,61.071
9030,60451,P202525,SH46 - 02? - 29,64.02289999999999
9031,193079,P453954,IS01 - 07 - 23,85.0723
9032,193349,P454258,SS08 - 10 - 16,83.10159999999999
9033,57445,P209342,SS08 - 12 - 00,83.12
9034,59276,P375979,SH48 - 12 - 00,66.12
9035,63969,P332342,SH40 - 01 - 30,58.013
9036,63970,P332343,SH40 - 09 - 00,58.09
9037,63971,P332344,SH40 - 10 - 00,58.1
9038,63975,P332347,SH43 - 01 - 26,61.0126
9039,63978,P332350,SH43 - 10 - 15,61.1015
9040,63979,P332351,SH44 - 06 - 13,62.0613
9041,63981,P332353,SH45 - 06 - 29,63.0629
9042,63980,P332352,SH45 - XX - XX,63.0
9043,63982,P332354,SH47 - 01 - 06,65.01060000000001
9044,63988,P332360,SH47 - 03 - XX,65.03
9045,63983,P332355,SH47 - 04 - 00,65.04
9046,63984,P332356,SH47 - 05 - 28,65.05279999999999
9047,63985,P332357,SH47 - 06 - 00,65.06
9048,63986,P332358,SH47 - 08 - 18,65.0818
9049,63987,P332359,SHXX - 09 - 02,0.0902
9050,63989,P332361,AS03 - 00 - 00,69.0
9051,63990,P332362,AS04 - 11 - 00,70.11
9052,63991,P332363,AS05 - 04 - 02,71.04020000000001
9053,63992,P332364,AS05 - 09 - 14,71.09140000000001
9054,63993,P332365,AS05 - 11 - 22,71.1122
9055,63994,P332366,AS06 - 06 - 25,72.0625
9056,63995,P332367,AS06 - 08 - XX,72.08
9057,63974,P332346,AS06 - 12 - 19,72.12190000000001
9058,63973,P332345,SH42 - 12 - 00,60.12
9059,63996,P332368,AS07 - 12 - 19,73.12190000000001
9060,63997,P332369,AS08 - 07 - 07,74.07069999999999
9061,63998,P332370,AS09 - 07 - 00,75.07
9062,64000,P332372,XXXX - XX - XX,0.0
9063,64003,P332375,SS02 - 02 - 04,77.0204
9064,64002,P332374,SS02 - 01 - 00,77.01
9065,64004,P332376,SS02 - 07 - 00,77.07
9066,64005,P332377,SS03 - 09 - 00,78.09
9067,64006,P332378,SS03 - 09 - 28,78.0928
9068,64014,P332385,SS03 - 10 - XX,78.1
9069,64007,P332379,SS04 - 00 - 00,79.0
9070,64008,P332380,SS04 - 04 - 13,79.0413
9071,64009,P332381,SS04 - 07 - 21,79.07209999999999
