,BDTNS No,CDLI ID,Original date,Converted Date
150,166579,P330684,AS02 - 01 - 17,68.0117
151,166580,P330685,XXXX - XX - XX,0.0
152,166596,P330700,SH46 - 04 - 00 // AS03 - 04 - 00,64.04
153,15782,P100041,SSXX - 00 - 00,0.0
154,15930,P100189,SH46 - 08 - 05,64.0805
155,15931,P100190,SH47 - 07 - 29,65.07289999999999
156,15932,P100191,AS01 - 03 - 24,67.0324
157,12242,P100211,AS01 - 12 - 11,67.1211
158,9529,P132110,AS05 - 05 - 25,71.0525
159,9530,P132111,SH46 - 12 - 00,64.12
160,9531,P132112,SH43 - 10 - 00,61.1
161,9533,P132114,AS01 - 10 - 21,67.1021
162,9534,P132115,SH46 - 03 - 00,64.03
163,9535,P132116,AS04 - 01 - 11,70.0111
164,9537,P132119,SS03 - 09 - 00,78.09
165,9538,P132120,SH47 - 01 - 00,65.01
166,9539,P132121,AS02 - 04 - 10,68.04100000000001
167,9540,P132122,SH35 - 06 - 00,53.06
168,9541,P132123,AS01 - 05 - 16,67.0516
169,9543,P132125,AS06 - 00 - 20,72.002
170,9547,P132129,AS02 - 01 - 15,68.0115
171,9553,P132135,SH46 - 10 - 00,64.1
172,9555,P132137,SH36 - 04 - 00,54.04
173,9561,P132143,SH38 - 04 - 00,56.04
174,9566,P132148,SH47 - 12 - 00,65.12
175,9568,P132150,SH48 - 08 - 00,66.08
176,9576,P100214,SH43 - 09 - 11,61.091100000000004
177,9577,P100215,AS09 - 11 - 19,75.1119
178,31895,P133836,SH43 - 09 - 24,61.092400000000005
179,9579,P100217,SH47 - 02 - 17,65.0217
180,9580,P100218,AS05 - 09 - 00,71.09
181,9581,P100219,SH48 - 06 - 30,66.063
182,9582,P100220,AS02 - 11 - 20,68.112
183,9583,P100221,SH43 - 08 - 00,61.08
184,9584,P100222,SS02 - 08 - 06,77.0806
185,12114,P100223,SH47 - 11 - 00,65.11
186,12115,P100224,SH47 - 01 - 00,65.01
187,12116,P124599,SH41 - 04 - 00,59.04
188,12117,P100226,SH39 - 06 - 00,57.06
189,12118,P100227,SS08 - 12 - 00,83.12
190,12119,P100228,SH43 - 05 - 11,61.0511
191,12120,P100229,SS02 - 09 - 20,77.092
192,12121,P100230,AS08 - 12 - 16,74.1216
193,12122,P100231,AS09 - 01 - 17,75.0117
194,12123,P100232,AS05 - 09 - 15,71.0915
195,12268,P100259,AS05 - 03 - 27,71.0327
196,12269,P100260,SH48 - 08 - 04,66.0804
197,12346,P100261,SH48 - 07 - 02,66.0702
198,12347,P100262,AS05 - 05 - 14,71.0514
199,12348,P100263,AS01 - 04 - 12,67.0412
200,12349,P100264,AS05 - 08 - 09,71.0809
201,12350,P100265,AS01 - 04 - 16,67.0416
202,12351,P100266,AS01 - 11 - 08,67.1108
203,12352,P100267,SH35 - 11 - 00,53.11
204,12353,P100268,AS03 - 03 - 27,69.0327
205,12354,P100269,AS05 - 05 - 06,71.0506
206,12355,P100270,SH46 - 10 - 00,64.1
207,12356,P100271,SH42 - 08 - 00,60.08
208,12357,P100272,AS05 - 10 - 10,71.101
209,12358,P100273,SH47 - 10 - 15,65.10149999999999
210,13588,P100281,AS09 - 00 - 00,75.0
211,20898,P114331,AS04 - 05 - 09,70.0509
212,17046,P100287,SS01 - 10 - 27,76.1027
213,17043,P100284,SH46 - 01 - 24,64.0124
214,18053,P100292,SS09 - 11 - 00,84.11
215,36894,P100296,SH40 - 11 - 06 and SH40 - 11 - 08,58.1106
216,36895,P100297,AS02 - 06 - 24,68.0624
217,36899,P100301,0000 - 00 - 00,0.0
218,191983,P432670,AS07 - 05 - 00,73.05
219,191985,P432671,AS08 - 06 - 10,74.061
220,173089,P432672,SS07 - 03 - 20,82.032
221,2494,P100317,SS02 - 12 - 00 // SS08 - 12 - 00,77.12
222,2495,P100318,SS07 - 12 - 00,82.12
223,6024,P100320,AS04 - 04 - 29,70.0429
224,6222,P100321,SH46 - XX - XX,64.0
225,20774,P100322,0000 - 00 - 00,0.0
226,47499,P145540,AS08 - 11 - 30,74.113
227,47500,P145528,SS01 - 07 - 00,76.07
228,47501,P145494,AS03 - 10 - 00,69.1
229,47502,P145495,AS03 - 10 - 00,69.1
230,47503,P145496,AS03 - 11 - 00,69.11
231,47504,P145497,AS04 - 01 - 00,70.01
232,47505,P145498,AS04 - 08 - 00,70.08
233,47506,P145499,AS08 - 11 - 00,74.11
234,47507,P145500,AS04 - 10 - 00,70.1
235,47508,P145501,AS07 - 10 - 00,73.1
236,47509,P145502,AS08 - 09 - 00,74.09
237,47510,P145503,AS09 - 06 - 00,75.06
238,47511,P145504,SH33 - 12 - 00,51.12
239,47512,P145505,SS03 - 08 - 00,78.08
240,47513,P145506,SH44 - 05m - 00,62.05
241,47514,P145507,SS02 - 11 - 00,77.11
242,47515,P145508,AS02 - 06 - 00,68.06
243,47516,P145509,AS08 - 09 - 00,74.09
244,47517,P145510,SH46 - 12 - 00,64.12
245,47518,P145511,SS04 - 08 - 00,79.08
246,47519,P145512,SS09 - 11 - 00,84.11
247,47520,P145513,SH42 - 10 - 00,60.1
248,47521,P145514,AS01 - 09? - 00,67.09
249,47522,P145515,AS02 - 10 - 00,68.1
250,47523,P145516,AS08 - 12 - 00,74.12
251,47524,P145517,AS08 - 09 - 00,74.09
252,47525,P145518,SS02 - 01 - 00,77.01
253,47526,P145519,SS01 - 12 - 00,76.12
254,47527,P145520,SS02 - 02 - 00,77.02
255,47528,P145521,SS04 - 09 - 00,79.09
256,47529,P145522,SH47 - 07 - 00,65.07
257,47530,P145523,0000 - 00 - 00,0.0
258,47531,P145524,AS08 - 03 - 00,74.03
259,47532,P145525,IS02 - 12 - 00,86.12
260,47533,P145526,AS02 - 05 - 00,68.05
261,47534,P145527,SS03 - 04 - 00,78.04
262,47535,P145529,0000 - 00 - 00,0.0
263,47540,P145534,AS04 - 10 - 00,70.1
264,47544,P145538,IS01 - 02 - 00,85.02
265,47545,P145539,SH44 - 12 - 00,62.12
266,22060,P100327,AS01 - 08 - 28,67.08279999999999
267,193440,P459080,AS05 - 03 - 28,71.0328
268,194075,P480066,0000 - 04 - 00,0.04
269,194076,P480067,AS02 - 08 - 21,68.0821
270,194077,P480068,0000 - 09? - 00,0.09
272,197186,P432665,SS09 - 06 - 13,84.0613
273,197188,P432663,AS05 - 11 - 22,71.1122
274,23013,P100328,SS04 - 04 - 05,79.04050000000001
275,23014,P100329,AS08 - 06 - 00,74.06
276,23015,P100330,AS04 - 01 - 00,70.01
277,34758,P100331,AS03 - 06 - 00,69.06
278,34759,P100332,SS08 - 05 - 13,83.0513
279,23444,P100333,SH35 - 00 - 00,53.0
280,23445,P100334,SH45 - 10 - 06,63.1006
281,23446,P100335,SH47 - 01 - 08,65.0108
282,23447,P100336,SH46 - 08 - 26,64.0826
283,23448,P100337,SH47 - 01 - 22,65.0122
284,23449,P100338,AS02 - 08 - 00,68.08
285,23450,P100339,AS03 - 02 - 05,69.0205
286,47259,P100967,AS07 - 01 - 04,73.0104
287,46373,P100968,SH43 - 06 - 25,61.0625
288,46406,P123489,SH46 - 08 - 22,64.0822
289,46391,P123276,SH45 - 07 - 03,63.0703
290,46398,P100971,SH45 - 12 - 06,63.120599999999996
291,46413,P100972,SH46 - 01 - 02,64.01020000000001
292,46417,P100973,SH46 - 04 - 18,64.04180000000001
293,46648,P100974,SH46 - 10 - 17,64.1017
294,46546,P100975,SH47 - 04 - 20,65.042
295,46552,P100976,SH47 - 05 - 00,65.05
296,46503,P100977,SH48 - 07 - 19,66.0719
297,46530,P100978,SH47 - 08 - 11,65.08109999999999
298,46538,P123293,SH47 - 11 - 21,65.1121
299,15037,P100980,SH48 - 06 - 13,66.0613
300,46802,P100981,AS05 - 04 - 20,71.042
301,46808,P100982,AS05 - 07 - 06,71.0706
302,15040,P100983,AS05 - 12 - 29,71.1229
303,47270,P100984,AS08 - 08 - 29,74.0829
304,15042,P100985,SS04 - 09 - 02,79.09020000000001
305,15043,P100986,SS06 - 08 - 14,81.0814
306,15044,P100987,SS06 - 08 - 20,81.082
307,46509,P100988,SHXX - XX - 07,0.0007
308,15046,P100989,XXXX - 00 - 00,0.0
309,52057,P200508,SH47 - 04 - 00,65.04
310,13812,P100990,IS02 - 01 - 00,86.01
311,7569,P100992,SH38 - 06 - 00,56.06
312,7570,P100993,SH40 - 01 - 22,58.0122
313,7572,P100995,AS06 - 08 - 00,72.08
314,7573,P100996,SH43 - 03 - 14,61.0314
315,7574,P100997,SH44 - 04 - 00,62.04
316,7575,P100998,SH44 - 04 - 21,62.0421
317,7576,P100999,SH46 - 05 - 00,64.05
318,7577,P101000,SH47 - 02 - 01,65.0201
319,7578,P101001,AS01 - 03 - 00,67.03
320,7579,P101002,AS03 - 06 - 30,69.063
321,7580,P101003,AS04 - 08 - 00,70.08
322,7581,P101004,AS04 - 08 - 17,70.0817
323,7582,P101005,AS07 - 08 - 13,73.0813
324,7583,P101006,AS07 - 08 - 30,73.083
325,7584,P101007,AS07 - 12 - 00,73.12
326,7585,P101008,AS07 - 09 - 25,73.0925
327,7586,P101009,AS07 - 09 - 28,73.0928
328,7587,P101010,AS07 - 09 - 28,73.0928
329,7588,P101011,IS02 - 07 - 00,86.07
330,7589,P101012,AS08 - 09 - 00,74.09
331,7590,P101013,AS09 - 01 - 24,75.0124
332,7592,P101015,SH38 - 04 - 00,56.04
333,7593,P101016,SS06 - 12 - 07,81.1207
334,7594,P101017,SS07 - 12 - 00,82.12
335,7595,P101018,SS09 - 07 - 00,84.07
336,7596,P101019,IS01 - 05 - 00,85.05
337,7597,P101020,0000 - 05 - 00,0.05
338,7598,P101021,SS01?] - 00 - 29,0.0029
339,7873,P101296,SH30 - 06 - 00,48.06
340,7874,P101297,SH36 - 09 - 00,54.09
341,7875,P101298,SH39 - 05 - 00,57.05
342,7876,P101299,SH42 - 07 - 00,60.07
343,7877,P101300,IS02 - 10 - 00,86.1
344,7878,P101301,SH44 - 02 - 00,62.02
345,7879,P101302,SH44 - 02 - 15,62.0215
346,7880,P101303,SH44 - 06 - 10,62.061
347,7881,P101304,SH46 - 10 - 00,64.1
348,7882,P101305,SH46 - 10 - 13,64.1013
349,7883,P101306,SH46 - 12 - 00,64.12
350,7884,P101307,SH46 - 12 - 00,64.12
351,7885,P101308,SH46 - 12 - 11,64.1211
352,7886,P101309,SH47 - 05 - 00,65.05
353,7887,P101310,SH47 - 09 - 02,65.09020000000001
354,7888,P101311,SH47 - 01 - 00,65.01
355,7889,P101312,SH48 - 12 - 00,66.12
356,7890,P101313,AS01 - 00 - 00,67.0
357,7891,P101314,AS01 - 06 - 13,67.0613
358,7892,P101315,AS01 - 10 - 29,67.10289999999999
359,7893,P101316,AS03 - 08 - 17,69.0817
360,7894,P101317,AS03 - 07 - 00,69.07
361,7895,P101318,AS05 - 00 - 00,71.0
362,7896,P101319,AS05 - 04 - 08,71.0408
363,7897,P101320,AS08 - 02 - 07,74.02069999999999
364,7898,P101321,AS08 - 10 - 00,74.1
365,7899,P101322,SSXX - 07 - 20,0.07200000000000001
366,7900,P101323,SS02 - 03 - 08,77.0308
367,7901,P101324,AS03 - 04 - 12,69.0412
368,7902,P101325,SS02 - 05 - 00,77.05
369,7903,P101326,SS02 - 06 - 10,77.061
370,7904,P101327,SS02 - 09 - 26,77.0926
371,7905,P101328,SS02 - 11 - 00,77.11
372,7906,P101329,SS03 - 01 - 25,78.0125
373,7907,P101330,SS03 - 06 - 26,78.0626
374,7908,P101331,SS03 - 08 - 29,78.0829
375,7909,P101332,SS03 - 09 - 00,78.09
376,7910,P101333,SS04 - 02 - 15,79.02149999999999
377,7911,P101334,SS04 - 03 - 00,79.03
378,7912,P101335,SH38 - 11 - 00,56.11
379,7913,P101336,SS06 - 05 - 26,81.0526
380,7914,P101337,SH38 - 08 - 00,56.08
381,7915,P101338,SS07 - 10 - 00,82.1
382,7916,P101339,SS07 - 11 - 02,82.1102
383,7917,P101340,SS09 - 10 - 00,84.1
384,7918,P101341,SS09 - 10 - 00,84.1
385,7919,P101342,SS09 - 12 - 25,84.1225
386,7920,P101343,IS01 - 03 - 11,85.0311
387,7921,P101344,IS01 - 07 - 00,85.07
388,7922,P101345,XXXX - 00 - 00,0.0
389,7923,P101346,SS09 - 10 - 00,84.1
390,7924,P101347,SH32 - 00 - 00,50.0
391,7925,P101348,SH33 - 09 - 00,51.09
392,7926,P101349,SH35 - 00 - 00,53.0
393,7927,P101350,SH35 - 06 - 00,53.06
394,7928,P101351,SH35 - 10 - 00,53.1
395,7929,P101352,SH36 - 01 - 00,54.01
396,7930,P101353,SH36 - 01 - 00,54.01
397,7931,P101354,SH36 - 04 - 00,54.04
398,7932,P101355,SH36 - 09 - 02,54.0902
399,7933,P101356,SH37 - 05 - 00,55.05
400,7934,P101357,SH37 - 06 - 00,55.06
401,7935,P101358,SH40 - 03 - 01,58.030100000000004
402,7936,P101359,SH41 - 09 - 10,59.091
403,7937,P101360,SH40 - 09 - 30,58.093
404,7938,P101361,SH40 - 10 - 28,58.1028
405,7939,P101362,SH41 - 02 - 00,59.02
406,7940,P101363,SH41 - 02 - 04,59.0204
407,7941,P101364,SH41 - 07 - 02,59.0702
408,7942,P101365,SH43 - 02 - 17,61.0217
409,7943,P101366,SH43 - 10 - 05,61.100500000000004
410,7944,P101367,SH45 - 07 - 15,63.0715
411,7945,P101368,SH45 - 09 - 13,63.091300000000004
412,7946,P101369,SH45 - 09 - 30,63.093
413,7947,P101370,SH46 - 08 - 27,64.0827
414,7948,P101371,SH46 - 11 - 09,64.1109
415,7949,P101372,SH46 - 11 - 15,64.11149999999999
416,7950,P101373,SH46 - 12 - 00,64.12
417,7951,P101374,SH46 - 12 - 09,64.1209
418,7952,P101375,SH46 - 12 - 14,64.12140000000001
419,7953,P101376,SH47 - 03 - 15,65.0315
420,7954,P101377,SH47 - 02 - 14,65.0214
421,7955,P101378,SH47 - 06 - 21,65.0621
422,7956,P101379,SH47 - 06 - 22,65.0622
423,7957,P101380,SH47 - 09 - 00,65.09
424,7958,P101381,SH47 - 11 - 07,65.1107
425,7959,P101382,SH47 - 11 - 07,65.1107
426,7960,P101383,SH43 - 01 - 22,61.0122
427,7961,P101384,SH37 - 08 - 00,55.08
428,7962,P101385,XXXX - 07 - 15,0.07150000000000001
429,7963,P101386,SH41 - 07 - 00,59.07
430,7964,P101387,SH34 - 06 - 00,52.06
431,7965,P101388,AS06 - 12 - 00,72.12
432,7966,P101389,SH48 - 06 - 11,66.0611
433,7967,P101390,SH48 - 09 - 29,66.0929
434,7968,P101391,AS02 - 04 - 01,68.04010000000001
435,7969,P101392,AS02 - 05 - 23,68.0523
436,7970,P101393,AS02 - 08 - 00,68.08
437,7971,P101394,AS04 - 05 - 06,70.0506
438,7972,P101395,SS07 - 00 - 00,82.0
439,7973,P101396,SS01 - 12 - 00,76.12
440,7974,P101397,SS02 - 05 - 08,77.0508
441,7975,P101398,SS02 - 07 - 00,77.07
442,7976,P101399,SS08 - 10 - 25,83.10249999999999
443,7977,P101400,SS09 - 03 - 00,84.03
444,7978,P101401,SS09 - 10 - 01,84.1001
445,7979,P101402,SS09 - 10 - 04,84.1004
446,7980,P101403,SS09 - 10 - 30,84.103
447,7981,P101404,SS09 - 11 - 14,84.1114
448,7982,P101405,XXXX - 00 - 18,0.0018
449,7983,P101406,XXXX - 00 - 00,0.0
450,7984,P101407,SS09 - 00 - 00,84.0
451,7985,P101408,AS04 - 11 - 09,70.1109
452,7986,P101409,SH35 - 08 - 00,53.08
453,7987,P101410,SH36 - 00 - 00,54.0
454,7988,P101411,SH36 - 06 - 00,54.06
455,7989,P101412,SH44 - 06 - 20,62.062000000000005
456,7990,P101413,SH44 - 10 - 07,62.1007
457,7991,P101414,SH47 - 00 - 00,65.0
458,7992,P101415,SH47 - 01 - 20,65.012
459,7993,P101416,SH47 - 01 - 01,65.01010000000001
460,7994,P101417,SH47 - 04 - 10,65.04100000000001
461,7995,P101418,SH47 - 07 - 11,65.07109999999999
462,7996,P101419,SH48 - 02 - 00,66.02
463,7998,P101421,AS02 - 03 - 06,68.0306
464,7999,P101422,AS06 - 12 - 00,72.12
465,8000,P101423,AS04 - 08 - 00,70.08
466,8001,P101424,AS05 - 00 - 00,71.0
467,8002,P101425,AS06 - 00 - 00,72.0
468,8003,P101426,AS06 - 11 - 10,72.111
469,8004,P101427,AS07 - 00 - 00,73.0
470,8005,P101428,AS07 - 01 - 22,73.0122
471,8006,P101429,AS07 - 05 - 10,73.051
472,8007,P101430,AS08 - 07 - 00,74.07
473,8008,P101431,AS08 - 07 - 26,74.0726
474,8009,P101432,AS08 - 11 - 12,74.1112
475,8010,P101433,SS02 - 09 - 15,77.0915
476,8011,P101434,AS02 - 11 - 00,68.11
477,8012,P101435,SS08 - 05 - 00,83.05
478,8013,P101436,IS01 - 11 - 00,85.11
479,8014,P101437,XXXX - 11 - 13,0.1113
480,8015,P101438,XXXX - 00 - 04,0.0004
481,8016,P101439,SH43 - 12 - 00,61.12
482,8017,P101440,SH47 - 11 - 00,65.11
483,8019,P101442,SH34 - 05 - 00,52.05
484,8020,P101443,SH44 - 08 - 17,62.0817
485,8021,P101444,SH44 - 08 - 28,62.0828
486,8022,P101445,SH47 - 06 - 20,65.062
487,8023,P101446,SH46 - 11 - 21,64.1121
488,8024,P101447,SH47 - 07 - 00,65.07
489,8025,P101448,SH38 - 10 - 00,56.1
490,8026,P101449,AS09 - 00 - 00,75.0
491,8027,P101450,AS02 - 10 - 00,68.1
492,8029,P101452,XXXX - 07 - 00,0.07
493,8030,P101453,SH44 - 10 - 00,62.1
494,8031,P101454,SS09 - 12 - 00,84.12
495,8032,P101455,SSXX - 10 - 00,0.1
496,8033,P101456,XXXX - 00 - 00,0.0
497,8034,P101457,AS06 - 10 - 18,72.1018
498,8035,P101458,XXXX - 00 - 00,0.0
499,8037,P101460,XXXX - 00 - 00,0.0
500,8038,P101461,SS02 - 04 - 00,77.04
501,8039,P101462,SH41 - 06 - 00,59.06
502,8215,P101641,AS04 - 04 - 00,70.04
503,8244,P101671,IS02 - 12 - 00,86.12
504,9160,P101694,SH33? - 00 - 00,0.0
505,26431,P200373,SS01 - 06 - 00,76.06
506,173126,P499890,SS03 - XX - XX,78.0
507,38083,P101721,SH33 - 11 - 00,51.11
508,38084,P101722,AS03 - 02 - 00,69.02
509,38085,P101723,AS08 - 04 - 09,74.04090000000001
510,18355,P101727,SH47] - 05] - 27,0.052700000000000004
511,158250,P332324,SS02 - 12 - 06,77.12060000000001
512,158251,P332325,SS05 - 08 - 15,80.08149999999999
513,173128,P429724,SS01 - 08 - 00,76.08
514,173129,P429725,AS08 - 01 - 18,74.01180000000001
515,173130,P429726,SH39 - 04 - 00,57.04
516,22628,P100838,SS02 - 12 - 00,77.12
517,22013,P122895,AS09 - 03 - 15,75.0315
518,22030,P122911,IS02 - 01 - 00,86.01
519,25882,P101757,AS04 - 09 - 00,70.09
520,25883,P101758,XXXX - 00 - 05,0.0005
521,25884,P101759,SS03 - 02 - 00,78.02
522,25885,P101760,XXXX - 00 - 00,0.0
523,29317,P101761,SS06 - 04 - 24,81.0424
524,28737,P101766,SH44 - 11 - 12,62.1112
525,28741,P101770,SH48 - 08 - 21,66.0821
526,28743,P101772,SH47 - 08 - 09,65.0809
527,28745,P101774,AS01 - 01 - 08,67.0108
528,28746,P101775,AS03 - 11 - 00,69.11
529,28748,P101777,AS04 - 10 - 08,70.10079999999999
530,28749,P101778,AS04 - 03 - 27,70.0327
531,28755,P101784,AS09 - 08 - 16,75.0816
532,28757,P101786,SS02 - 00 - 00,77.0
533,28758,P101787,SS03 - 02 - 29,78.02289999999999
534,28762,P101791,SS07 - 12 - 00,82.12
535,28765,P101794,IS01 - 12 - 00,85.12
536,29054,P101800,SS04 - 01 - 00,79.01
537,29055,P101801,IS01 - 03 - 00,85.03
538,29056,P101802,AS09 - 09 - 00,75.09
539,29057,P101803,AS04 - 01 - 00,70.01
540,29059,P101805,AS09 - 04 - 00,75.04
541,29064,P101810,AS04 - 12 - 15,70.1215
542,31486,P101831,AS07 - 12 - 29,73.1229
543,31498,P101843,SH47 - 12 - 00,65.12
544,31499,P101844,SH48 - 08 - 13,66.0813
545,31500,P101845,AS07 - 01 - 13,73.0113
546,13537,P101857,SS02 - 01 - 00,77.01
547,13538,P101858,SH41 - 03 - 00,59.03
548,13540,P101860,SH45 - 07 - 00,63.07
549,13543,P101863,AS05 - 09 - 23,71.09230000000001
550,13541,P101861,AS04 - 09 - 24,70.0924
551,13544,P101864,AS06 - 09 - 23,72.09230000000001
552,13545,P101865,AS09 - 05 - 21,75.0521
553,13546,P101866,AS07 - 05 - 23,73.0523
554,13547,P101867,IS01 - 07 - 15,85.07149999999999
555,13548,P101868,AS05 - 06 - 29,71.0629
556,13549,P101869,SH46 - 06 - 02,64.06020000000001
557,13550,P101870,AS07 - 01 - 09,73.0109
558,13551,P101871,SH44 - 03 - 09,62.0309
559,13552,P101872,AS07 - 10 - 17,73.1017
560,13553,P101873,AS07 - 02 - 24,73.02239999999999
561,13554,P101874,AS01 - 06 - 03,67.0603
562,13556,P101876,SH48 - 10 - 00,66.1
563,13557,P101877,SS09 - 09 - 10,84.09100000000001
564,13558,P101878,SH42 - 06 - 24,60.062400000000004
565,13559,P101879,AS05 - 04 - 05,71.04050000000001
566,13560,P101880,AS07 - 03 - 29,73.0329
567,47656,P145452,SH41 - 00 - 00,59.0
568,47657,P145453,SS08 - 00 - 00,83.0
569,47658,P145454,AS04 - 00 - 00,70.0
570,157921,P332327,AS02 - 01 - 00,68.01
571,34356,P118615,AS05 - 09 - 24,71.0924
572,23030,P102014,SS09 - 11 - 15,84.11149999999999
573,23031,P102015,AS04 - 08 - 16,70.0816
574,23032,P102016,AS04 - 09 - 20,70.092
575,23033,P102017,XXXX - 07 - 00,0.07
576,23036,P102020,SS02 - 06 - 09,77.0609
577,23037,P102021,SS07 - 09 - 09,82.0909
578,23038,P102022,SS09 - 12 - 17,84.1217
579,23141,P102126,SH43 - 02 - 00,61.02
580,23142,P102127,SH48 - 11 - 14,66.1114
581,23147,P102132,SS05 - 12 - 00,80.12
582,23949,P102133,SH29 - 10 - 00,47.1
583,23950,P102134,SH40 - 10 - 00,58.1
584,23951,P102135,AS06 - 03 - 23,72.0323
585,23953,P102137,SH44 - 12 - 00,62.12
586,23955,P102139,AS01 - 08 - 00,67.08
587,23956,P102140,AS01 - 00 - 00,67.0
588,23957,P102141,AS03 - 12 - 18,69.12180000000001
589,23958,P102142,AS08? - 01 - 19,0.0119
590,23959,P102143,AS05 - 07 - 04,71.07039999999999
591,23961,P102145,AS07 - 08 - 14,73.0814
592,23962,P102146,SS07 - 08 - 15,82.08149999999999
593,23979,P102163,SH43 - 09 - 00,61.09
594,23980,P102164,XXXX - 00 - 13,0.0013
595,23981,P102165,SS08 - 05 - 19,83.0519
596,23982,P102166,SH45 - 07 - 00,63.07
597,23984,P102168,SS08 - 02 - 00,83.02
598,23985,P102169,IS03? - XX - XX,0.0
599,3317,P134804,0000 - 00 - 00,0.0
600,3321,P134808,AS08 - 08 - 28,74.08279999999999
601,3324,P134811,AS05 - 05 - 04,71.0504
602,3329,P134816,AS06 - 02 - 21,72.0221
603,3332,P134819,AS01 - 09 - 08,67.0908
604,3333,P134820,AS02 - 08 - 14,68.0814
605,3337,P134824,AS03 - 11 - 20,69.112
606,3338,P134825,AS04 - 04 - 25,70.0425
607,3339,P134826,AS05 - 05 - 07,71.05069999999999
608,3340,P134827,AS06 - 05 - 29,72.0529
609,3341,P134828,AS06 - 08 - 13,72.0813
610,3342,P134829,AS06 - 11 - 12,72.1112
611,3349,P134836,AS06 - 07 - 03,72.07029999999999
612,3350,P134837,AS06 - 04 - 16,72.0416
613,3351,P134838,AS06 - 09 - 21,72.0921
614,3352,P134839,AS06 - 11 - 12,72.1112
615,3359,P134846,AS08 - 12 - 07,74.1207
616,3360,P134847,AS08 - 05 - 12,74.0512
617,3363,P134850,AS07 - 04 - 03,73.0403
618,3369,P134856,AS02 - 08 - 16,68.0816
619,3371,P134858,AS01 - 12 - 08?,67.1208
620,3373,P134860,AS02 - 02 - 11,68.02109999999999
621,3374,P134861,AS02 - 03 - 16,68.0316
622,3376,P134863,AS02 - 04 - 17,68.0417
623,3378,P134865,AS03 - 12 - 05,69.1205
624,3379,P134866,AS04 - 03 - 30,70.033
625,3381,P134868,AS09 - 09 - 00,75.09
626,3383,P134870,SH46 - 02 - 00,64.02
627,3407,P134894,SS01 - 11 - 00,76.11
628,3410,P134897,SS02 - 03 - 19,77.03190000000001
629,3411,P134898,SS02 - 04 - 08,77.0408
630,3412,P134899,SS02 - 05 - 00,77.05
631,3413,P134900,SS02 - 06 - 00,77.06
632,3414,P134901,SS02 - 07 - 00,77.07
633,3415,P134902,SS02 - 09 - 19,77.09190000000001
634,3416,P134903,SS03 - 03 - 06,78.0306
635,3417,P134904,SS03 - 04 - 17,78.0417
636,3418,P134905,SS03 - 08 - XX,78.08
637,3422,P134909,SS01 - 10 - 00,76.1
638,3423,P134910,SS02 - 08 - 28,77.08279999999999
639,3425,P134912,AS03 - 12 - 16,69.1216
640,3427,P134914,ASXX - 01 - 07,0.0107
641,3429,P134916,AS06 - 07 - 30,72.073
642,3431,P134918,AS07 - 03 - 20,73.032
643,3435,P134922,SS01 - 10 - 00,76.1
644,3438,P134925,AS03 - 10 - 26,69.1026
645,3439,P134926,AS03 - 10 - 14,69.1014
646,3443,P134930,AS05 - 02 - 29,71.02289999999999
647,3444,P134931,AS06 - 04 - 24,72.0424
648,3445,P134932,AS06 - 04 - 21,72.0421
649,3446,P134933,AS06 - 04 - 08,72.0408
650,3447,P134934,AS06 - 09 - 21,72.0921
651,3448,P134935,AS07 - 01 - 13,73.0113
652,3449,P134936,AS07 - 02 - 01,73.0201
653,3461,P134948,SS07 - 00 - 00,82.0
654,3463,P134950,SS09 - 01 - 00,84.01
655,3466,P134953,SS09 - 07 - 00,84.07
656,3469,P134956,SS09 - 11 - 27,84.1127
657,3472,P134959,IS01 - 07 - 00,85.07
658,3479,P134966,SH44 - 01 - 00,62.01
659,3480,P134967,SH44 - 03 - 00,62.03
660,3484,P134971,SH46 - 08 - 25,64.0825
661,3485,P134972,SH46 - 09 - 21,64.0921
662,3490,P134977,SH47 - 11 - 07,65.1107
663,3492,P134979,AS01 - 04 - 09,67.04090000000001
664,3493,P134980,AS01 - 05 - 11,67.05109999999999
665,3494,P134981,AS01 - 08 - 16,67.0816
666,3495,P134982,AS01 - 09 - 05?,67.0905
667,3496,P134983,AS01 - 10 - 10,67.101
668,3497,P134984,AS02 - 12 - 04,68.1204
669,3501,P134988,AS03 - 09 - 25,69.0925
670,3502,P134989,AS04 - 07 - 17,70.07169999999999
671,3509,P134996,AS07 - 04 - 22,73.04220000000001
672,3510,P134997,AS07 - 07 - 02,73.0702
673,3511,P134998,AS07 - 11 - 01,73.1101
674,3513,P135000,AS08 - 01 - 25,74.0125
675,3516,P135003,AS08 - 04 - 21,74.0421
676,3520,P135007,AS04 - 11 - 20,70.112
677,3521,P135008,SS01 - 06 - 10+,76.061
678,3522,P135009,SS02 - 07 - 12,77.07119999999999
679,3523,P135010,SS02 - 09 - 24,77.0924
680,3524,P135011,SS04 - 00 - 00,79.0
681,3525,P135012,SS05 - 03 - 02,80.03020000000001
682,3526,P135013,SS04 - 01 - 17,79.0117
683,3527,P135014,SS04 - 04 - 10,79.04100000000001
684,3528,P135015,SS04 - 09 - 18,79.0918
685,3531,P135018,SS07 - 02 - 15,82.02149999999999
686,3568,P135055,SS09 - 10 - 07,84.10069999999999
687,3629,P135116,SS01 - 08 - 00,76.08
688,3630,P135117,SS02 - 03 - 00,77.03
689,3642,P135129,SS09 - 12 - 00,84.12
